view,bound,n_records,n_systems,n_unique_papers,n_clusters,ari_vs_exact_material_system,nmi_vs_exact_material_system,silhouette_exact_material_system,knn5_material_system_agreement,cross_paper_knn5_material_system_agreement,mean_within_system_distance,mean_between_system_distance,between_within_distance_ratio,pcoa_two_axis_positive_inertia_fraction,pcoa_negative_inertia_fraction,mean_uncertainty_width
material_identity,reported,72,6,22,6,0.5980344393112138,0.7928528978733083,0.6382692456245422,0.975,0.9472222222222222,0.138814777135849,0.545050323009491,3.9264575015388,0.633820315786714,0.1757046963927307,0.44882628321647644
balanced_instance,reported,72,6,22,6,0.2808794466403162,0.506494493863249,0.22813783586025238,0.725,0.4444444444444444,0.421254962682724,0.6393849849700928,1.5178099764053283,0.36729495350745867,0.07219253047009808,0.26806965470314026
