profile,bound,requested_clusters,mean_interval_width,same_paper_cocluster,cross_paper_cocluster,same_paper_recall_lift,same_paper_precision,same_paper_precision_lift,paper_ari,paper_nmi,actual_clusters,largest_cluster_fraction,shared_author_pair_count,shared_author_cocluster,shared_author_lift,same_location_pair_count,same_location_cocluster,same_location_lift,queries,mrr_midrank,median_first_same_paper_midrank,hit_at_1_optimistic_ties,hit_at_5_optimistic_ties,hit_at_10_optimistic_ties,global_gain,local_gain
strict_equal,reported,50,0.0,0.8040512608515916,0.0513836942189197,15.647984697751369,0.1115572125035847,14.01389635607506,0.18452907538881,0.7309025942348527,50,0.1523118766999093,11563,0.1867162501081034,3.831061654138551,311,0.7234726688102894,14.17550070283712,1069,0.2761709495618428,5.0,0.9747427502338636,0.980355472404116,0.9840972871842844,0.0,0.0
strict_loading,reported,50,0.1627534329891204,0.7837949565936337,0.0694923828400354,11.27886143144424,0.0829940906106369,10.425776674428771,0.1376805903968178,0.6998899614092294,50,0.1441523118766999,11563,0.1962293522442272,2.9281743144749623,311,0.7652733118971061,11.069533337552658,1069,0.5822152361408206,1.5,0.6239476145930777,0.7923292797006548,0.9045837231057062,-0.046848484991992206,0.3060442865789778
soft_loading,reported,50,0.1627534329891204,0.8172798677139314,0.0753887363890432,10.84087500149044,0.0800291456676179,10.05331818249934,0.1332137668535775,0.6998147091904177,50,0.1885766092475068,11563,0.2721612038398339,3.804261150028211,311,0.77491961414791,10.32844508457903,1069,0.5947956903864198,1.5,0.6155285313376988,0.7811038353601497,0.8952291861552854,-0.0513153085352325,0.318624740824577
