dataset,view,metric,optimistic,reported,pessimistic,range,all_positive,sign_change
NanoMine,loading_focus_soft__settings_all__L0.25__K20,paper ARI gain vs material-only,-0.03043676482996889,0.017569170795890703,1.1264457926199976e-05,0.04800593562585959,False,True
NanoMine,loading_focus_soft__settings_all__L0.25__K30,paper ARI gain vs material-only,0.0259979566333938,0.0343632931641545,0.00039628607348939993,0.0339670070906651,True,False
NanoMine,loading_focus_soft__settings_all__L0.25__K50,paper ARI gain vs material-only,-0.009958247115625207,0.023719175085331584,0.0008804007946244001,0.03367742220095679,False,True
NanoMine,loading_focus_soft__settings_all__L0.25__K80,paper ARI gain vs material-only,0.08520512191593299,0.1648115818521464,0.0035327130035812,0.16127886884856518,True,False
NanoMine,loading_focus_soft__settings_all__L0.50__K8,paper ARI gain vs material-only,0.0020451289481491996,0.0012949074657301004,-0.0004701958442793002,0.0025153247924284998,False,True
NanoMine,loading_focus_soft__settings_all__L0.50__K12,paper ARI gain vs material-only,-0.0060366755020296,0.0188845776408587,0.0013333543902731997,0.0249212531428883,False,True
NanoMine,loading_focus_soft__settings_all__L0.50__K20,paper ARI gain vs material-only,-0.025015789781277692,0.061072678155329206,0.0020237754355712997,0.0860884679366069,False,True
NanoMine,loading_focus_soft__settings_all__L0.50__K30,paper ARI gain vs material-only,0.024292726991463592,0.05209393054532441,0.0079649544738738,0.04412897607145061,True,False
NanoMine,loading_focus_soft__settings_all__L0.50__K50,paper ARI gain vs material-only,0.1813679403736122,0.13619985237128357,0.0942868697317274,0.0870810706418848,True,False
NanoMine,loading_focus_soft__settings_all__L0.50__K80,paper ARI gain vs material-only,0.2167015537749003,0.31862675506962457,0.354099642528028,0.1373980887531277,True,False
NanoMine,loading_focus_soft__settings_all__L0.75__K8,paper ARI gain vs material-only,0.0369603321248792,0.0207488293974963,0.013341366338476001,0.0236189657864032,True,False
NanoMine,loading_focus_soft__settings_all__L0.75__K12,paper ARI gain vs material-only,0.044346735494586106,0.039178759016413704,0.031542086774323,0.012804648720263108,True,False
NanoMine,loading_focus_soft__settings_all__L0.75__K20,paper ARI gain vs material-only,0.057198787009514904,0.09310600781444409,0.1314254121701743,0.0742266251606594,True,False
NanoMine,loading_focus_soft__settings_all__L0.75__K30,paper ARI gain vs material-only,0.0965627711015263,0.17020508460816752,0.2153299802096349,0.11876720910810859,True,False
NanoMine,loading_focus_soft__settings_all__L0.75__K50,paper ARI gain vs material-only,0.1742217821817199,0.2865590611186683,0.4492039234313867,0.2749821412496668,True,False
NanoMine,loading_focus_soft__settings_all__L0.75__K80,paper ARI gain vs material-only,0.22697697229949443,0.35286922439222124,0.6634190399760073,0.43644206767651283,True,False
NanoMine,loading_focus_soft__settings_all__L1.00__K8,paper ARI gain vs material-only,0.0356968080821544,0.0204199973717835,0.0353120644365737,0.0152768107103709,True,False
