view,paper_ari,mrr,lift,mean_interval_width,global_gain,local_gain
material_only,0.1411597049225035,0.1822930552746532,6.793685286916419,0.207308754324913,0.0,0.0
balanced,0.2092777545648663,0.8812237278482922,10.27989671442756,0.2247955501079559,0.06811804964236282,0.698930672573639
sequence_focus,0.2558380343177956,0.4647506092043475,13.02294251933719,0.1664177626371383,0.11467832939529213,0.2824575539296943
settings_focus,0.2812697603846683,0.4632877330802417,14.734154120653416,0.3337868154048919,0.1401100554621648,0.2809946778055885
numeric_settings_focus,0.2296463365352799,0.4613100444555549,11.451218688499289,0.3381311297416687,0.08848663161277642,0.2790169891809017
process_only,0.4917801824603427,0.3703592780366854,34.909998048538924,0.2092113196849823,0.3506204775378392,0.1880662227620322
