record_id,paper_group,method_id,process_method,display_label,view,cluster,pcoa1,pcoa2
l318-s3-patsidis-2014,article:l318,M2,Melt Mixing,Melt mixing,method_blind_process,1,-0.20186812771694812,0.3421868278774643
l375-s1-rishi-2018,article:l375,M2,Melt Mixing,Melt mixing,method_blind_process,1,-0.37479285752297986,-0.15611907248760298
l146-s3-tao-2011,article:l146,M3,In-Situ Polymerization,In-situ polymerization,method_blind_process,2,0.17856789840759718,-0.07895102700200249
l304-s3-stockelhuber-2011,article:l304,M2,Melt Mixing,Melt mixing,method_blind_process,1,-0.32312539505109844,0.20115348783611203
l229-s7-bao-2011,article:l229,M3,In-Situ Polymerization,In-situ polymerization,method_blind_process,1,-0.12121558726818864,0.3920087497086183
l316-s3-chandrasekaran-2013,article:l316,M2,Melt Mixing,Melt mixing,method_blind_process,1,-0.17040058426070373,0.38892971848917557
l120-s11-murugaraj-2005,article:l120,M3,In-Situ Polymerization,In-situ polymerization,method_blind_process,1,0.5169306341542822,-0.12878757667616686
l297-s1-shen-2004,article:l297,M3,In-Situ Polymerization,In-situ polymerization,method_blind_process,1,0.09218060763411613,0.19745735848154153
l267-s3-kim-2006,article:l267,M1,Solution Processing,Solution processing,method_blind_process,1,-0.24504794782237121,0.33121656069941796
l279-s1-motaung-2012,article:l279,M2,Melt Mixing,Melt mixing,method_blind_process,1,-0.3019096261441387,-0.30607337353681774
l302-s3-bandyopadhyay-2005,article:l302,M1,Solution Processing,Solution processing,method_blind_process,1,0.02079282347696437,-0.11345171412016052
l396-s4-ghosh-2013,article:l396,M3,In-Situ Polymerization,In-situ polymerization,method_blind_process,1,-0.01324440552358068,0.3362217747190864
l297-s2-shen-2004,article:l297,M3,In-Situ Polymerization,In-situ polymerization,method_blind_process,1,0.09218060763411608,0.19745735848154153
l287-s3-jang-2008,article:l287,M3,In-Situ Polymerization,In-situ polymerization,method_blind_process,1,0.2590223418370105,0.2705138658778246
l129-s12-wu-2011,article:l129,M1,Solution Processing,Solution processing,method_blind_process,1,-0.30751063117477495,-0.09370642747987366
l191-s2-xie-2004,article:l191,M3,In-Situ Polymerization,In-situ polymerization,method_blind_process,1,-0.1558308908802149,-0.1797515216816827
l209-s12-ash-2001,article:l209,M3,In-Situ Polymerization,In-situ polymerization,method_blind_process,1,0.4627861377757574,-0.1246773133367773
l397-s1-tuncer-2007,article:l397,M1,Solution Processing,Solution processing,method_blind_process,1,0.20751245261457885,0.0496885589977245
l102-s8-hu-2007,article:l102,M2,Melt Mixing,Melt mixing,method_blind_process,1,-0.3046904370886064,-0.30040990016588387
l294-s4-sarwar-2007,article:l294,M3,In-Situ Polymerization,In-situ polymerization,method_blind_process,1,0.2536038277620533,0.05054040955248391
l278-s1-choi-2001,article:l278,M3,In-Situ Polymerization,In-situ polymerization,method_blind_process,1,0.2065466883749951,-0.13287565388669453
l287-s4-jang-2008,article:l287,M3,In-Situ Polymerization,In-situ polymerization,method_blind_process,1,0.2590223418370105,0.2705138658778246
l217-s6-ash-2002,article:l217,M1,Solution Processing,Solution processing,method_blind_process,1,0.08789949294254404,0.26801668381462546
l316-s5-chandrasekaran-2013,article:l316,M2,Melt Mixing,Melt mixing,method_blind_process,1,-0.17040058426070376,0.3889297184891757
e108-s10-huang-2016,article:e108,M1,Solution Processing,Solution processing,method_blind_process,1,0.14350782091424033,-0.199364413632511
l212-s5-ghanbari-2012,article:l212,M2,Melt Mixing,Melt mixing,method_blind_process,1,0.33190004063100575,-0.2414132399539874
l324-s6-zhu-2017,article:l324,M2,Melt Mixing,Melt mixing,method_blind_process,1,0.12946873013746618,-0.23801402407944408
l316-s10-chandrasekaran-2013,article:l316,M1,Solution Processing,Solution processing,method_blind_process,1,-0.1328172485044812,0.3978606834613925
l388-s1-benes-2018,article:l388,M1,Solution Processing,Solution processing,method_blind_process,1,-0.009708546166521234,0.21289311423774973
l318-s4-patsidis-2014,article:l318,M2,Melt Mixing,Melt mixing,method_blind_process,1,-0.20186812771694812,0.34218682787746424
l285-s3-pham-2012,article:l285,M3,In-Situ Polymerization,In-situ polymerization,method_blind_process,3,-0.025110012384799468,-0.3269070770967814
l285-s1-pham-2012,article:l285,M3,In-Situ Polymerization,In-situ polymerization,method_blind_process,3,-0.02511001238479945,-0.3269070770967814
l276-s3-huang-2009,article:l276,M2,Melt Mixing,Melt mixing,method_blind_process,1,0.43907749097038473,-0.11845331748585854
l255-s9-logakis-2009,article:l255,M2,Melt Mixing,Melt mixing,method_blind_process,1,-0.3399766541383869,-0.13754606183485027
l260-s2-haggenmueller-2006,article:l260,M3,In-Situ Polymerization,In-situ polymerization,method_blind_process,1,-0.09545827909118607,-0.09609040681151415
l287-s2-jang-2008,article:l287,M3,In-Situ Polymerization,In-situ polymerization,method_blind_process,1,0.2590223418370105,0.2705138658778247
l282-s2-cui-2008,article:l282,M3,In-Situ Polymerization,In-situ polymerization,method_blind_process,1,0.20236912131013793,-0.030546898556237666
l308-s3-demetrio-2013,article:l308,M3,In-Situ Polymerization,In-situ polymerization,method_blind_process,1,-0.09824536967261738,-0.10086865233532856
