mp_id,mi-eff N,mi-eff P,Seebeck,Powerfactor
mp-10318,0.7331504962972069,,,
mp-1032,0.5009864827944572,,,
mp-10320,0.527570416261223,,,
mp-10321,0.427378923557722,,,
mp-10322,0.31756361533499544,0.7168292213861565,519.8266133333334,879.2619646000253
mp-10326,6.868537017189644,8.5252764631797,706.6787800000001,133.4022055278497
mp-10328,0.4847496019696642,,,
mp-10333,10.369572763929636,,,
mp-10334,0.5703449034076828,0.5272657539790563,337.0811966666667,580.843713327575
mp-10336,0.5251987013016112,0.6013144497535184,366.05962666666665,566.1457932870982
mp-10337,0.6074047017884463,0.561495648084116,359.60783999999995,572.587572399432
mp-10339,0.06311570221793292,,,
mp-1034,0.10707760558323536,,,
mp-10340,0.46974303902644265,20.657199935935637,723.2929266666666,51.30386416009197
mp-10341,0.48739666263663706,8.570530261947455,691.6473966666667,109.92661977932391
mp-10347,0.43509668668267415,3.5366941317141762,569.2058233333333,257.50721461451207
mp-10348,79.32976564914894,2.2102507452107036,476.17698333333334,196.74010876754812
mp-10349,0.5983041024898148,4.841190904351599,631.8754399999999,186.9241251235179
mp-10350,0.11214137506479617,,,
mp-10351,0.12539017904009953,,,
mp-10356,0.08982312062616098,,,
mp-10359,0.104108937095846,,,
mp-1036,0.30479890366986057,,,
mp-10365,0.5355156098608993,,,
mp-10366,0.5181096471086217,,,
mp-10367,0.09009730045634412,,,
mp-10368,1.25795645369657,0.5563618411855045,433.18249,639.4665549282181
mp-10371,0.09019227350855552,,,
mp-10378,0.16467940698262643,1.033514650948902,547.23622,635.056159467048
mp-10379,0.09643666264177195,,,
mp-1038,0.13829890612131962,,,
mp-10381,0.45961738540064884,1.797319161212054,515.57542,313.09223582773757
mp-10382,0.10234390916962328,,,
mp-10383,0.11715311433080783,0.14031074892224216,88.42714933333333,131.55483560710505
mp-10386,0.17301734785534434,,,
mp-1039,0.1841957160450718,1.5549592488494015,525.7253533333333,493.83644874816554
mp-10390,0.876332951003313,2.797053257015181,530.65414,247.86908769828167
mp-10392,0.41414219739724906,2.228417075913494,552.5094266666666,271.35716087809624
mp-10393,0.299942417585167,,,
mp-10394,0.7345238782517493,,,
mp-104,0.16705632639698728,,,
mp-1040,0.29950918957336337,,,
mp-10401,0.722014511005453,2.86268316773771,644.6051533333333,366.20281610159026
mp-10402,18.577148853038686,1.5470854144473356,569.3316033333334,441.2043724839123
mp-10405,0.11078070244370336,,,
mp-10408,0.6917585460829195,3.7089524554317093,646.7484866666666,233.37635635229134
mp-10409,0.34124427208512714,1.5117520458695402,481.98238666666674,220.7478635237316
mp-10410,0.48829587814968606,1.9749743953188084,507.51133333333337,190.27608126837518
mp-10412,0.12827781635778765,,,
mp-10413,4.542573148784509,10.895706458657736,686.05266,72.14324840218381
mp-10415,0.13306590801437942,,,
mp-10417,0.8019388948514977,2.2988140281497373,542.3563566666667,306.9959339975177
mp-10418,1.0593862583038502,3.087609393552583,561.0834433333333,264.2230629844809
mp-10419,13.092168511206154,3.8166801231794816,588.32107,213.36454031975228
mp-1042,0.13136235378129385,,,
mp-10421,0.49399671889009855,0.8614313391770825,530.5514966666667,875.3683014582798
mp-10422,0.30175949286255455,0.9236631706029311,522.57664,797.7960130247594
mp-10423,0.46103965937970165,0.8915757146211438,522.6310033333333,813.0552204333175
mp-10426,1.3088772851706383,1.2147600344199192,473.56793666666664,473.1409809512318
mp-10428,0.1377157010170861,1.8199909421348144,457.1462166666667,271.5633091395963
mp-10429,3.3578080703706954,3.2098032628003503,617.2603133333333,213.81567198908567
mp-1043,0.16586546067405733,,,
mp-10437,0.30334466011139577,0.8558004327907116,368.30907333333334,355.7488921868191
mp-10440,0.40304833409058727,,,
mp-10443,0.4245340434264059,,,
mp-10444,0.448222504335154,1.368384273947376,487.40602000000007,460.64830655698995
mp-10445,0.20821721339780885,,,
mp-10446,0.8770887329434931,,,
mp-1045,0.5293520718918219,6.814412431531368,656.1644,121.09711018967641
mp-10450,0.1918393806906993,,,
mp-10454,0.2284624060271401,,,
mp-10455,0.9143468361664172,,,
mp-10456,0.13543535018623226,,,
mp-10457,0.13785252876765228,,,
mp-1046,0.23680460948841112,,,
mp-10461,0.4093230395043631,3.190406985145146,602.3807066666667,202.87163794040757
mp-10463,0.5543213315371529,,,
mp-10464,0.5432263309061932,5.207863310985466,673.6162533333334,157.73457383903755
mp-10469,0.14896502967964428,,,
mp-1047,0.2628830424218811,2.390838485208249,619.27831,340.25532453542496
mp-10470,0.3889022833339587,,,
mp-10474,0.6851353187442037,10.686898149731956,709.57785,87.71608988071208
mp-10476,0.7270122718383178,5.8127061348264695,656.9324,168.73660034334705
mp-10477,0.045881016338894395,0.05331767444292941,-35.4385,23.55685148423729
mp-10478,0.21401089305552887,,,
mp-1048,0.37174109059352395,,,
mp-10480,0.7863902267697246,,,
mp-10481,0.15489102836189325,0.5351351753206572,107.35711966666666,61.382121784889094
mp-10485,0.388321720637344,0.3994959694662595,351.38446999999996,789.0852702648045
mp-10486,0.2792249638322717,1.9339498847017718,552.0487066666666,316.2302742893881
mp-10487,0.504253244921052,1.4089312111484633,479.52612,387.57459632261794
mp-10488,1.1100111550211438,0.7195859037099179,368.53254999999996,455.8515187260781
mp-10489,1.2906443044253972,1.2962378404481678,533.7142266666666,329.8309350242289
mp-1049,0.23110131834940834,,,
mp-10492,0.5590197115555965,25.05734346698209,703.0966000000002,30.91119183033133
mp-10495,0.42748926116044345,0.621348689217566,421.71134666666666,553.2580072584892
mp-10497,0.5432597491292421,3.3190338784268,625.5114666666667,236.90833986335326
mp-10498,0.17060793117852577,,,
mp-10499,17.194695188742646,9.318598062960495,565.0959166666667,38.59292515784375
mp-105,0.3360463421296612,,,
mp-1050,0.41811845066099923,,,
mp-10503,0.1593889853249766,,,
mp-10504,0.13489165858464516,,,
mp-10509,0.5007403924163013,3.670089800190645,635.7513533333334,253.70874612370466
mp-10510,0.4656148325885956,5.453611465503245,660.09102,184.88490108747098
mp-10516,0.12391859069230958,,,
mp-10517,5.118347385888019,8.011190382542612,622.3763066666667,107.62623180951316
mp-10519,0.15251024112260803,,,
mp-1052,0.23862430917805436,,,
mp-10520,0.8870636908210754,5.117956149665456,617.8683766666667,225.85204042985123
mp-10523,28.089113807837126,2.642678215838104,621.6336666666667,411.1103184785132
mp-10525,0.3285090168250224,1.150857791845942,533.7762700000001,663.8540372678598
mp-10532,0.035426133449073235,,,
mp-10533,0.9080888641840038,1.1365357450413864,473.46933999999993,412.7985190664766
mp-10534,0.38618887791583284,1.7142440626088344,194.10063000000002,69.46400807899295
mp-1054,0.17089661691642513,,,
mp-10543,0.4327727166602818,8.983039505426433,612.41035,64.01734562806813
mp-10547,0.47797786811121784,6.741069465010322,520.9401466666666,77.49468205003099
mp-1055,0.7794879781363511,,,
mp-10550,0.1998828667366158,1.3129181034072541,582.8953466666667,685.6091059561645
mp-10552,1.0524835222148115,1.5594519770484696,454.79105333333337,286.515490403237
mp-10553,1.3725780632799305,3.96355370974217,540.53575,154.19903060371985
mp-10554,0.20208737202347365,,,
mp-10555,0.731839377540728,3.51621856483847,578.8154633333334,196.56704025677905
mp-10556,0.8498902559134758,2.054908058199711,531.9782566666667,320.0664690556298
mp-10559,1.7112285247456276,2.0055719927873534,547.5753933333334,342.5203654538742
mp-1056,0.4862962804363381,4.502240530088263,618.61329,161.6402977546814
mp-10560,1.8483880811392557,2.2089474006347136,555.8524966666668,297.38731338368603
mp-10564,0.1678924271017616,,,
mp-10566,2.4763645871135087,,,
mp-10569,0.785540235948342,,,
mp-1057,0.12652439313094796,,,
mp-10572,0.9664179877173932,2.216212601839429,663.0121533333333,383.1643043555076
mp-10577,0.36402123197289016,5.925883017956505,609.0559900000001,143.3044733239908
mp-1058,0.21107594569981245,,,
mp-10597,0.27730787073578117,,,
mp-10598,0.16747297041936976,,,
mp-10600,0.5243768732925488,,,
mp-10601,0.8238517363616127,,,
mp-10602,0.17922952827411268,,,
mp-10606,0.20196617495199634,,,
mp-10607,7.244070004298457,,,
mp-10608,0.1651415534999187,,,
mp-1061,0.802947994752355,,,
mp-10614,0.9285817813493205,0.6469096287749843,488.45619000000005,973.7627155431013
mp-10615,0.22153134234492564,0.2519941172346195,396.00480999999996,1176.7568808420654
mp-10616,0.17594860436179005,0.22532956100098467,412.05531,1358.8804029696705
mp-10617,0.20667865536801588,,,
mp-10618,0.3853044830332923,0.6203742770998828,579.61236,1278.4035002346066
mp-1062,0.2002155515117052,,,
mp-10620,1.4672718483678546,1.7722971936652148,526.3439333333333,350.2840256480152
mp-10621,0.958587136055183,5.39661506870382,575.4335933333333,103.27980762855661
mp-10622,0.1704013631381845,,,
mp-10623,0.3814339220701581,0.40412361769371946,507.77105,1228.6861838306163
mp-10624,37.08962923444934,,,
mp-10626,0.1806595373663911,,,
mp-10630,1.4859120880780583,,,
mp-10632,1.1879938907996621,,,
mp-10633,1.1599633389487074,,,
mp-10634,0.4905194417058997,,,
mp-10636,0.23533185306630436,,,
mp-10638,0.565205148942619,,,
mp-10643,7.640931890975836,,,
mp-10644,1.2246951254233132,1.188480322726911,581.41335,695.8880401427091
mp-10645,0.1680556385676695,,,
mp-10646,0.2614815351618389,,,
mp-10647,0.20214494726606172,,,
mp-10648,0.26055506704161846,0.381339530350715,313.78227,653.7817516734522
mp-1065,1.0825072859411575,,,
mp-10652,0.15800578031924045,,,
mp-10653,0.3779106730872469,0.2881793522689341,358.45091,1164.0260452784655
mp-10654,0.3065756024427944,,,
mp-10656,0.2459216376710242,,,
mp-1066,0.054589623439661734,,,
mp-10662,0.6310468989221796,3.738276448550586,570.9565266666667,195.70639939490977
mp-10667,1.6807728586296231,,,
mp-10669,0.17745772786487896,,,
mp-1067,0.3733052242059344,,,
mp-10670,0.22528193170188418,,,
mp-10675,0.03855986139940434,,,
mp-10676,0.2552217063901396,,,
mp-10677,0.09088943949947063,,,
mp-10678,2.912172491650016,,,
mp-10679,0.5663982388943151,,,
mp-1068,0.0734976117152152,,,
mp-10683,0.17667073518268553,,,
mp-10684,0.06760223439472116,,,
mp-10685,0.19673798626476063,,,
mp-10687,1.4108374914702244,,,
mp-10688,0.11357839373341069,,,
mp-1069,0.8249965085630999,,,
mp-10692,0.25951565894791423,,,
mp-10694,1.8603371247839264,4.277584899714509,685.0080133333335,291.1841298375597
mp-10695,0.18132146813787012,0.8080591779099897,496.5673,863.7401946066926
mp-10698,0.22792745053121635,,,
mp-10699,0.07464911660383376,,,
mp-107,0.2285966853849535,,,
mp-1070,0.08195286092987548,1.2243335435000895,480.44325333333336,513.74167176261
mp-10700,0.18272872395229903,,,
mp-10706,0.1763895909634706,,,
mp-10708,0.18432156641746583,,,
mp-10712,0.18016751757661684,,,
mp-10714,0.1118486586063155,,,
mp-1072,0.18323430831677295,,,
mp-10720,0.1703377528848526,,,
mp-10721,0.2821507219797151,,,
mp-10728,0.34689598907360697,,,
mp-10729,0.13903027148297797,,,
mp-1073,0.08459822573109367,,,
mp-10731,0.3976275170051489,2.4774552310491575,624.10971,403.8631317798702
mp-10732,0.0420787002560961,0.0434812815028984,-38.365484,55.143367215943044
mp-10733,0.8180351423301544,1.4796226893445354,581.2794833333334,399.4111725995833
mp-10734,0.1317563355765423,,,
mp-10735,0.12391622410422154,,,
mp-10736,0.7448992398557375,,,
mp-10738,0.7212598696700423,,,
mp-1074,1.1543581247026602,2.061874767357379,506.90103,314.93289518390634
mp-10744,0.1750647274410315,,,
mp-10746,0.22910287915165,,,
mp-10748,1.349143346116807,0.9766119452498045,506.99521,620.3103899669528
mp-10749,0.24645932445993,,,
mp-10754,0.2519900753511911,,,
mp-10756,0.25518114281174836,,,
mp-10759,0.0627988247590663,0.04292347870022012,139.79199,738.7113441190012
mp-1076,0.699199956830319,,,
mp-10760,0.2948045443503158,0.7323569580283341,536.57532,1006.0569291071547
mp-10761,0.08182611196215442,,,
mp-10764,0.22480034680296404,,,
mp-10769,0.2237799491333773,,,
mp-1077,0.26901410598366654,,,
mp-10771,2.7482715245606495,3.889904169118654,507.12184666666667,129.75253470181403
mp-10772,0.22684145990752932,,,
mp-10776,0.574092308881247,2.1579244190086215,559.9634866666667,354.77295370692235
mp-10778,0.566010685428755,0.8083564782292724,453.70206,570.6033577822847
mp-10779,0.5623472424206228,0.7856753897608283,445.2657166666666,583.2888139120075
mp-1078,0.5856692850046653,,,
mp-10780,0.552467083442881,0.7644038660991855,434.62887666666666,598.2158458310689
mp-10781,206.44868404529305,0.7109907256410953,361.5959566666667,460.187175890663
mp-10782,0.56018640808841,0.731099356774357,427.30943,610.9056419019928
mp-10783,0.554513536362837,0.7153938173827425,423.56863999999996,616.848726976608
mp-10784,0.5498543102641922,0.7124791938459171,422.54026999999996,618.746779712127
mp-10785,0.5297520397389422,0.7048567232811628,419.2202333333333,621.5514702387751
mp-10789,0.22337647773050498,,,
mp-10791,2.1666761287712704,16.314013510234627,604.9289433333332,41.85976023815311
mp-10792,2.598025743937895,17.711342885861782,608.90947,38.42690062460715
mp-10795,0.8409679849143268,1.5552100650382028,466.02654333333334,356.74736579394784
mp-10796,0.2856683004509141,1.8193839037070754,605.5163666666667,461.2903278672844
mp-10797,0.09987925082936015,,,
mp-10798,1.3422992555861104,2.482067593639822,522.60067,257.07252275864755
mp-108,0.15157312225674824,,,
mp-10802,0.44992307745897886,0.9257191769527073,467.9977333333333,511.6880418920477
mp-10804,0.5215286502655172,8.21386897948628,674.5651633333333,96.87182850584585
mp-1081,0.2987447205943213,,,
mp-10810,0.2362307701251839,,,
mp-10811,0.38454264231531726,0.9190912593777187,463.49977999999993,588.5681382339668
mp-10814,0.5575809337157628,3.97843972276177,572.0787033333335,203.44124249465878
mp-10816,0.15823276641772455,,,
mp-1082,0.22661098363593837,,,
mp-10821,2.1876849543258263,3.5698748869554637,621.14629,196.73365855864495
mp-10824,0.6810273203882495,,,
mp-10834,0.6664195470431639,2.1322580402245217,526.1527833333333,252.28755208120276
mp-10835,0.6776519071319301,1.5961315696344323,507.3941733333333,271.291494051295
mp-10837,0.651609209796347,26.162775972764116,692.3252833333332,36.65926555536762
mp-10838,6.130170036055923,10.951041370876712,579.3054999999999,51.86935208693631
mp-1084,0.7314028818470447,,,
mp-10844,0.15111274892867094,,,
mp-10845,0.18133217576005725,,,
mp-10846,0.16688626138863855,,,
mp-10847,0.15767139632868135,,,
mp-10848,0.30653293138495086,,,
mp-10849,0.8814440048899309,,,
mp-1085,0.1372213697387305,,,
mp-10850,0.05652550590546638,,,
mp-10851,0.534280648893107,3.6300814483602073,651.4822433333334,269.8616478498438
mp-10852,0.23260983169715832,,,
mp-10853,0.21833539067014124,,,
mp-10854,0.20140385942565067,,,
mp-10856,0.19350827296629974,,,
mp-10857,0.06311211739568329,,,
mp-1086,1.3321605566003933,,,
mp-10860,0.14802981988865235,,,
mp-10861,0.06747000111526653,,,
mp-10862,0.08971082661968331,,,
mp-10863,0.05964502304023065,,,
mp-10867,0.2469035511484399,,,
mp-10868,0.2281559992113334,,,
mp-1087,0.4343042736368483,0.9427088911508233,488.41249,663.4268561394863
mp-10870,0.270724344355019,,,
mp-10871,0.32349998379596145,,,
mp-10873,0.3359871026389995,,,
mp-10877,0.2842049002178155,,,
mp-10878,0.2734586679237649,,,
mp-1088,0.27232151662601356,,,
mp-10881,0.21132340106314482,,,
mp-10886,0.14875745235189602,,,
mp-10887,0.1447992392750771,,,
mp-10889,0.14046326437497883,,,
mp-10890,0.025868621877727805,,,
mp-10891,0.17418259958472257,,,
mp-10892,0.20885722408300103,,,
mp-10893,0.20442147825205229,,,
mp-10894,0.814646097116737,,,
mp-10895,0.0599315860885598,,,
mp-10898,0.09052876535813524,,,
mp-10899,0.0901696996981759,,,
mp-109,0.11816843611712098,,,
mp-1090,0.20089960490523875,,,
mp-10900,0.14938147559548948,,,
mp-10902,0.09927207672613222,,,
mp-10904,19.047432780265968,,,
mp-10906,0.10745987354771142,,,
mp-10908,3.640878759296653,,,
mp-1091,1.274006368620548,,,
mp-10910,0.20292301796038004,,,
mp-10911,0.17595512919313933,,,
mp-10912,0.18968177971534209,,,
mp-10913,0.20798679259343902,2.4500999240827053,673.16215,322.4377447602737
mp-10914,1.5663696357096417,8.330992410624575,555.9502866666667,68.8015941780076
mp-10918,0.4994053252952667,0.8529382621544896,580.5073733333334,1075.6720115422158
mp-10919,0.3726272824670255,0.5072540322181717,542.54041,1559.9882136065885
mp-10924,5916.138971376186,,,
mp-10925,2.250037792971646,1.126629008128053,492.5499766666667,392.9051208434104
mp-10927,2.1010962868291894,2.019940836749248,561.0915133333333,301.5566625406053
mp-10928,2.4942568417978945,4.07355515176578,595.3722866666667,134.7678089081264
mp-1093,0.060412998408412404,,,
mp-10930,0.3910605649441466,0.6323261980328233,475.62997333333334,868.42830210412
mp-10931,0.38456939447611943,0.6336202466939037,467.27722666666665,862.320880535241
mp-10932,0.38417821278583464,0.6388482746020411,466.29873333333336,857.3624091225562
mp-10933,0.5775037891649886,0.6011645702024674,391.5923966666667,528.5772488663983
mp-10935,0.4957177662899647,7.474314197611122,673.0901,110.51733363371926
mp-10942,1.0081987807954464,2.4893911410389586,632.75957,327.9479136728298
mp-10948,0.4059450797209218,1.3069183444815644,540.05831,484.8319558767494
mp-10952,0.3865018259717733,,,
mp-10953,0.29655044510396983,0.9410048043019282,488.26096,702.6737802087928
mp-10955,0.19365690432168614,,,
mp-10956,0.1959518226735599,,,
mp-10960,0.9479788362534862,0.6003203103941717,489.1620266666667,742.6957295817282
mp-10961,0.17523864266775252,,,
mp-10963,0.24294913167684917,,,
mp-10964,0.1199954652336129,,,
mp-10965,0.16035739576601357,,,
mp-10967,2.4719224512909284,,,
mp-10969,0.7049514952330407,0.8705656111022273,585.8105366666667,1038.9351255009772
mp-1097,1.5210811203424104,,,
mp-10970,0.45436491346713154,1.5075348066423755,634.6982266666666,656.7080579516083
mp-10971,0.45615491329471486,0.9183798524202782,631.6229333333332,1139.6196203346512
mp-10973,0.19718173841051884,1.392753262883248,559.0523533333333,462.8398777542446
mp-1098,0.16193172844789042,,,
mp-10983,0.10861607839643585,,,
mp-10985,0.28167276128935737,0.870696753742963,410.70911333333333,462.08293549036824
mp-1099,0.010591578881272132,,,
mp-10990,0.12116165681557517,,,
mp-10991,0.26409487234702417,,,
mp-10992,0.9745649913182434,,,
mp-10993,0.7214507333787838,,,
mp-10994,0.16204309309322854,,,
mp-10996,0.2849601489051146,0.30342335407919,330.28131,764.2572586712622
mp-10998,0.17004998741525165,,,
mp-10999,0.16871660041376482,,,
mp-11,0.15576060699546912,,,
mp-110,0.20051419437522064,,,
mp-1100,0.4200420538076663,2.2612079424270695,540.1235800000001,349.89597748609197
mp-11000,2.1994514888916203,4.720223107683308,600.0200633333334,174.86566204033008
mp-11006,1.5029594483833715,2.5092517127089224,537.83285,210.97266971779476
mp-11007,1.5827112487836692,1.7198111214362488,553.0955466666666,322.9459667640469
mp-11008,1.2821367706731661,1.901308780006625,532.0212966666667,254.5169503011643
mp-11009,1.9328370271887259,1.5450025666336822,535.4680466666667,434.2367744493806
mp-1101,9.956612051741848,,,
mp-11010,0.3530629178459103,,,
mp-11011,0.09709908837910242,,,
mp-11012,1.9048469761705416,3.222777197664783,583.7145233333332,189.97964729795248
mp-11014,1.4542488059089926,30.124988710551786,685.8343500000001,26.014940962359443
mp-11016,31.10871829178891,1.9147476630988551,574.7831433333333,456.1628362941693
mp-11017,36.119295957721214,1.8955768802529909,575.7900633333334,460.98968108582545
mp-11018,3.9197537276099084,1.9274601584591127,575.9910433333333,453.7813144052325
mp-11019,0.46409812252194527,2.95961881865062,667.0378466666666,477.5290995467164
mp-1102,0.18934710665379875,0.4730225763449977,137.23551,170.55429584732184
