material_profile,process_profile,process_lambda,bound,requested_clusters,mean_pair_distance,mean_same_paper_distance,mean_cross_paper_distance,mean_interval_width,same_paper_cocluster,cross_paper_cocluster,same_paper_recall_lift,same_paper_precision,same_paper_precision_lift,paper_ari,paper_nmi,actual_clusters,largest_cluster_fraction,shared_author_pair_count,shared_author_cocluster,shared_author_lift,same_location_pair_count,same_location_cocluster,same_location_lift
identity_strict,equal,0.25,optimistic,80,0.6404685378074646,0.10097711533308029,0.6483619809150696,0.20778439939022064,0.8124373119358074,0.026124780238970857,31.098340522071776,0.3127171646977067,21.686072811903394,0.4399426902191658,0.8606574815144217,80,0.08774038461538461,8437,0.13606732250800047,5.831501808206288,92,0.782608695652174,30.19270487080619
identity_strict,equal,0.25,reported,8,0.8093140125274658,0.12657232582569122,0.8193033933639526,0.20778439939022064,0.9610832497492477,0.3289297968072648,2.921849157716748,0.04099742429039628,2.8430582923756935,0.05243004646458895,0.44186754256808386,8,0.44711538461538464,8437,0.4149579234324997,1.269973280131625,92,1.0,3.0418385754344603
identity_strict,equal,0.25,reported,12,0.8093140125274658,0.12657232582569122,0.8193033933639526,0.20778439939022064,0.9610832497492477,0.32814614145125925,2.9288269107744513,0.04109130830059866,2.8495688895253264,0.052610186209025835,0.45407378192967246,12,0.44711538461538464,8437,0.4149579234324997,1.2731041813688613,92,1.0,3.049108861258068
identity_strict,equal,0.25,reported,20,0.8093140125274658,0.12657232582569122,0.8193033933639526,0.20778439939022064,0.9033099297893681,0.17553879974523864,5.145927459344325,0.07001912581051453,4.855633242967228,0.106036696796326,0.5868730111699246,20,0.26802884615384615,8437,0.28695033779779544,1.661458806723207,92,0.9347826086956522,5.331447664031753
identity_strict,equal,0.25,reported,30,0.8093140125274658,0.12657232582569122,0.8193033933639526,0.20778439939022064,0.8826479438314945,0.14083783617200502,6.267122300526671,0.08399350959244059,5.824718213052827,0.13049233882296998,0.6516335486525354,30,0.25600961538461536,8437,0.2647860613962309,1.923051381704689,92,0.8913043478260869,6.337707359709703
identity_strict,equal,0.25,reported,50,0.8093140125274658,0.12657232582569122,0.8193033933639526,0.20778439939022064,0.8581745235707121,0.12053323784673814,7.119816400036548,0.09434336751571287,6.542452312279213,0.14785604362621585,0.7260157905455334,50,0.25600961538461536,8437,0.24854806210738414,2.1192214213156007,92,0.782608695652174,6.502534243306448
identity_strict,equal,0.25,reported,80,0.8093140125274658,0.12657232582569122,0.8193033933639526,0.20778439939022064,0.81123370110331,0.031234682766332757,25.972208751795698,0.27536429252349176,19.095754156108526,0.398206007044615,0.8545961424552522,80,0.13341346153846154,8437,0.13203745407135237,4.604598343209964,92,0.782608695652174,25.219620747809632
identity_strict,equal,0.25,pessimistic,8,0.8482529520988464,0.22647807002067566,0.8573503494262695,0.20778439939022064,0.9462387161484453,0.6316144767853107,1.4981270235673798,0.021449196280381055,1.4874425992663207,0.014145336509661287,0.30250269846816946,8,0.7920673076923077,8437,0.8486428825411876,1.3554348972470922,92,1.0,1.5834937193755638
identity_strict,equal,0.25,pessimistic,12,0.8482529520988464,0.22647807002067566,0.8573503494262695,0.20778439939022064,0.9171514543630893,0.28756923022737746,3.1893240234287545,0.044583130180399805,3.0917171054851535,0.05915636669914135,0.49032123259734006,12,0.39783653846153844,8437,0.3826004503970606,1.3417222380499516,92,1.0,3.4797519563573953
identity_strict,equal,0.25,pessimistic,20,0.8482529520988464,0.22647807002067566,0.8573503494262695,0.20778439939022064,0.9171514543630893,0.2857671164124434,3.2094366415461826,0.044851671637105635,3.1103397147965635,0.059665905844847586,0.5122481146037756,20,0.39783653846153844,8437,0.3818892971435344,1.347877507585039,92,1.0,3.501716835266058
