view,k,same_paper_cocluster,cross_paper_cocluster,same_paper_recall_lift,same_paper_precision,same_paper_precision_lift,paper_ari,paper_nmi,actual_clusters,largest_cluster_fraction,shared_author_pair_count,shared_author_cocluster,shared_author_lift,same_location_pair_count,same_location_cocluster,same_location_lift,queries,mrr_midrank,median_first_same_paper_midrank,hit_at_1_optimistic_ties,hit_at_5_optimistic_ties,hit_at_10_optimistic_ties
missing_mask_only,20,0.966900702106319,0.18004701932136033,5.370267754227733,0.07284928359833141,5.051896879199353,0.11166545171767404,0.5989788323092595,20,0.3473557692307692,8437,0.4538343012919284,2.621878442623215,92,1.0,5.560944948736368,818,0.35955339565613503,3.5,0.9657701711491442,0.9779951100244498,0.9792176039119804
missing_mask_only,50,0.9538615847542627,0.036790711189248364,25.92669600344712,0.2750144592249855,19.071494181793497,0.41381361052862253,0.8215304319177561,50,0.10096153846153846,8437,0.04812137015526846,1.318285113939457,92,0.6956521739130435,19.000268448888377,818,0.35955339565613503,3.5,0.9657701711491442,0.9779951100244498,0.9792176039119804
