profile,bound,queries,mrr_midrank,median_first_same_paper_midrank,hit_at_1_optimistic_ties,hit_at_5_optimistic_ties,hit_at_10_optimistic_ties
strict_equal,optimistic,1069,0.2761709495618428,5.0,0.9747427502338635,0.980355472404116,0.9840972871842844
strict_equal,reported,1069,0.2761709495618428,5.0,0.9747427502338635,0.980355472404116,0.9840972871842844
strict_equal,pessimistic,1069,0.2761709495618428,5.0,0.9747427502338635,0.980355472404116,0.9840972871842844
strict_loading,optimistic,1069,0.5794533948628355,1.5,0.6248830682881198,0.7923292797006548,0.9045837231057062
strict_loading,reported,1069,0.5822152361408206,1.5,0.6239476145930777,0.7923292797006548,0.9045837231057062
strict_loading,pessimistic,1069,0.6908036003564672,1.5,0.7492984097287184,0.9382600561272217,0.9719363891487371
soft_loading,optimistic,1069,0.5933154529720482,1.5,0.6145930776426567,0.7792329279700655,0.8942937324602432
soft_loading,reported,1069,0.5947956903864198,1.5,0.6155285313376988,0.7811038353601497,0.8952291861552854
soft_loading,pessimistic,1069,0.7036405698119532,1.0,0.7408793264733395,0.9279700654817586,0.9653882132834425
