material_profile,process_profile,process_lambda,requested_clusters,ari_optimistic_reported,ari_reported_pessimistic,ari_optimistic_pessimistic
identity_soft,settings_numeric,0.0,80,0.7798477786978828,0.4981858255305817,0.45419224276433523
identity_soft,settings_numeric,0.25,8,0.7165875335675947,0.5581053786054783,0.6357602937353272
identity_soft,settings_numeric,0.25,12,0.5700512443855456,0.6146889861869368,0.4703345218274415
identity_soft,settings_numeric,0.25,20,0.9671239209019775,0.6814908183264121,0.683216290051664
identity_soft,settings_numeric,0.25,30,0.9501016780703172,0.7116677707298787,0.68255762118766
identity_soft,settings_numeric,0.25,50,0.8476748054739911,0.6697169548226575,0.6708375295756085
identity_soft,settings_numeric,0.25,80,0.8948660408354772,0.5672366324643378,0.5722589905784348
identity_soft,settings_numeric,0.5,8,0.532098444298019,0.8065643169837821,0.5387379132246038
identity_soft,settings_numeric,0.5,12,0.6808766196010706,0.7821382869113671,0.7298962042193986
identity_soft,settings_numeric,0.5,20,0.6820889834243448,0.6369224061786313,0.7894815914371222
identity_soft,settings_numeric,0.5,30,0.8460169993774272,0.7778759981353238,0.8074109099912004
identity_soft,settings_numeric,0.5,50,0.9088692149899337,0.7693591356268241,0.7246669181024197
identity_soft,settings_numeric,0.5,80,0.774090087738974,0.7803312005782378,0.727259220725434
identity_soft,settings_numeric,0.75,8,0.5247766610951563,0.6687757225839037,0.5794354302602901
identity_soft,settings_numeric,0.75,12,0.5787778576782483,0.534008274194293,0.45415589184829364
identity_soft,settings_numeric,0.75,20,0.6011524244145539,0.5649139220800121,0.4085602583835717
