file,condition,metric,before,after,change
api_nanomine_validation.csv,material_identity / optimistic,paper_ari,0.31596897181475125,0.2953952541680033,-0.02057371764674798
api_nanomine_validation.csv,material_identity / optimistic,paper_mrr,0.767023021872613,0.7290535299402293,-0.03796949193238364
api_nanomine_validation.csv,material_identity / optimistic,mean_uncertainty_width,0.5494426488876343,0.5142218470573425,-0.03522080183029175
api_nanomine_validation.csv,material_identity / optimistic,mean_common_reported_fraction,0.4505573809146881,0.4857780933380127,0.035220712423324585
api_nanomine_validation.csv,material_identity / reported,paper_ari,0.30150137920318265,0.27144062839257327,-0.030060750810609382
api_nanomine_validation.csv,material_identity / reported,paper_mrr,0.7931971716488073,0.753775537781749,-0.039421633867058326
api_nanomine_validation.csv,material_identity / reported,mean_uncertainty_width,0.5494426488876343,0.5142218470573425,-0.03522080183029175
api_nanomine_validation.csv,material_identity / reported,mean_common_reported_fraction,0.4505573809146881,0.4857780933380127,0.035220712423324585
api_nanomine_validation.csv,material_identity / pessimistic,paper_ari,0.14519322197247264,0.04470131033490111,-0.10049191163757154
api_nanomine_validation.csv,material_identity / pessimistic,paper_mrr,0.8597489436043292,0.8795861088443506,0.019837165240021437
api_nanomine_validation.csv,material_identity / pessimistic,mean_uncertainty_width,0.5494426488876343,0.5142218470573425,-0.03522080183029175
api_nanomine_validation.csv,material_identity / pessimistic,mean_common_reported_fraction,0.4505573809146881,0.4857780933380127,0.035220712423324585
api_nanomine_validation.csv,material_identity_soft / optimistic,paper_ari,0.2984272996971461,0.2629728541438452,-0.035454445553300906
api_nanomine_validation.csv,material_identity_soft / optimistic,paper_mrr,0.7595413090653689,0.7177486914017317,-0.04179261766363718
api_nanomine_validation.csv,material_identity_soft / optimistic,mean_uncertainty_width,0.5494426488876343,0.5142218470573425,-0.03522080183029175
api_nanomine_validation.csv,material_identity_soft / optimistic,mean_common_reported_fraction,0.4505573809146881,0.4857780933380127,0.035220712423324585
api_nanomine_validation.csv,material_identity_soft / reported,paper_ari,0.28778504921989295,0.284618716429881,-0.0031663327900119387
api_nanomine_validation.csv,material_identity_soft / reported,paper_mrr,0.7881684391489541,0.7480355308350483,-0.04013290831390581
api_nanomine_validation.csv,material_identity_soft / reported,mean_uncertainty_width,0.5494426488876343,0.5142218470573425,-0.03522080183029175
api_nanomine_validation.csv,material_identity_soft / reported,mean_common_reported_fraction,0.4505573809146881,0.4857780933380127,0.035220712423324585
api_nanomine_validation.csv,material_identity_soft / pessimistic,paper_ari,0.21004432694092964,0.042236916242895245,-0.1678074106980344
api_nanomine_validation.csv,material_identity_soft / pessimistic,paper_mrr,0.859817047769072,0.8477193429965202,-0.012097704772551787
api_nanomine_validation.csv,material_identity_soft / pessimistic,mean_uncertainty_width,0.5494426488876343,0.5142218470573425,-0.03522080183029175
api_nanomine_validation.csv,material_identity_soft / pessimistic,mean_common_reported_fraction,0.4505573809146881,0.4857780933380127,0.035220712423324585
api_nanomine_validation.csv,experimental_protocol / optimistic,paper_mrr,0.9622211122211122,0.961843711843712,-0.0003774003774001944
api_nanomine_validation.csv,experimental_protocol / optimistic,mean_uncertainty_width,0.08936511725187302,0.10617861896753311,0.016813501715660095
api_nanomine_validation.csv,experimental_protocol / optimistic,mean_common_reported_fraction,0.6265066266059875,0.626382052898407,-0.0001245737075805664
api_nanomine_validation.csv,experimental_protocol / reported,mean_uncertainty_width,0.08936511725187302,0.10617861896753311,0.016813501715660095
api_nanomine_validation.csv,experimental_protocol / reported,mean_common_reported_fraction,0.6265066266059875,0.626382052898407,-0.0001245737075805664
api_nanomine_validation.csv,experimental_protocol / pessimistic,mean_uncertainty_width,0.08936511725187302,0.10617861896753311,0.016813501715660095
api_nanomine_validation.csv,experimental_protocol / pessimistic,mean_common_reported_fraction,0.6265066266059875,0.626382052898407,-0.0001245737075805664
api_nanomine_validation.csv,balanced_instance / optimistic,paper_ari,0.5599665155583691,0.5205677130090075,-0.03939880254936157
api_nanomine_validation.csv,balanced_instance / optimistic,mean_uncertainty_width,0.30198562145233154,0.29478296637535095,-0.007202655076980591
api_nanomine_validation.csv,balanced_instance / optimistic,mean_common_reported_fraction,0.571735143661499,0.5863551497459412,0.014620006084442139
api_nanomine_validation.csv,balanced_instance / reported,paper_ari,0.5784078532510962,0.5861071185945056,0.007699265343409367
api_nanomine_validation.csv,balanced_instance / reported,mean_uncertainty_width,0.30198562145233154,0.29478296637535095,-0.007202655076980591
api_nanomine_validation.csv,balanced_instance / reported,mean_common_reported_fraction,0.571735143661499,0.5863551497459412,0.014620006084442139
api_nanomine_validation.csv,balanced_instance / pessimistic,paper_ari,0.5105809345456497,0.47212000146128297,-0.03846093308436671
api_nanomine_validation.csv,balanced_instance / pessimistic,paper_mrr,0.9950049950049951,0.9956043956043955,0.0005994005994004459
api_nanomine_validation.csv,balanced_instance / pessimistic,mean_uncertainty_width,0.30198562145233154,0.29478296637535095,-0.007202655076980591
api_nanomine_validation.csv,balanced_instance / pessimistic,mean_common_reported_fraction,0.571735143661499,0.5863551497459412,0.014620006084442139
representative_pair_views.csv,experimental_protocol,optimistic,0.10032967032967033,0.1032142857142857,0.0028846153846153744
representative_pair_views.csv,experimental_protocol,reported,0.10032967032967033,0.1032142857142857,0.0028846153846153744
representative_pair_views.csv,experimental_protocol,pessimistic,0.10032967032967033,0.1032142857142857,0.0028846153846153744
representative_pair_views.csv,experimental_protocol,common_reported_fraction,0.9653846153846154,0.9624999999999999,-0.0028846153846154854
representative_pair_views.csv,experimental_protocol,structural_difference_fraction,0.03461538461538462,0.0375,0.0028846153846153813
representative_pair_views.csv,experimental_protocol,excluded_weight,0.0,0.45,0.45
representative_pair_views.csv,balanced_instance,rank_right_to_left,8.0,6.0,-2.0
representative_pair_views.csv,balanced_instance,optimistic,0.05681318681318681,0.05809523809523809,0.0012820512820512775
representative_pair_views.csv,balanced_instance,reported,0.07101648351648351,0.07261904761904761,0.0016025641025640969
representative_pair_views.csv,balanced_instance,pessimistic,0.2568131868131868,0.2580952380952381,0.0012820512820512775
representative_pair_views.csv,balanced_instance,common_reported_fraction,0.7846153846153846,0.7833333333333333,-0.0012820512820512775
representative_pair_views.csv,balanced_instance,structural_difference_fraction,0.015384615384615385,0.016666666666666666,0.001282051282051281
representative_pair_views.csv,balanced_instance,excluded_weight,0.45,0.65,0.2
nanomine_material_system_separation.csv,material_identity,ari_vs_exact_material_system,0.6645628500027362,0.5980344393112138,-0.06652841069152238
nanomine_material_system_separation.csv,material_identity,nmi_vs_exact_material_system,0.8310046176870586,0.7928528978733083,-0.03815171981375032
nanomine_material_system_separation.csv,material_identity,silhouette_exact_material_system,0.5453413724899292,0.6382692456245422,0.09292787313461304
nanomine_material_system_separation.csv,material_identity,knn5_material_system_agreement,0.9805555555555555,0.975,-0.005555555555555536
nanomine_material_system_separation.csv,material_identity,cross_paper_knn5_material_system_agreement,0.8972222222222223,0.9472222222222222,0.04999999999999993
nanomine_material_system_separation.csv,material_identity,mean_within_system_distance,0.14173883199691772,0.138814777135849,-0.0029240548610687256
nanomine_material_system_separation.csv,material_identity,mean_between_system_distance,0.4602360427379608,0.545050323009491,0.08481428027153015
nanomine_material_system_separation.csv,material_identity,between_within_distance_ratio,3.247070942054674,3.9264575015388,0.6793865594841257
nanomine_material_system_separation.csv,material_identity,pcoa_two_axis_positive_inertia_fraction,0.6041061896875815,0.633820315786714,0.0297141260991326
nanomine_material_system_separation.csv,material_identity,pcoa_negative_inertia_fraction,0.1806873337011453,0.1757046963927307,-0.004982637308414584
nanomine_material_system_separation.csv,material_identity,mean_uncertainty_width,0.49514439702033997,0.44882628321647644,-0.046318113803863525
nanomine_material_system_separation.csv,balanced_instance,ari_vs_exact_material_system,0.18644544808823726,0.2808794466403162,0.09443399855207896
nanomine_material_system_separation.csv,balanced_instance,nmi_vs_exact_material_system,0.4526484874505346,0.506494493863249,0.053846006412714364
nanomine_material_system_separation.csv,balanced_instance,silhouette_exact_material_system,0.2034643143415451,0.22813783586025238,0.024673521518707275
nanomine_material_system_separation.csv,balanced_instance,knn5_material_system_agreement,0.7055555555555556,0.725,0.019444444444444375
nanomine_material_system_separation.csv,balanced_instance,cross_paper_knn5_material_system_agreement,0.425,0.4444444444444444,0.01944444444444443
nanomine_material_system_separation.csv,balanced_instance,mean_within_system_distance,0.4241779148578644,0.421254962682724,-0.002922952175140381
nanomine_material_system_separation.csv,balanced_instance,mean_between_system_distance,0.6181750893592834,0.6393849849700928,0.021209895610809326
nanomine_material_system_separation.csv,balanced_instance,between_within_distance_ratio,1.4573485976195262,1.5178099764053283,0.060461378785802156
nanomine_material_system_separation.csv,balanced_instance,pcoa_two_axis_positive_inertia_fraction,0.3484498762026369,0.36729495350745867,0.018845077304821767
nanomine_material_system_separation.csv,balanced_instance,pcoa_negative_inertia_fraction,0.06326370715463585,0.07219253047009808,0.008928823315462228
nanomine_material_system_separation.csv,balanced_instance,mean_uncertainty_width,0.2849251329898834,0.26806965470314026,-0.016855478286743164
nanomine_process_method_separation.csv,method_blind_process,silhouette_process_method,0.001008884166367352,0.00044858554610982537,-0.0005602986202575266
nanomine_process_method_separation.csv,method_blind_process,knn5_process_method_agreement,0.48,0.49333333333333335,0.013333333333333364
nanomine_process_method_separation.csv,method_blind_process,cross_paper_knn5_process_method_agreement,0.42333333333333334,0.4266666666666667,0.003333333333333355
nanomine_process_method_separation.csv,method_blind_process,permutation_cross_paper_knn5_mean,0.32804999999999995,0.3282483333333333,0.0001983333333333559
