left,right,occurrence_settings,aligned_settings,fixed_scale_balanced,subset_scale_balanced,augmented_descriptors_balanced
l271-s15-sun-2004,l318-s3-patsidis-2014,0.8888888888888888,0.9020905923344948,0.6561593071063656,0.6530253015187627,0.6277017410788146
l191-s3-xie-2004,l146-s4-tao-2011,1.0,1.0,0.8500874257757752,0.8432556767267892,0.7516371743609335
l290-s24-si-2006,l209-s7-ash-2001,1.0,1.0,0.9042171819308509,0.8932907487107983,0.8620031020712462
l385-s3-bailey-2019,l260-s2-haggenmueller-2006,1.0,1.0,0.8276249815112499,0.8154922864787085,0.7472064755111286
e410-s2-prasad-2021,l120-s2-murugaraj-2005,0.8768691927990709,0.8768691927990709,0.7605573694633975,0.7484866727839325,0.7294502022527716
l182-s7-hoepfner-2017,l179-s5-ramanathan-2007,0.7479239256678282,0.8819541231126597,0.5778416297836805,0.5760859504735004,0.5390063155745118
l261-s2-wang-2016,l120-s11-murugaraj-2005,1.0,1.0,0.9450211663336663,0.9272288400353403,0.82983868063312
l324-s5-zhu-2017,l294-s4-sarwar-2007,0.9097222222222222,0.8984375,0.6476622444044807,0.6453966064463423,0.6103061151072742
l313-s2-huang-2014,l316-s3-chandrasekaran-2013,1.0,1.0,0.7260246286896033,0.7258346354148962,0.703922533063554
l378-s1-sotta-2017,l396-s6-ghosh-2013,1.0,1.0,0.8691844553913519,0.8691844553913519,0.7556155418128304
l146-s4-tao-2011,l276-s3-huang-2009,1.0,1.0,0.9996686026379531,0.9943791648911715,0.9212701126104278
l324-s5-zhu-2017,l396-s4-ghosh-2013,1.0,1.0,0.8450248494544123,0.8359200432932152,0.7884938254431523
l196-s4-petersson-2006,l316-s10-chandrasekaran-2013,0.73340281234445,0.9279249954153678,0.5847939271740046,0.5792041873503998,0.5362582344724234
l177-s2-yang-2013,l276-s4-huang-2009,1.0,1.0,0.8358316676188444,0.8350543428816377,0.8041918700091466
l383-s1-sadeghi-2017,e410-s2-prasad-2021,1.0,1.0,0.6926406926406926,0.6926406926406926,0.6239471759984827
l274-s3-goh-2003,l287-s3-jang-2008,0.9765625,0.910724655715945,0.7659478228679618,0.7638247126252085,0.7251711209831242
l111-s4-singha-2009,l266-s8-kalaitzidou-2007,1.0,0.9583914053426249,0.6851104711224261,0.6835189701898842,0.6875131898415223
l379-s8-liu-2017,l132-s4-holt-2014,0.9300647088103534,1.0,0.7095065361645092,0.7095073182596064,0.5933248289958751
l324-s5-zhu-2017,l200-s4-schoch-2008,1.0,1.0,0.7487481704860199,0.7400681505958081,0.6891767095516615
l211-s17-ash-2004,l120-s2-murugaraj-2005,1.0,1.0,0.7093661992292302,0.6955991190081225,0.6558482027045656
l142-s2-gao-2014,l325-s5-manafi-2015,0.49851520430788726,0.558831412489949,0.4647957264705038,0.46025173184507634,0.43548789878014527
l180-s3-maillard-2012,e108-s10-huang-2016,0.9218641114982579,0.7784922394678492,0.5869173167454957,0.5839879172270442,0.5591557474053668
l385-s3-bailey-2019,l200-s4-schoch-2008,0.9250871080139372,0.9250871080139372,0.7506374448196993,0.7371913828636609,0.6702965068748895
l240-s6-hong-2005,l118-s1-fidelus-2005,1.0,1.0,0.7781250000000001,0.7781250000000001,0.6333390835720774
l225-s8-ma-2007,l413-s3-botta-2018,1.0,1.0,1.0,1.0,0.8497549961568025
l191-s3-xie-2004,l259-s3-chen-2017,0.7668608449477352,0.7668608449477352,0.4412824155312884,0.43590250069560554,0.39160130224204737
l121-s8-nelson-2005,l379-s8-liu-2017,0.9605978260869565,1.0,0.7846276232825146,0.7846276232825146,0.637658071888482
l177-s2-yang-2013,l285-s3-pham-2012,1.0,1.0,0.8260707793068192,0.8243775181442803,0.7854568993456197
e116-s21-prasad-2018,l146-s3-tao-2011,1.0,1.0,0.8593536374738997,0.8506691107409028,0.8023053095725416
l221-s8-dai-2008,l278-s2-choi-2001,0.724157955865273,0.718931475029036,0.45873619491960543,0.45401005389986404,0.42308218447714707
l386-s54-jimenez-2019,l211-s15-ash-2004,0.8773342225609756,0.8773342225609756,0.7036118170028984,0.6913007388422854,0.6400025965667
l142-s2-gao-2014,l132-s4-holt-2014,0.8128316805146074,0.7343004556419191,0.5374370991619387,0.5344968759618985,0.5248061584170081
l375-s4-rishi-2018,l132-s4-holt-2014,0.8655052264808363,0.8655052264808363,0.7937941275176306,0.7769168170126994,0.7039196576308054
l279-s1-motaung-2012,l120-s2-murugaraj-2005,1.0,1.0,0.9461206896551724,0.9461206896551724,0.8337335158149386
l200-s4-schoch-2008,e410-s2-prasad-2021,1.0,1.0,0.7180883071820123,0.7165907614980599,0.6881984149687194
l304-s3-stockelhuber-2011,l297-s1-shen-2004,1.0,1.0,0.7844551282051282,0.7844551282051282,0.6366667136988043
l209-s7-ash-2001,l287-s3-jang-2008,1.0,0.9845383275261324,0.5813538832873472,0.5805768811913615,0.5989149375565909
l308-s3-demetrio-2013,l294-s6-sarwar-2007,1.0,0.9146341463414634,0.7714614197512978,0.748945641341103,0.7133818559245186
l297-s2-shen-2004,e408-s24-prasad-2021,0.8497182600174216,1.0,0.62177472886999,0.6183095925597236,0.5893985174824292
l308-s4-demetrio-2013,l120-s11-murugaraj-2005,1.0,1.0,0.7153560007671286,0.6973011963626422,0.6649111150714256
l287-s4-jang-2008,l392-s1-wang-2020,0.8185911559745849,0.7592249806426635,0.7836896476726016,0.783714981419672,0.6856051674847922
l379-s8-liu-2017,e408-s24-prasad-2021,0.9523809523809523,1.0,0.8658794162826422,0.8658794162826422,0.7684659007052141
l396-s6-ghosh-2013,l209-s12-ash-2001,1.0,1.0,0.7449786788206259,0.736645489840865,0.698685651109043
l275-s1-zhou-2006,l120-s11-murugaraj-2005,1.0,1.0,1.0,1.0,0.8617649884704073
l212-s5-ghanbari-2012,l276-s3-huang-2009,0.7066351654528144,0.7066351654528144,0.5533634447042476,0.5502990435717617,0.5033816563916583
l324-s5-zhu-2017,l260-s5-haggenmueller-2006,1.0,1.0,0.7738710574238824,0.7669518834112302,0.7288108047559305
l179-s5-ramanathan-2007,l278-s2-choi-2001,0.7641455086205543,0.6078955086205543,0.5002601056632786,0.5167855968185815,0.47895915783368054
l324-s5-zhu-2017,l287-s2-jang-2008,0.9079861111111112,0.9079861111111112,0.7443086149240128,0.735953780061722,0.6940279171899518
l259-s2-chen-2017,l377-s4-wanasekara-2017,1.0,1.0,0.910752260614674,0.887161515223415,0.8183189048976903
l191-s3-xie-2004,l118-s1-fidelus-2005,1.0,1.0,0.8753450682382133,0.8753450682382133,0.7338346042594558
l196-s4-petersson-2006,e410-s2-prasad-2021,1.0,1.0,0.7821301462032711,0.7775691459912385,0.7500902963333447
l313-s2-huang-2014,l276-s4-huang-2009,0.8979648400380107,0.8295454545454546,0.6952240780298072,0.6947849290184024,0.6510123423197806
l413-s3-botta-2018,l318-s4-patsidis-2014,1.0,1.0,0.8749999999999999,0.8749999999999999,0.7247549961568025
l282-s3-cui-2008,l289-s1-motaung-2012,0.9419963107194097,1.0,0.6000824110131858,0.6000828403987294,0.6000824110131858
l209-s12-ash-2001,l285-s3-pham-2012,1.0,1.0,0.671561593285876,0.6625969541860275,0.6723295232811205
l413-s3-botta-2018,l278-s2-choi-2001,0.9461805555555556,1.0,0.8988715277777778,0.8988715277777778,0.7692360953404143
l314-s4-diezpascual-2011,l316-s5-chandrasekaran-2013,0.9578977932636469,0.9578977932636469,0.718562906743217,0.7164758667903063,0.7046111828003983
l200-s4-schoch-2008,l217-s6-ash-2002,0.7854420731707317,0.7854420731707317,0.5269720059533974,0.5222500919753507,0.5215252688329205
l313-s2-huang-2014,l258-s4-du-2004,1.0,1.0,0.8191710716186343,0.8188860817065737,0.7914270631305681
l388-s1-benes-2018,l285-s3-pham-2012,1.0,1.0,0.9910714285714286,0.9910714285714286,0.8359132460544835
l111-s4-singha-2009,l271-s15-sun-2004,1.0,0.9542060726729718,0.7402550940651836,0.7387387907876558,0.7397472581188717
l180-s3-maillard-2012,l260-s5-haggenmueller-2006,0.9498257839721255,1.0,0.8243929686624024,0.8218166325690038,0.7831187571686488
l276-s3-huang-2009,l259-s3-chen-2017,1.0,1.0,0.8445455411238207,0.8444914497190426,0.805171458506184
l121-s8-nelson-2005,e108-s10-huang-2016,0.721875,0.8772321428571429,0.6096354166666667,0.6096354166666667,0.5176190135821638
l171-s15-rittigstein-2006,l259-s2-chen-2017,0.9411764705882353,0.9435975609756098,0.8537328812270251,0.8338716960205681,0.8056281362839623
l154-s3-eitan-2005,l316-s3-chandrasekaran-2013,0.9257571696596086,1.0,0.7628883712648632,0.7573491956011105,0.7121384305920553
e116-s21-prasad-2018,l289-s1-motaung-2012,1.0,1.0,0.5816532258064516,0.5816532258064516,0.5832909520310341
l382-s1-huang-2019,l137-s8-yang-2014,0.9549941927990709,0.8590190297507371,0.7489648216419938,0.7489848954161555,0.6514594965845869
l196-s4-petersson-2006,l276-s4-huang-2009,1.0,1.0,0.8226083839298731,0.8169607653972601,0.7809267497268679
l320-s2-wang-2014,l111-s4-singha-2009,0.9672473867595819,0.9340301974448316,0.6860744506631873,0.6835384270781472,0.7360619149653108
l282-s2-cui-2008,l259-s3-chen-2017,0.7958950348432056,0.7958950348432056,0.5330731567130205,0.5312238138091896,0.4897203690017085
l382-s1-huang-2019,l236-s9-fukushima-2012,0.9499651567944252,0.9496864111498258,0.847085691475646,0.8471118603775984,0.7238683083026857
l174-s6-ramanathan-2008,l285-s3-pham-2012,1.0,1.0,0.7712727401278402,0.7704253425634481,0.747487313540278
l110-s7-singha-2008,l308-s3-demetrio-2013,1.0,1.0,0.7613840690150028,0.7603851643658779,0.724583848811863
l229-s2-bao-2011,l297-s2-shen-2004,0.9669117647058824,0.8138066202090593,0.5994047754907017,0.5938895962520724,0.5573203151873385
l383-s1-sadeghi-2017,l413-s3-botta-2018,1.0,1.0,0.8338815789473684,0.8338815789473684,0.727669861516169
l211-s15-ash-2004,l111-s4-singha-2009,1.0,0.9945462808665353,0.7300927032307469,0.7293718279916912,0.6982712178434481
l140-s9-gao-2012,l255-s9-logakis-2009,1.0,1.0,0.7940972222222222,0.7755813277360605,0.7027012211533734
l320-s2-wang-2014,l142-s2-gao-2014,0.7199235385210995,0.9189955962059622,0.5947296223952756,0.5893350239210154,0.56756553201251
l254-s7-castillo-2011,l287-s3-jang-2008,0.9095070230836237,0.8508826091412175,0.6712703393637511,0.6704962125365869,0.6551682231238429
l242-s4-narayanan-2006,l267-s3-kim-2006,1.0,1.0,0.5997827228624093,0.598964344673579,0.5851758808787618
e116-s21-prasad-2018,l142-s2-gao-2014,1.0,0.8666666666666667,0.7318157346639298,0.7282932309238851,0.6754936061474143
l238-s3-zhao-2008,l275-s1-zhou-2006,0.6601196060037524,0.7007295296167247,0.45785704953900425,0.45787670218503645,0.45785704953900425
l313-s2-huang-2014,l177-s2-yang-2013,1.0,1.0,0.8028912135273799,0.8026774924675779,0.7836525070791729
l211-s15-ash-2004,l278-s1-choi-2001,0.9920634920634921,0.9414828993214744,0.5128968253968254,0.5129217655404806,0.5128968253968254
l191-s2-xie-2004,l260-s2-haggenmueller-2006,1.0,1.0,0.5710983688358687,0.5705761410462669,0.5444008799545821
l211-s15-ash-2004,l260-s5-haggenmueller-2006,0.9843205574912892,0.9843205574912892,0.6514329329657316,0.6493322492552845,0.6348375819744632
l274-s3-goh-2003,l261-s2-wang-2016,0.8674324912891986,0.9327367754197021,0.6396310131541566,0.6383866778866906,0.598453893711698
l261-s2-wang-2016,l297-s1-shen-2004,0.9739583333333334,0.970108695652174,0.9004701028138529,0.9004701028138529,0.7469496465214903
l383-s1-sadeghi-2017,l297-s1-shen-2004,1.0,1.0,0.8822427572427572,0.8822427572427572,0.7689412176345304
l383-s1-sadeghi-2017,l179-s5-ramanathan-2007,0.9339372822299652,1.0,0.8687089749353716,0.8687092912493884,0.7691726542230323
l413-s3-botta-2018,l261-s2-wang-2016,1.0,1.0,0.9879032258064515,0.9879032258064515,0.8376582219632541
l310-s5-chatterjee-2007,l397-s1-tuncer-2007,0.9464681659803612,0.7671840354767184,0.8868245071793113,0.8868440832565927,0.7342900048905193
l259-s2-chen-2017,l316-s10-chandrasekaran-2013,0.6054174484052532,0.6423210935406056,0.4742473810309292,0.47320889998237387,0.4505306935988657
l242-s4-narayanan-2006,l377-s4-wanasekara-2017,1.0,1.0,0.7046099501306632,0.6813314524622088,0.6315422225942711
l383-s1-sadeghi-2017,l314-s4-diezpascual-2011,0.8898954703832752,0.8922183507549362,0.8220888051139821,0.8220893323040107,0.7221491442596403
