left,right,occurrence_settings,aligned_settings,fixed_scale_balanced,subset_scale_balanced,augmented_descriptors_balanced
l320-s2-wang-2014,l258-s4-du-2004,0.9285714285714286,1.0,0.5552249519755866,0.5518922735494721,0.5050039500465843
l282-s3-cui-2008,l316-s5-chandrasekaran-2013,0.9506046320967412,0.9506046320967412,0.7490961832279863,0.7446262794169225,0.6910815954188724
l180-s3-maillard-2012,l252-s3-ameli-2014,1.0,1.0,0.8006325558518537,0.7960785505458612,0.7502383760503136
l242-s4-narayanan-2006,l306-s2-jiang-2008,1.0,1.0,0.7036411510574672,0.7028890877226216,0.6717760778954668
l275-s1-zhou-2006,l285-s3-pham-2012,1.0,1.0,1.0,1.0,0.844841817483055
e116-s21-prasad-2018,l413-s3-botta-2018,0.7660810039265341,0.8483781372704192,0.7766456990103073,0.7772035329376932,0.6453725403483612
l142-s2-gao-2014,l396-s4-ghosh-2013,0.9595588235294118,1.0,0.8794326475131994,0.8756112550067958,0.8199349802690326
l225-s1-ma-2007,l274-s3-goh-2003,0.4979529616724738,0.4979529616724738,0.5236359676908456,0.5236414423565261,0.4105455127960096
l261-s2-wang-2016,l146-s3-tao-2011,1.0,1.0,0.7599973149956508,0.7501694650472569,0.7740479320848915
l154-s3-eitan-2005,l221-s4-dai-2008,0.8713968957871397,0.8713968957871397,0.6953733350025383,0.6953543727315094,0.6494621340840565
l212-s5-ghanbari-2012,l308-s3-demetrio-2013,1.0,1.0,0.8499284995850259,0.8460970347696628,0.8301779171062496
e116-s21-prasad-2018,l238-s3-zhao-2008,0.9616724738675958,1.0,0.6748553067832749,0.6661562514155631,0.6162571102742986
l310-s5-chatterjee-2007,l282-s3-cui-2008,0.8981804103755322,0.9527680991095626,0.7445787449244997,0.7410853726654463,0.7198575630768476
l324-s5-zhu-2017,l154-s3-eitan-2005,0.8374210583623694,1.0,0.675070792462105,0.6715911057852537,0.625317034167714
l385-s3-bailey-2019,l279-s1-motaung-2012,1.0,0.9997319753417314,0.8859801488833747,0.8859801488833747,0.759412746902829
l209-s7-ash-2001,l308-s3-demetrio-2013,1.0,1.0,0.6776065704111991,0.6775906678009466,0.6441607675133472
l267-s3-kim-2006,l236-s9-fukushima-2012,0.9199767711962834,0.9197444831591173,0.8028855533092923,0.7926855915539746,0.751368737672238
l242-s4-narayanan-2006,l102-s8-hu-2007,1.0,1.0,0.8222468712914014,0.8222468712914014,0.7204517269335386
l208-s5-li-2012,l304-s3-stockelhuber-2011,0.8388320267131243,0.8388320267131243,0.6490789574944286,0.6318120587429128,0.565315280852474
l140-s9-gao-2012,l285-s1-pham-2012,0.8711890243902439,0.8138973577235773,0.8886305894308943,0.8886667830540037,0.7334724069139493
l174-s6-ramanathan-2008,l396-s6-ghosh-2013,1.0,1.0,0.7623024331447118,0.7616979835842513,0.7237308645040798
l240-s6-hong-2005,l177-s2-yang-2013,1.0,1.0,0.7686429797119663,0.7686429797119663,0.7366882906438633
l203-s17-ma-2009,l120-s11-murugaraj-2005,0.8861498257839722,0.8861498257839722,0.8525222676769575,0.8346632961905706,0.7650752502266746
l179-s5-ramanathan-2007,l377-s4-wanasekara-2017,1.0,1.0,0.7374073768668155,0.7148891377431011,0.6479150961180065
l325-s5-manafi-2015,l267-s3-kim-2006,0.8493701420530689,0.8488340927365317,0.5356137389075457,0.535591317325396,0.4951856585239514
l146-s4-tao-2011,l306-s2-jiang-2008,1.0,1.0,0.8493704733690904,0.8442272197673947,0.7485333482096898
