record_id,paper_group,method_id,process_method,display_label,view,cluster,pcoa1,pcoa2
l316-s5-chandrasekaran-2013,article:l316,M2,Melt Mixing,Melt mixing,method_aware_process,3,-0.2518475254166305,0.07674935327318355
e108-s10-huang-2016,article:e108,M1,Solution Processing,Solution processing,method_aware_process,1,0.0036818532761384018,-0.20789089335735392
l212-s5-ghanbari-2012,article:l212,M2,Melt Mixing,Melt mixing,method_aware_process,3,-0.30036376679712534,0.22356881239611515
l324-s6-zhu-2017,article:l324,M2,Melt Mixing,Melt mixing,method_aware_process,3,-0.2765864558617727,0.18924161019606858
l316-s10-chandrasekaran-2013,article:l316,M1,Solution Processing,Solution processing,method_aware_process,1,0.04831536063953418,-0.3365717380912339
l388-s1-benes-2018,article:l388,M1,Solution Processing,Solution processing,method_aware_process,1,0.05406095143335583,-0.3743667883838252
l318-s4-patsidis-2014,article:l318,M2,Melt Mixing,Melt mixing,method_aware_process,3,-0.25146008005905174,0.07679697936059048
l285-s3-pham-2012,article:l285,M3,In-Situ Polymerization,In-situ polymerization,method_aware_process,2,0.2813668012417603,0.37997650818917195
l285-s1-pham-2012,article:l285,M3,In-Situ Polymerization,In-situ polymerization,method_aware_process,2,0.2813668012417602,0.37997650818917184
l276-s3-huang-2009,article:l276,M2,Melt Mixing,Melt mixing,method_aware_process,3,-0.29106142218773084,0.16284954296063614
l255-s9-logakis-2009,article:l255,M2,Melt Mixing,Melt mixing,method_aware_process,3,-0.39338431505036764,0.07434810082375817
l260-s2-haggenmueller-2006,article:l260,M3,In-Situ Polymerization,In-situ polymerization,method_aware_process,2,0.29324601990397536,0.13661379725837833
l287-s2-jang-2008,article:l287,M3,In-Situ Polymerization,In-situ polymerization,method_aware_process,2,0.3891614700010026,0.09626807022811877
l282-s2-cui-2008,article:l282,M3,In-Situ Polymerization,In-situ polymerization,method_aware_process,2,0.29508052263007745,0.120017686504705
l308-s3-demetrio-2013,article:l308,M3,In-Situ Polymerization,In-situ polymerization,method_aware_process,2,0.3001959227760823,0.13536381134492526
l259-s3-chen-2017,article:l259,M3,In-Situ Polymerization,In-situ polymerization,method_aware_process,2,0.26864837263826713,0.2019208892078167
l260-s5-haggenmueller-2006,article:l260,M3,In-Situ Polymerization,In-situ polymerization,method_aware_process,2,0.2932460199039754,0.13661379725837827
l392-s1-wang-2020,article:l392,M1,Solution Processing,Solution processing,method_aware_process,1,0.09510190946062237,-0.3738363156008998
e410-s2-prasad-2021,article:e410,M2,Melt Mixing,Melt mixing,method_aware_process,3,-0.3145762338024101,0.08455916842359407
l276-s4-huang-2009,article:l276,M2,Melt Mixing,Melt mixing,method_aware_process,3,-0.29106142218773084,0.16284954296063617
l289-s1-motaung-2012,article:l289,M2,Melt Mixing,Melt mixing,method_aware_process,3,-0.3764566711740693,0.23596680181700136
l294-s6-sarwar-2007,article:l294,M3,In-Situ Polymerization,In-situ polymerization,method_aware_process,2,0.34474554701021315,0.11652921472490815
e139-s6-hassinger-2016,article:e139,M1,Solution Processing,Solution processing,method_aware_process,3,-0.04198792618151685,-0.3320501050534488
l306-s2-jiang-2008,article:l306,M3,In-Situ Polymerization,In-situ polymerization,method_aware_process,2,0.14671629409341316,0.28115206363274087
e408-s24-prasad-2021,article:e408,M2,Melt Mixing,Melt mixing,method_aware_process,3,-0.3153626684834521,0.08528283630468912
l236-s9-fukushima-2012,article:l236,M2,Melt Mixing,Melt mixing,method_aware_process,3,-0.3254783202385045,0.22316691529025057
l306-s3-jiang-2008,article:l306,M3,In-Situ Polymerization,In-situ polymerization,method_aware_process,2,0.14671629409341316,0.2811520636327409
l120-s2-murugaraj-2005,article:l120,M3,In-Situ Polymerization,In-situ polymerization,method_aware_process,2,0.41825218161408134,0.17747360465863893
