sample_id,article_group,mask_fraction,replicate,reported_setting_count,masked_keys
l217-s6-ash-2002,article:l217,0.5,1,13,"[""drying evaporation#0:pressure"", ""heating#0:temperature"", ""heating#1:time"", ""mixing#0:mixer"", ""mixing#0:mixing method"", ""mixing#1:mixing method"", ""mixing#1:temperature""]"
l217-s6-ash-2002,article:l217,0.5,2,13,"[""drying evaporation#0:pressure"", ""drying evaporation#0:temperature"", ""drying evaporation#0:time"", ""heating#0:temperature"", ""heating#1:temperature"", ""mixing#0:time"", ""mixing#1:time""]"
l217-s6-ash-2002,article:l217,0.75,0,13,"[""drying evaporation#0:pressure"", ""drying evaporation#0:temperature"", ""drying evaporation#0:time"", ""heating#1:temperature"", ""heating#1:time"", ""mixing#0:mixer"", ""mixing#0:time"", ""mixing#1:mixing method"", ""mixing#1:temperature"", ""mixing#1:time""]"
l217-s6-ash-2002,article:l217,0.75,1,13,"[""drying evaporation#0:pressure"", ""drying evaporation#0:time"", ""heating#0:temperature"", ""heating#1:temperature"", ""heating#1:time"", ""mixing#0:mixing method"", ""mixing#0:time"", ""mixing#1:mixer"", ""mixing#1:mixing method"", ""mixing#1:time""]"
l217-s6-ash-2002,article:l217,0.75,2,13,"[""drying evaporation#0:pressure"", ""drying evaporation#0:temperature"", ""drying evaporation#0:time"", ""heating#0:temperature"", ""heating#1:temperature"", ""heating#1:time"", ""mixing#0:time"", ""mixing#1:mixer"", ""mixing#1:mixing method"", ""mixing#1:temperature""]"
l316-s5-chandrasekaran-2013,article:l316,0.25,0,8,"[""heating#1:temperature"", ""heating#2:temperature""]"
l316-s5-chandrasekaran-2013,article:l316,0.25,1,8,"[""heating#2:temperature"", ""mixing#0:mixing method""]"
l316-s5-chandrasekaran-2013,article:l316,0.25,2,8,"[""heating#0:temperature"", ""heating#1:time""]"
l316-s5-chandrasekaran-2013,article:l316,0.5,0,8,"[""heating#0:temperature"", ""heating#2:temperature"", ""heating#2:time"", ""mixing#0:mixer""]"
l316-s5-chandrasekaran-2013,article:l316,0.5,1,8,"[""heating#0:temperature"", ""heating#2:temperature"", ""mixing#0:mixer"", ""mixing#0:mixing method""]"
l316-s5-chandrasekaran-2013,article:l316,0.5,2,8,"[""heating#1:time"", ""heating#2:temperature"", ""heating#2:time"", ""mixing#0:mixer""]"
l316-s5-chandrasekaran-2013,article:l316,0.75,0,8,"[""heating#1:temperature"", ""heating#1:time"", ""heating#2:temperature"", ""heating#2:time"", ""mixing#0:mixer"", ""mixing#0:mixing method""]"
l316-s5-chandrasekaran-2013,article:l316,0.75,1,8,"[""heating#1:temperature"", ""heating#1:time"", ""heating#2:temperature"", ""mixing#0:mixer"", ""mixing#0:mixing method"", ""mixing#1:time""]"
l316-s5-chandrasekaran-2013,article:l316,0.75,2,8,"[""heating#1:time"", ""heating#2:temperature"", ""heating#2:time"", ""mixing#0:mixer"", ""mixing#0:mixing method"", ""mixing#1:time""]"
e108-s10-huang-2016,article:e108,0.25,0,9,"[""drying evaporation#0:ambient condition"", ""mixing#1:mixing method"", ""molding#0:time""]"
e108-s10-huang-2016,article:e108,0.25,1,9,"[""drying evaporation#0:ambient condition"", ""molding#0:temperature"", ""molding#0:time""]"
e108-s10-huang-2016,article:e108,0.25,2,9,"[""drying evaporation#0:ambient condition"", ""drying evaporation#1:ambient condition"", ""drying evaporation#1:temperature""]"
e108-s10-huang-2016,article:e108,0.5,0,9,"[""drying evaporation#0:ambient condition"", ""drying evaporation#1:ambient condition"", ""drying evaporation#1:temperature"", ""mixing#1:mixing method"", ""molding#0:temperature""]"
e108-s10-huang-2016,article:e108,0.5,1,9,"[""mixing#1:mixing method"", ""mixing#1:rotational frequency"", ""molding#0:ambient condition"", ""molding#0:temperature"", ""molding#0:time""]"
e108-s10-huang-2016,article:e108,0.5,2,9,"[""drying evaporation#1:ambient condition"", ""mixing#1:mixing method"", ""mixing#1:rotational frequency"", ""molding#0:ambient condition"", ""molding#0:temperature""]"
e108-s10-huang-2016,article:e108,0.75,0,9,"[""drying evaporation#0:ambient condition"", ""drying evaporation#1:ambient condition"", ""drying evaporation#1:temperature"", ""mixing#1:mixing method"", ""mixing#1:rotational frequency"", ""mixing#1:time"", ""molding#0:time""]"
e108-s10-huang-2016,article:e108,0.75,1,9,"[""drying evaporation#0:ambient condition"", ""drying evaporation#1:ambient condition"", ""mixing#1:mixing method"", ""mixing#1:rotational frequency"", ""mixing#1:time"", ""molding#0:temperature"", ""molding#0:time""]"
e108-s10-huang-2016,article:e108,0.75,2,9,"[""drying evaporation#0:ambient condition"", ""drying evaporation#1:ambient condition"", ""mixing#1:mixing method"", ""mixing#1:rotational frequency"", ""mixing#1:time"", ""molding#0:ambient condition"", ""molding#0:time""]"
l212-s5-ghanbari-2012,article:l212,0.25,0,19,"[""drying evaporation#1:ambient condition"", ""drying evaporation#1:temperature"", ""extrusion#0:rotation speed"", ""extrusion#0:screw diameter length ratio"", ""molding#0:time""]"
l212-s5-ghanbari-2012,article:l212,0.25,1,19,"[""drying evaporation#1:time"", ""extrusion#0:equipment type"", ""extrusion#0:rotation mode"", ""molding#0:ambient condition"", ""molding#0:pressure""]"
l212-s5-ghanbari-2012,article:l212,0.25,2,19,"[""drying evaporation#0:time"", ""drying evaporation#1:ambient condition"", ""molding#0:pressure"", ""molding#0:temperature"", ""molding#0:time""]"
l212-s5-ghanbari-2012,article:l212,0.5,0,19,"[""cooling#1:time"", ""drying evaporation#0:temperature"", ""drying evaporation#0:time"", ""drying evaporation#1:time"", ""drying evaporation#2:temperature"", ""extrusion#0:equipment type"", ""extrusion#0:rotation speed"", ""extrusion#0:screw diameter"", ""molding#0:temperature"", ""molding#0:time""]"
l212-s5-ghanbari-2012,article:l212,0.5,1,19,"[""cooling#1:time"", ""drying evaporation#1:ambient condition"", ""drying evaporation#2:temperature"", ""drying evaporation#2:time"", ""extrusion#0:extruder"", ""extrusion#0:extrusion temperature"", ""extrusion#0:screw diameter"", ""molding#0:ambient condition"", ""molding#0:temperature"", ""molding#0:time""]"
l212-s5-ghanbari-2012,article:l212,0.5,2,19,"[""drying evaporation#0:temperature"", ""drying evaporation#1:time"", ""extrusion#0:equipment type"", ""extrusion#0:extruder"", ""extrusion#0:extrusion temperature"", ""extrusion#0:screw diameter"", ""extrusion#0:screw diameter length ratio"", ""molding#0:ambient condition"", ""molding#0:pressure"", ""molding#0:time""]"
l212-s5-ghanbari-2012,article:l212,0.75,0,19,"[""cooling#1:time"", ""drying evaporation#0:time"", ""drying evaporation#1:temperature"", ""drying evaporation#1:time"", ""drying evaporation#2:temperature"", ""extrusion#0:equipment type"", ""extrusion#0:extruder"", ""extrusion#0:extrusion temperature"", ""extrusion#0:rotation mode"", ""extrusion#0:rotation speed"", ""extrusion#0:screw diameter"", ""molding#0:ambient condition"", ""molding#0:pressure"", ""molding#0:temperature"", ""molding#0:time""]"
l212-s5-ghanbari-2012,article:l212,0.75,1,19,"[""drying evaporation#0:temperature"", ""drying evaporation#0:time"", ""drying evaporation#1:ambient condition"", ""drying evaporation#1:temperature"", ""drying evaporation#1:time"", ""extrusion#0:equipment type"", ""extrusion#0:extruder"", ""extrusion#0:extrusion temperature"", ""extrusion#0:rotation speed"", ""extrusion#0:screw diameter"", ""extrusion#0:screw diameter length ratio"", ""molding#0:ambient condition"", ""molding#0:pressure"", ""molding#0:temperature"", ""molding#0:time""]"
l212-s5-ghanbari-2012,article:l212,0.75,2,19,"[""cooling#1:time"", ""drying evaporation#0:temperature"", ""drying evaporation#0:time"", ""drying evaporation#1:ambient condition"", ""drying evaporation#1:temperature"", ""drying evaporation#1:time"", ""extrusion#0:equipment type"", ""extrusion#0:extruder"", ""extrusion#0:extrusion temperature"", ""extrusion#0:rotation mode"", ""extrusion#0:screw diameter"", ""molding#0:ambient condition"", ""molding#0:pressure"", ""molding#0:temperature"", ""molding#0:time""]"
l324-s6-zhu-2017,article:l324,0.25,0,7,"[""molding#0:pressure"", ""molding#0:temperature""]"
l324-s6-zhu-2017,article:l324,0.25,1,7,"[""molding#0:temperature"", ""molding#0:time""]"
l324-s6-zhu-2017,article:l324,0.25,2,7,"[""drying evaporation#0:temperature"", ""mixing#1:mixer""]"
l324-s6-zhu-2017,article:l324,0.5,0,7,"[""drying evaporation#0:ambient condition"", ""drying evaporation#0:time"", ""molding#0:pressure"", ""molding#0:temperature""]"
l324-s6-zhu-2017,article:l324,0.5,1,7,"[""drying evaporation#0:time"", ""mixing#1:mixer"", ""molding#0:pressure"", ""molding#0:temperature""]"
l324-s6-zhu-2017,article:l324,0.5,2,7,"[""drying evaporation#0:ambient condition"", ""molding#0:pressure"", ""molding#0:temperature"", ""molding#0:time""]"
l324-s6-zhu-2017,article:l324,0.75,0,7,"[""drying evaporation#0:ambient condition"", ""drying evaporation#0:temperature"", ""mixing#1:mixer"", ""molding#0:pressure"", ""molding#0:temperature"", ""molding#0:time""]"
l324-s6-zhu-2017,article:l324,0.75,1,7,"[""drying evaporation#0:ambient condition"", ""drying evaporation#0:temperature"", ""drying evaporation#0:time"", ""mixing#1:mixer"", ""molding#0:pressure"", ""molding#0:temperature""]"
l324-s6-zhu-2017,article:l324,0.75,2,7,"[""drying evaporation#0:ambient condition"", ""drying evaporation#0:temperature"", ""drying evaporation#0:time"", ""mixing#1:mixer"", ""molding#0:pressure"", ""molding#0:time""]"
l316-s10-chandrasekaran-2013,article:l316,0.25,0,14,"[""heating#1:temperature"", ""heating#2:time"", ""mixing#0:time"", ""mixing#1:temperature""]"
l316-s10-chandrasekaran-2013,article:l316,0.25,1,14,"[""heating#0:time"", ""heating#3:temperature"", ""mixing#0:mixing method"", ""mixing#1:temperature""]"
l316-s10-chandrasekaran-2013,article:l316,0.25,2,14,"[""heating#1:temperature"", ""mixing#1:mixing method"", ""mixing#1:time"", ""mixing#2:time""]"
l316-s10-chandrasekaran-2013,article:l316,0.5,0,14,"[""heating#2:time"", ""heating#3:temperature"", ""heating#3:time"", ""mixing#0:mixing method"", ""mixing#1:mixing method"", ""mixing#1:time"", ""mixing#2:time""]"
l316-s10-chandrasekaran-2013,article:l316,0.5,1,14,"[""heating#0:temperature"", ""heating#0:time"", ""heating#2:temperature"", ""heating#2:time"", ""mixing#0:time"", ""mixing#1:mixing method"", ""mixing#1:rotational frequency""]"
l316-s10-chandrasekaran-2013,article:l316,0.5,2,14,"[""heating#1:temperature"", ""heating#2:temperature"", ""heating#3:time"", ""mixing#0:mixing method"", ""mixing#0:time"", ""mixing#1:mixing method"", ""mixing#1:time""]"
l316-s10-chandrasekaran-2013,article:l316,0.75,0,14,"[""heating#0:temperature"", ""heating#0:time"", ""heating#1:temperature"", ""heating#2:temperature"", ""heating#2:time"", ""heating#3:time"", ""mixing#0:mixing method"", ""mixing#0:time"", ""mixing#1:mixing method"", ""mixing#1:temperature"", ""mixing#1:time""]"
l316-s10-chandrasekaran-2013,article:l316,0.75,1,14,"[""heating#0:temperature"", ""heating#1:temperature"", ""heating#2:temperature"", ""heating#3:time"", ""mixing#0:mixing method"", ""mixing#0:time"", ""mixing#1:mixing method"", ""mixing#1:rotational frequency"", ""mixing#1:temperature"", ""mixing#1:time"", ""mixing#2:time""]"
l316-s10-chandrasekaran-2013,article:l316,0.75,2,14,"[""heating#0:time"", ""heating#1:temperature"", ""heating#2:temperature"", ""heating#3:temperature"", ""heating#3:time"", ""mixing#0:mixing method"", ""mixing#0:time"", ""mixing#1:rotational frequency"", ""mixing#1:temperature"", ""mixing#1:time"", ""mixing#2:time""]"
l388-s1-benes-2018,article:l388,0.25,0,9,"[""additive#1:additive"", ""heating#0:temperature"", ""heating#0:time""]"
l388-s1-benes-2018,article:l388,0.25,1,9,"[""curing#1:temperature"", ""curing#1:time"", ""heating#0:temperature""]"
l388-s1-benes-2018,article:l388,0.25,2,9,"[""additive#0:additive"", ""curing#1:temperature"", ""heating#0:temperature""]"
l388-s1-benes-2018,article:l388,0.5,0,9,"[""additive#1:additive"", ""curing#0:temperature"", ""curing#0:time"", ""curing#1:temperature"", ""curing#1:time""]"
l388-s1-benes-2018,article:l388,0.5,1,9,"[""curing#0:temperature"", ""curing#0:time"", ""heating#0:temperature"", ""heating#0:time"", ""mixing#0:mixing method""]"
l388-s1-benes-2018,article:l388,0.5,2,9,"[""curing#0:temperature"", ""curing#1:temperature"", ""heating#0:temperature"", ""heating#0:time"", ""mixing#0:mixing method""]"
l388-s1-benes-2018,article:l388,0.75,0,9,"[""additive#0:additive"", ""additive#1:additive"", ""curing#0:temperature"", ""curing#0:time"", ""curing#1:temperature"", ""curing#1:time"", ""heating#0:time""]"
l388-s1-benes-2018,article:l388,0.75,1,9,"[""additive#0:additive"", ""curing#0:temperature"", ""curing#0:time"", ""curing#1:temperature"", ""heating#0:temperature"", ""heating#0:time"", ""mixing#0:mixing method""]"
l388-s1-benes-2018,article:l388,0.75,2,9,"[""additive#0:additive"", ""additive#1:additive"", ""curing#0:temperature"", ""curing#0:time"", ""curing#1:time"", ""heating#0:temperature"", ""heating#0:time""]"
l318-s4-patsidis-2014,article:l318,0.25,0,11,"[""heating#0:time"", ""mixing#0:rotational frequency"", ""mixing#1:rotational frequency""]"
l318-s4-patsidis-2014,article:l318,0.25,1,11,"[""heating#0:temperature"", ""heating#1:temperature"", ""mixing#0:temperature""]"
l318-s4-patsidis-2014,article:l318,0.25,2,11,"[""heating#1:temperature"", ""mixing#0:time"", ""mixing#1:mixing method""]"
l318-s4-patsidis-2014,article:l318,0.5,0,11,"[""heating#0:temperature"", ""heating#1:temperature"", ""mixing#0:rotational frequency"", ""mixing#0:time"", ""mixing#1:mixing method"", ""mixing#1:time""]"
l318-s4-patsidis-2014,article:l318,0.5,1,11,"[""heating#0:temperature"", ""heating#1:time"", ""mixing#0:mixing method"", ""mixing#0:time"", ""mixing#1:mixing method"", ""mixing#1:time""]"
l318-s4-patsidis-2014,article:l318,0.5,2,11,"[""heating#0:time"", ""heating#1:time"", ""mixing#0:rotational frequency"", ""mixing#0:temperature"", ""mixing#1:mixing method"", ""mixing#1:rotational frequency""]"
l318-s4-patsidis-2014,article:l318,0.75,0,11,"[""heating#0:temperature"", ""heating#0:time"", ""heating#1:time"", ""mixing#0:mixing method"", ""mixing#0:rotational frequency"", ""mixing#0:temperature"", ""mixing#0:time"", ""mixing#1:rotational frequency"", ""mixing#1:time""]"
l318-s4-patsidis-2014,article:l318,0.75,1,11,"[""heating#0:time"", ""heating#1:temperature"", ""heating#1:time"", ""mixing#0:mixing method"", ""mixing#0:rotational frequency"", ""mixing#0:temperature"", ""mixing#1:mixing method"", ""mixing#1:rotational frequency"", ""mixing#1:time""]"
l318-s4-patsidis-2014,article:l318,0.75,2,11,"[""heating#0:time"", ""heating#1:temperature"", ""heating#1:time"", ""mixing#0:mixing method"", ""mixing#0:rotational frequency"", ""mixing#0:temperature"", ""mixing#0:time"", ""mixing#1:mixing method"", ""mixing#1:time""]"
l285-s3-pham-2012,article:l285,0.25,0,3,"[""molding#0:time""]"
l285-s3-pham-2012,article:l285,0.25,1,3,"[""molding#0:pressure""]"
l285-s3-pham-2012,article:l285,0.25,2,3,"[""molding#0:pressure""]"
l285-s3-pham-2012,article:l285,0.5,0,3,"[""molding#0:pressure"", ""molding#0:time""]"
l285-s3-pham-2012,article:l285,0.5,1,3,"[""molding#0:temperature"", ""molding#0:time""]"
l285-s3-pham-2012,article:l285,0.5,2,3,"[""molding#0:temperature"", ""molding#0:time""]"
l285-s3-pham-2012,article:l285,0.75,0,3,"[""molding#0:pressure"", ""molding#0:temperature"", ""molding#0:time""]"
l285-s3-pham-2012,article:l285,0.75,1,3,"[""molding#0:pressure"", ""molding#0:temperature"", ""molding#0:time""]"
l285-s3-pham-2012,article:l285,0.75,2,3,"[""molding#0:pressure"", ""molding#0:temperature"", ""molding#0:time""]"
l285-s1-pham-2012,article:l285,0.25,0,3,"[""molding#0:pressure""]"
l285-s1-pham-2012,article:l285,0.25,1,3,"[""molding#0:temperature""]"
l285-s1-pham-2012,article:l285,0.25,2,3,"[""molding#0:time""]"
l285-s1-pham-2012,article:l285,0.5,0,3,"[""molding#0:pressure"", ""molding#0:temperature""]"
l285-s1-pham-2012,article:l285,0.5,1,3,"[""molding#0:pressure"", ""molding#0:temperature""]"
l285-s1-pham-2012,article:l285,0.5,2,3,"[""molding#0:temperature"", ""molding#0:time""]"
l285-s1-pham-2012,article:l285,0.75,0,3,"[""molding#0:pressure"", ""molding#0:temperature"", ""molding#0:time""]"
l285-s1-pham-2012,article:l285,0.75,1,3,"[""molding#0:pressure"", ""molding#0:temperature"", ""molding#0:time""]"
l285-s1-pham-2012,article:l285,0.75,2,3,"[""molding#0:pressure"", ""molding#0:temperature"", ""molding#0:time""]"
l276-s3-huang-2009,article:l276,0.25,0,6,"[""extrusion#0:equipment type"", ""extrusion#0:rotation speed""]"
l276-s3-huang-2009,article:l276,0.25,1,6,"[""drying evaporation#0:time"", ""extrusion#0:rotation speed""]"
l276-s3-huang-2009,article:l276,0.25,2,6,"[""drying evaporation#0:time"", ""extrusion#0:extrusion temperature""]"
l276-s3-huang-2009,article:l276,0.5,0,6,"[""drying evaporation#0:time"", ""extrusion#0:extruder"", ""extrusion#0:extrusion temperature""]"
l276-s3-huang-2009,article:l276,0.5,1,6,"[""drying evaporation#0:temperature"", ""extrusion#0:equipment type"", ""extrusion#0:extrusion temperature""]"
l276-s3-huang-2009,article:l276,0.5,2,6,"[""drying evaporation#0:temperature"", ""drying evaporation#0:time"", ""extrusion#0:rotation speed""]"
l276-s3-huang-2009,article:l276,0.75,0,6,"[""drying evaporation#0:temperature"", ""drying evaporation#0:time"", ""extrusion#0:equipment type"", ""extrusion#0:extruder"", ""extrusion#0:rotation speed""]"
l276-s3-huang-2009,article:l276,0.75,1,6,"[""drying evaporation#0:temperature"", ""drying evaporation#0:time"", ""extrusion#0:equipment type"", ""extrusion#0:extrusion temperature"", ""extrusion#0:rotation speed""]"
l276-s3-huang-2009,article:l276,0.75,2,6,"[""drying evaporation#0:time"", ""extrusion#0:equipment type"", ""extrusion#0:extruder"", ""extrusion#0:extrusion temperature"", ""extrusion#0:rotation speed""]"
l255-s9-logakis-2009,article:l255,0.25,0,1,"[""mixing#0:mixing method""]"
l255-s9-logakis-2009,article:l255,0.25,1,1,"[""mixing#0:mixing method""]"
l255-s9-logakis-2009,article:l255,0.25,2,1,"[""mixing#0:mixing method""]"
l255-s9-logakis-2009,article:l255,0.5,0,1,"[""mixing#0:mixing method""]"
l255-s9-logakis-2009,article:l255,0.5,1,1,"[""mixing#0:mixing method""]"
l255-s9-logakis-2009,article:l255,0.5,2,1,"[""mixing#0:mixing method""]"
l255-s9-logakis-2009,article:l255,0.75,0,1,"[""mixing#0:mixing method""]"
l255-s9-logakis-2009,article:l255,0.75,1,1,"[""mixing#0:mixing method""]"
l255-s9-logakis-2009,article:l255,0.75,2,1,"[""mixing#0:mixing method""]"
l260-s2-haggenmueller-2006,article:l260,0.25,0,5,"[""mixing#0:mixing method"", ""mixing#1:mixing method""]"
l260-s2-haggenmueller-2006,article:l260,0.25,1,5,"[""mixing#0:mixer"", ""mixing#1:mixing method""]"
l260-s2-haggenmueller-2006,article:l260,0.25,2,5,"[""mixing#0:mixer"", ""mixing#0:mixing method""]"
l260-s2-haggenmueller-2006,article:l260,0.5,0,5,"[""mixing#0:mixer"", ""mixing#0:time"", ""mixing#1:mixing method""]"
l260-s2-haggenmueller-2006,article:l260,0.5,1,5,"[""mixing#0:mixer"", ""mixing#0:mixing method"", ""mixing#1:mixing method""]"
l260-s2-haggenmueller-2006,article:l260,0.5,2,5,"[""mixing#0:time"", ""mixing#1:mixing method"", ""solvent#0:solvent name""]"
l260-s2-haggenmueller-2006,article:l260,0.75,0,5,"[""mixing#0:mixer"", ""mixing#0:mixing method"", ""mixing#0:time"", ""solvent#0:solvent name""]"
l260-s2-haggenmueller-2006,article:l260,0.75,1,5,"[""mixing#0:mixer"", ""mixing#0:mixing method"", ""mixing#0:time"", ""mixing#1:mixing method""]"
l260-s2-haggenmueller-2006,article:l260,0.75,2,5,"[""mixing#0:mixer"", ""mixing#0:mixing method"", ""mixing#0:time"", ""mixing#1:mixing method""]"
l287-s2-jang-2008,article:l287,0.25,0,18,"[""additive#0:additive"", ""drying evaporation#0:ambient condition"", ""drying evaporation#0:temperature"", ""heating#1:temperature"", ""heating#1:time""]"
l287-s2-jang-2008,article:l287,0.25,1,18,"[""additive#0:additive"", ""drying evaporation#1:ambient condition"", ""drying evaporation#1:temperature"", ""mixing#1:mixing method"", ""mixing#1:time""]"
l287-s2-jang-2008,article:l287,0.25,2,18,"[""drying evaporation#1:time"", ""heating#0:time"", ""heating#1:time"", ""mixing#1:time"", ""solvent#0:solvent name""]"
l287-s2-jang-2008,article:l287,0.5,0,18,"[""drying evaporation#1:ambient condition"", ""drying evaporation#1:time"", ""heating#0:ambient condition"", ""heating#1:time"", ""mixing#0:mixing method"", ""mixing#1:mixing method"", ""mixing#1:time"", ""mixing#2:time"", ""solvent#0:solvent name""]"
l287-s2-jang-2008,article:l287,0.5,1,18,"[""drying evaporation#0:ambient condition"", ""drying evaporation#0:temperature"", ""heating#0:ambient condition"", ""heating#0:time"", ""heating#1:temperature"", ""heating#1:time"", ""mixing#1:mixing method"", ""mixing#2:temperature"", ""solvent#0:solvent name""]"
l287-s2-jang-2008,article:l287,0.5,2,18,"[""drying evaporation#1:ambient condition"", ""drying evaporation#1:temperature"", ""mixing#0:mixing method"", ""mixing#1:mixing method"", ""mixing#1:time"", ""mixing#2:mixing method"", ""mixing#2:temperature"", ""mixing#2:time"", ""solvent#0:solvent name""]"
l287-s2-jang-2008,article:l287,0.75,0,18,"[""additive#0:additive"", ""drying evaporation#0:ambient condition"", ""drying evaporation#0:temperature"", ""drying evaporation#1:ambient condition"", ""drying evaporation#1:time"", ""heating#0:temperature"", ""heating#0:time"", ""heating#1:temperature"", ""heating#1:time"", ""mixing#1:time"", ""mixing#2:mixing method"", ""mixing#2:temperature"", ""mixing#2:time"", ""solvent#0:solvent name""]"
l287-s2-jang-2008,article:l287,0.75,1,18,"[""additive#0:additive"", ""drying evaporation#1:ambient condition"", ""drying evaporation#1:temperature"", ""drying evaporation#1:time"", ""heating#0:ambient condition"", ""heating#0:temperature"", ""heating#0:time"", ""heating#1:temperature"", ""heating#1:time"", ""mixing#0:mixing method"", ""mixing#2:mixing method"", ""mixing#2:temperature"", ""mixing#2:time"", ""solvent#0:solvent name""]"
l287-s2-jang-2008,article:l287,0.75,2,18,"[""drying evaporation#0:ambient condition"", ""drying evaporation#0:temperature"", ""drying evaporation#1:ambient condition"", ""drying evaporation#1:temperature"", ""drying evaporation#1:time"", ""heating#0:temperature"", ""heating#0:time"", ""heating#1:temperature"", ""heating#1:time"", ""mixing#0:mixing method"", ""mixing#1:mixing method"", ""mixing#2:mixing method"", ""mixing#2:temperature"", ""solvent#0:solvent name""]"
l282-s2-cui-2008,article:l282,0.25,0,16,"[""mixing#0:mixing method"", ""mixing#0:temperature"", ""mixing#0:time"", ""mixing#3:mixing method""]"
l282-s2-cui-2008,article:l282,0.25,1,16,"[""drying evaporation#0:temperature"", ""drying evaporation#0:time"", ""drying evaporation#1:ambient condition"", ""mixing#2:mixing method""]"
l282-s2-cui-2008,article:l282,0.25,2,16,"[""mixing#0:temperature"", ""mixing#1:mixing method"", ""mixing#1:temperature"", ""mixing#3:mixing method""]"
l282-s2-cui-2008,article:l282,0.5,0,16,"[""drying evaporation#0:ambient condition"", ""drying evaporation#1:time"", ""mixing#0:mixing method"", ""mixing#0:temperature"", ""mixing#0:time"", ""mixing#1:temperature"", ""mixing#1:time"", ""mixing#2:time""]"
l282-s2-cui-2008,article:l282,0.5,1,16,"[""drying evaporation#0:ambient condition"", ""drying evaporation#0:temperature"", ""drying evaporation#1:ambient condition"", ""drying evaporation#1:temperature"", ""mixing#0:mixing method"", ""mixing#0:temperature"", ""mixing#1:time"", ""mixing#2:mixing method""]"
l282-s2-cui-2008,article:l282,0.5,2,16,"[""drying evaporation#0:ambient condition"", ""drying evaporation#0:temperature"", ""drying evaporation#0:time"", ""drying evaporation#1:temperature"", ""drying evaporation#1:time"", ""mixing#0:time"", ""mixing#1:time"", ""mixing#2:time""]"
l282-s2-cui-2008,article:l282,0.75,0,16,"[""drying evaporation#0:ambient condition"", ""drying evaporation#0:temperature"", ""drying evaporation#0:time"", ""drying evaporation#1:temperature"", ""drying evaporation#1:time"", ""mixing#0:temperature"", ""mixing#1:mixing method"", ""mixing#1:temperature"", ""mixing#1:time"", ""mixing#2:mixing method"", ""mixing#2:time"", ""mixing#3:mixing method""]"
l282-s2-cui-2008,article:l282,0.75,1,16,"[""drying evaporation#0:time"", ""drying evaporation#1:time"", ""mixing#0:mixing method"", ""mixing#0:temperature"", ""mixing#0:time"", ""mixing#1:mixing method"", ""mixing#1:temperature"", ""mixing#1:time"", ""mixing#2:mixing method"", ""mixing#2:temperature"", ""mixing#2:time"", ""mixing#3:mixing method""]"
l282-s2-cui-2008,article:l282,0.75,2,16,"[""drying evaporation#0:ambient condition"", ""drying evaporation#0:time"", ""drying evaporation#1:temperature"", ""drying evaporation#1:time"", ""mixing#0:mixing method"", ""mixing#0:temperature"", ""mixing#0:time"", ""mixing#1:mixing method"", ""mixing#1:temperature"", ""mixing#1:time"", ""mixing#2:time"", ""mixing#3:mixing method""]"
l308-s3-demetrio-2013,article:l308,0.25,0,4,"[""mixing#0:mixing method""]"
l308-s3-demetrio-2013,article:l308,0.25,1,4,"[""mixing#0:time""]"
l308-s3-demetrio-2013,article:l308,0.25,2,4,"[""mixing#0:mixing method""]"
l308-s3-demetrio-2013,article:l308,0.5,0,4,"[""mixing#0:time"", ""solvent#0:solvent name""]"
l308-s3-demetrio-2013,article:l308,0.5,1,4,"[""mixing#0:time"", ""solvent#0:solvent name""]"
l308-s3-demetrio-2013,article:l308,0.5,2,4,"[""mixing#0:mixing method"", ""mixing#0:time""]"
l308-s3-demetrio-2013,article:l308,0.75,0,4,"[""mixing#0:mixing method"", ""mixing#0:temperature"", ""solvent#0:solvent name""]"
l308-s3-demetrio-2013,article:l308,0.75,1,4,"[""mixing#0:mixing method"", ""mixing#0:temperature"", ""mixing#0:time""]"
l308-s3-demetrio-2013,article:l308,0.75,2,4,"[""mixing#0:mixing method"", ""mixing#0:temperature"", ""mixing#0:time""]"
l259-s3-chen-2017,article:l259,0.25,0,11,"[""heating#0:ambient condition"", ""heating#0:time"", ""mixing#2:mixing method""]"
l259-s3-chen-2017,article:l259,0.25,1,11,"[""heating#0:time"", ""mixing#1:temperature"", ""mixing#1:time""]"
l259-s3-chen-2017,article:l259,0.25,2,11,"[""heating#0:ambient condition"", ""mixing#2:temperature"", ""mixing#2:time""]"
l259-s3-chen-2017,article:l259,0.5,0,11,"[""heating#0:ambient condition"", ""heating#0:temperature"", ""mixing#1:temperature"", ""mixing#2:mixing method"", ""mixing#2:temperature"", ""molding#0:temperature""]"
l259-s3-chen-2017,article:l259,0.5,1,11,"[""heating#0:time"", ""mixing#0:mixing method"", ""mixing#1:time"", ""mixing#2:time"", ""molding#0:temperature"", ""molding#0:time""]"
l259-s3-chen-2017,article:l259,0.5,2,11,"[""heating#0:temperature"", ""heating#0:time"", ""mixing#2:temperature"", ""mixing#2:time"", ""molding#0:temperature"", ""molding#0:time""]"
l259-s3-chen-2017,article:l259,0.75,0,11,"[""heating#0:ambient condition"", ""heating#0:temperature"", ""heating#0:time"", ""mixing#0:mixing method"", ""mixing#1:temperature"", ""mixing#2:mixing method"", ""mixing#2:temperature"", ""mixing#2:time"", ""molding#0:temperature""]"
