sample_id,article_group,mask_fraction,replicate,reported_setting_count,masked_keys
l229-s2-bao-2011,article:l229,0.75,0,14,"[""heating#0:temperature"", ""heating#1:temperature"", ""heating#2:temperature"", ""heating#2:time"", ""heating#3:temperature"", ""heating#3:time"", ""mixing#0:mixing method"", ""mixing#1:mixing method"", ""mixing#1:time"", ""mixing#2:mixing method"", ""mixing#2:temperature""]"
l229-s2-bao-2011,article:l229,0.75,1,14,"[""heating#0:ambient condition"", ""heating#0:temperature"", ""heating#1:temperature"", ""heating#2:time"", ""heating#3:temperature"", ""heating#3:time"", ""mixing#0:mixing method"", ""mixing#1:time"", ""mixing#2:mixing method"", ""mixing#3:mixing method"", ""mixing#3:time""]"
l229-s2-bao-2011,article:l229,0.75,2,14,"[""heating#0:ambient condition"", ""heating#0:temperature"", ""heating#1:temperature"", ""heating#2:time"", ""heating#3:temperature"", ""heating#3:time"", ""mixing#0:mixing method"", ""mixing#1:mixing method"", ""mixing#2:mixing method"", ""mixing#3:mixing method"", ""mixing#3:time""]"
l203-s17-ma-2009,article:l203,0.25,0,15,"[""drying evaporation#0:time"", ""heating#1:time"", ""heating#2:temperature"", ""heating#2:time""]"
l203-s17-ma-2009,article:l203,0.25,1,15,"[""additive#0:additive"", ""drying evaporation#0:temperature"", ""drying evaporation#0:time"", ""heating#1:temperature""]"
l203-s17-ma-2009,article:l203,0.25,2,15,"[""additive#0:additive"", ""drying evaporation#0:temperature"", ""drying evaporation#0:time"", ""mixing#0:time""]"
l203-s17-ma-2009,article:l203,0.5,0,15,"[""additive#0:additive"", ""drying evaporation#0:pressure"", ""drying evaporation#0:temperature"", ""drying evaporation#0:time"", ""heating#1:time"", ""heating#2:temperature"", ""mixing#0:rotational frequency"", ""solvent#0:solvent name""]"
l203-s17-ma-2009,article:l203,0.5,1,15,"[""drying evaporation#0:temperature"", ""heating#0:temperature"", ""heating#1:time"", ""heating#2:temperature"", ""heating#2:time"", ""mixing#0:mixer"", ""mixing#0:mixing method"", ""mixing#0:temperature""]"
l203-s17-ma-2009,article:l203,0.5,2,15,"[""additive#0:additive"", ""drying evaporation#0:pressure"", ""drying evaporation#0:time"", ""heating#0:temperature"", ""heating#1:temperature"", ""heating#2:temperature"", ""mixing#0:temperature"", ""mixing#0:time""]"
l203-s17-ma-2009,article:l203,0.75,0,15,"[""additive#0:additive"", ""drying evaporation#0:pressure"", ""drying evaporation#0:time"", ""heating#0:temperature"", ""heating#1:temperature"", ""heating#1:time"", ""heating#2:temperature"", ""heating#2:time"", ""mixing#0:mixer"", ""mixing#0:mixing method"", ""mixing#0:time"", ""solvent#0:solvent name""]"
l203-s17-ma-2009,article:l203,0.75,1,15,"[""additive#0:additive"", ""drying evaporation#0:pressure"", ""drying evaporation#0:temperature"", ""drying evaporation#0:time"", ""heating#1:temperature"", ""heating#2:temperature"", ""heating#2:time"", ""mixing#0:mixer"", ""mixing#0:mixing method"", ""mixing#0:rotational frequency"", ""mixing#0:temperature"", ""solvent#0:solvent name""]"
l203-s17-ma-2009,article:l203,0.75,2,15,"[""drying evaporation#0:pressure"", ""drying evaporation#0:temperature"", ""drying evaporation#0:time"", ""heating#1:time"", ""heating#2:temperature"", ""heating#2:time"", ""mixing#0:mixer"", ""mixing#0:mixing method"", ""mixing#0:rotational frequency"", ""mixing#0:temperature"", ""mixing#0:time"", ""solvent#0:solvent name""]"
l383-s1-sadeghi-2017,article:l383,0.25,0,5,"[""mixing#0:mixer"", ""mixing#0:time""]"
l383-s1-sadeghi-2017,article:l383,0.25,1,5,"[""mixing#0:mixing method"", ""mixing#0:temperature""]"
l383-s1-sadeghi-2017,article:l383,0.25,2,5,"[""mixing#0:temperature"", ""mixing#0:time""]"
l383-s1-sadeghi-2017,article:l383,0.5,0,5,"[""mixing#0:mixer"", ""mixing#0:rotational frequency"", ""mixing#0:time""]"
l383-s1-sadeghi-2017,article:l383,0.5,1,5,"[""mixing#0:mixer"", ""mixing#0:rotational frequency"", ""mixing#0:temperature""]"
l383-s1-sadeghi-2017,article:l383,0.5,2,5,"[""mixing#0:mixing method"", ""mixing#0:rotational frequency"", ""mixing#0:time""]"
l383-s1-sadeghi-2017,article:l383,0.75,0,5,"[""mixing#0:mixer"", ""mixing#0:mixing method"", ""mixing#0:rotational frequency"", ""mixing#0:temperature""]"
l383-s1-sadeghi-2017,article:l383,0.75,1,5,"[""mixing#0:mixer"", ""mixing#0:mixing method"", ""mixing#0:rotational frequency"", ""mixing#0:time""]"
l383-s1-sadeghi-2017,article:l383,0.75,2,5,"[""mixing#0:mixing method"", ""mixing#0:rotational frequency"", ""mixing#0:temperature"", ""mixing#0:time""]"
l309-s4-torki-2010,article:l309,0.25,0,7,"[""mixing#0:mixer"", ""molding#0:pressure""]"
l309-s4-torki-2010,article:l309,0.25,1,7,"[""mixing#0:rotational frequency"", ""mixing#0:time""]"
l309-s4-torki-2010,article:l309,0.25,2,7,"[""mixing#0:mixer"", ""molding#0:pressure""]"
l309-s4-torki-2010,article:l309,0.5,0,7,"[""mixing#0:mixer"", ""mixing#0:rotational frequency"", ""molding#0:pressure"", ""molding#0:temperature""]"
l309-s4-torki-2010,article:l309,0.5,1,7,"[""mixing#0:mixer"", ""mixing#0:time"", ""molding#0:pressure"", ""molding#0:temperature""]"
l309-s4-torki-2010,article:l309,0.5,2,7,"[""mixing#0:temperature"", ""mixing#0:time"", ""molding#0:temperature"", ""molding#0:time""]"
l309-s4-torki-2010,article:l309,0.75,0,7,"[""mixing#0:mixer"", ""mixing#0:rotational frequency"", ""mixing#0:temperature"", ""molding#0:pressure"", ""molding#0:temperature"", ""molding#0:time""]"
l309-s4-torki-2010,article:l309,0.75,1,7,"[""mixing#0:mixer"", ""mixing#0:rotational frequency"", ""mixing#0:temperature"", ""mixing#0:time"", ""molding#0:pressure"", ""molding#0:temperature""]"
l309-s4-torki-2010,article:l309,0.75,2,7,"[""mixing#0:mixer"", ""mixing#0:rotational frequency"", ""mixing#0:temperature"", ""mixing#0:time"", ""molding#0:temperature"", ""molding#0:time""]"
l142-s2-gao-2014,article:l142,0.25,0,13,"[""drying evaporation#1:temperature"", ""drying evaporation#1:time"", ""heating#0:temperature"", ""mixing#2:mixing method""]"
l142-s2-gao-2014,article:l142,0.25,1,13,"[""drying evaporation#1:time"", ""heating#0:temperature"", ""mixing#1:mixing method"", ""mixing#3:mixing method""]"
l142-s2-gao-2014,article:l142,0.25,2,13,"[""drying evaporation#0:temperature"", ""drying evaporation#1:ambient condition"", ""heating#0:temperature"", ""mixing#2:mixing method""]"
l142-s2-gao-2014,article:l142,0.5,0,13,"[""drying evaporation#1:ambient condition"", ""drying evaporation#1:time"", ""heating#0:time"", ""mixing#0:mixing method"", ""mixing#0:time"", ""mixing#2:time"", ""mixing#3:time""]"
l142-s2-gao-2014,article:l142,0.5,1,13,"[""drying evaporation#0:temperature"", ""drying evaporation#1:ambient condition"", ""drying evaporation#1:temperature"", ""drying evaporation#1:time"", ""heating#0:temperature"", ""mixing#0:mixing method"", ""mixing#2:mixing method""]"
l142-s2-gao-2014,article:l142,0.5,2,13,"[""drying evaporation#0:temperature"", ""heating#0:time"", ""mixing#0:mixing method"", ""mixing#0:time"", ""mixing#1:mixing method"", ""mixing#3:mixing method"", ""mixing#3:time""]"
l142-s2-gao-2014,article:l142,0.75,0,13,"[""drying evaporation#1:ambient condition"", ""drying evaporation#1:temperature"", ""drying evaporation#1:time"", ""heating#0:temperature"", ""heating#0:time"", ""mixing#0:mixing method"", ""mixing#0:time"", ""mixing#1:mixing method"", ""mixing#2:mixing method"", ""mixing#3:mixing method""]"
l142-s2-gao-2014,article:l142,0.75,1,13,"[""drying evaporation#1:ambient condition"", ""drying evaporation#1:temperature"", ""drying evaporation#1:time"", ""heating#0:temperature"", ""mixing#0:mixing method"", ""mixing#0:time"", ""mixing#2:mixing method"", ""mixing#2:time"", ""mixing#3:mixing method"", ""mixing#3:time""]"
l142-s2-gao-2014,article:l142,0.75,2,13,"[""drying evaporation#0:temperature"", ""drying evaporation#1:ambient condition"", ""drying evaporation#1:temperature"", ""drying evaporation#1:time"", ""heating#0:time"", ""mixing#0:mixing method"", ""mixing#1:mixing method"", ""mixing#2:mixing method"", ""mixing#3:mixing method"", ""mixing#3:time""]"
l177-s2-yang-2013,article:l177,0.25,0,3,"[""mixing#0:mixing method""]"
l177-s2-yang-2013,article:l177,0.25,1,3,"[""mixing#0:mixing method""]"
l177-s2-yang-2013,article:l177,0.25,2,3,"[""mixing#0:mixing method""]"
l177-s2-yang-2013,article:l177,0.5,0,3,"[""mixing#0:mixer"", ""mixing#0:mixing method""]"
l177-s2-yang-2013,article:l177,0.5,1,3,"[""mixing#0:mixer"", ""mixing#0:time""]"
l177-s2-yang-2013,article:l177,0.5,2,3,"[""mixing#0:mixer"", ""mixing#0:time""]"
l177-s2-yang-2013,article:l177,0.75,0,3,"[""mixing#0:mixer"", ""mixing#0:mixing method"", ""mixing#0:time""]"
l177-s2-yang-2013,article:l177,0.75,1,3,"[""mixing#0:mixer"", ""mixing#0:mixing method"", ""mixing#0:time""]"
l177-s2-yang-2013,article:l177,0.75,2,3,"[""mixing#0:mixer"", ""mixing#0:mixing method"", ""mixing#0:time""]"
l274-s3-goh-2003,article:l274,0.25,0,10,"[""molding#0:ambient condition"", ""molding#0:time"", ""molding#1:pressure""]"
l274-s3-goh-2003,article:l274,0.25,1,10,"[""heating#0:temperature"", ""molding#0:ambient condition"", ""molding#0:time""]"
l274-s3-goh-2003,article:l274,0.25,2,10,"[""heating#0:temperature"", ""heating#0:time"", ""mixing#0:mixer""]"
l274-s3-goh-2003,article:l274,0.5,0,10,"[""heating#0:time"", ""mixing#0:time"", ""molding#0:ambient condition"", ""molding#0:temperature"", ""molding#1:pressure""]"
l274-s3-goh-2003,article:l274,0.5,1,10,"[""heating#0:pressure"", ""heating#0:temperature"", ""heating#0:time"", ""mixing#0:temperature"", ""molding#1:pressure""]"
l274-s3-goh-2003,article:l274,0.5,2,10,"[""heating#0:temperature"", ""heating#0:time"", ""mixing#0:time"", ""molding#0:time"", ""molding#1:pressure""]"
l274-s3-goh-2003,article:l274,0.75,0,10,"[""heating#0:pressure"", ""heating#0:temperature"", ""mixing#0:mixer"", ""mixing#0:temperature"", ""mixing#0:time"", ""molding#0:ambient condition"", ""molding#0:temperature"", ""molding#0:time""]"
l274-s3-goh-2003,article:l274,0.75,1,10,"[""heating#0:pressure"", ""heating#0:temperature"", ""heating#0:time"", ""mixing#0:temperature"", ""mixing#0:time"", ""molding#0:temperature"", ""molding#0:time"", ""molding#1:pressure""]"
l274-s3-goh-2003,article:l274,0.75,2,10,"[""heating#0:pressure"", ""heating#0:temperature"", ""heating#0:time"", ""mixing#0:temperature"", ""molding#0:ambient condition"", ""molding#0:temperature"", ""molding#0:time"", ""molding#1:pressure""]"
l221-s8-dai-2008,article:l221,0.25,0,7,"[""mixing#0:chemical used"", ""mixing#1:mixing method""]"
l221-s8-dai-2008,article:l221,0.25,1,7,"[""mixing#1:mixing method"", ""molding#0:temperature""]"
l221-s8-dai-2008,article:l221,0.25,2,7,"[""mixing#1:time"", ""molding#0:temperature""]"
l221-s8-dai-2008,article:l221,0.5,0,7,"[""mixing#0:mixing method"", ""mixing#1:mixing method"", ""molding#0:temperature"", ""molding#0:time""]"
l221-s8-dai-2008,article:l221,0.5,1,7,"[""mixing#0:time"", ""mixing#1:mixing method"", ""mixing#1:time"", ""molding#0:time""]"
l221-s8-dai-2008,article:l221,0.5,2,7,"[""mixing#0:mixing method"", ""mixing#0:time"", ""mixing#1:time"", ""molding#0:temperature""]"
l221-s8-dai-2008,article:l221,0.75,0,7,"[""mixing#0:chemical used"", ""mixing#0:mixing method"", ""mixing#1:mixing method"", ""mixing#1:time"", ""molding#0:temperature"", ""molding#0:time""]"
l221-s8-dai-2008,article:l221,0.75,1,7,"[""mixing#0:chemical used"", ""mixing#0:mixing method"", ""mixing#0:time"", ""mixing#1:mixing method"", ""mixing#1:time"", ""molding#0:time""]"
l221-s8-dai-2008,article:l221,0.75,2,7,"[""mixing#0:chemical used"", ""mixing#0:mixing method"", ""mixing#0:time"", ""mixing#1:mixing method"", ""molding#0:temperature"", ""molding#0:time""]"
l191-s3-xie-2004,article:l191,0.25,0,9,"[""mixing#2:mixing method"", ""mixing#2:temperature"", ""molding#0:time""]"
l191-s3-xie-2004,article:l191,0.25,1,9,"[""mixing#0:mixer"", ""mixing#2:mixing method"", ""molding#0:time""]"
l191-s3-xie-2004,article:l191,0.25,2,9,"[""mixing#2:mixing method"", ""molding#0:temperature"", ""molding#0:time""]"
l191-s3-xie-2004,article:l191,0.5,0,9,"[""mixing#0:mixer"", ""mixing#0:temperature"", ""mixing#1:mixing method"", ""mixing#2:mixer"", ""mixing#2:temperature""]"
l191-s3-xie-2004,article:l191,0.5,1,9,"[""mixing#0:mixer"", ""mixing#0:temperature"", ""mixing#2:mixing method"", ""mixing#2:temperature"", ""mixing#2:time""]"
l191-s3-xie-2004,article:l191,0.5,2,9,"[""mixing#0:temperature"", ""mixing#2:mixer"", ""mixing#2:time"", ""molding#0:temperature"", ""molding#0:time""]"
l191-s3-xie-2004,article:l191,0.75,0,9,"[""mixing#0:mixer"", ""mixing#0:temperature"", ""mixing#2:mixer"", ""mixing#2:temperature"", ""mixing#2:time"", ""molding#0:temperature"", ""molding#0:time""]"
l191-s3-xie-2004,article:l191,0.75,1,9,"[""mixing#0:temperature"", ""mixing#1:mixing method"", ""mixing#2:mixer"", ""mixing#2:mixing method"", ""mixing#2:time"", ""molding#0:temperature"", ""molding#0:time""]"
l191-s3-xie-2004,article:l191,0.75,2,9,"[""mixing#0:mixer"", ""mixing#0:temperature"", ""mixing#2:mixer"", ""mixing#2:temperature"", ""mixing#2:time"", ""molding#0:temperature"", ""molding#0:time""]"
l275-s1-zhou-2006,article:l275,0.25,0,9,"[""heating#0:temperature"", ""heating#0:time"", ""heating#1:time""]"
l275-s1-zhou-2006,article:l275,0.25,1,9,"[""heating#0:time"", ""heating#2:temperature"", ""heating#2:time""]"
l275-s1-zhou-2006,article:l275,0.25,2,9,"[""heating#0:time"", ""heating#1:temperature"", ""heating#2:temperature""]"
l275-s1-zhou-2006,article:l275,0.5,0,9,"[""heating#0:temperature"", ""heating#0:time"", ""heating#1:temperature"", ""heating#1:time"", ""heating#2:temperature""]"
l275-s1-zhou-2006,article:l275,0.5,1,9,"[""heating#0:ambient condition"", ""heating#0:time"", ""heating#2:temperature"", ""heating#2:time"", ""mixing#0:time""]"
l275-s1-zhou-2006,article:l275,0.5,2,9,"[""heating#0:temperature"", ""heating#1:temperature"", ""heating#2:temperature"", ""heating#2:time"", ""mixing#0:mixing method""]"
l275-s1-zhou-2006,article:l275,0.75,0,9,"[""heating#0:ambient condition"", ""heating#0:time"", ""heating#1:time"", ""heating#2:temperature"", ""heating#2:time"", ""mixing#0:mixing method"", ""mixing#0:time""]"
l275-s1-zhou-2006,article:l275,0.75,1,9,"[""heating#0:ambient condition"", ""heating#0:temperature"", ""heating#1:temperature"", ""heating#2:temperature"", ""heating#2:time"", ""mixing#0:mixing method"", ""mixing#0:time""]"
l275-s1-zhou-2006,article:l275,0.75,2,9,"[""heating#0:ambient condition"", ""heating#0:temperature"", ""heating#0:time"", ""heating#1:temperature"", ""heating#1:time"", ""heating#2:temperature"", ""mixing#0:time""]"
l382-s1-huang-2019,article:l382,0.25,0,3,"[""mixing#0:time""]"
l382-s1-huang-2019,article:l382,0.25,1,3,"[""mixing#0:time""]"
l382-s1-huang-2019,article:l382,0.25,2,3,"[""mixing#0:mixing method""]"
l382-s1-huang-2019,article:l382,0.5,0,3,"[""mixing#0:time"", ""solvent#0:solvent name""]"
l382-s1-huang-2019,article:l382,0.5,1,3,"[""mixing#0:mixing method"", ""mixing#0:time""]"
l382-s1-huang-2019,article:l382,0.5,2,3,"[""mixing#0:time"", ""solvent#0:solvent name""]"
l382-s1-huang-2019,article:l382,0.75,0,3,"[""mixing#0:mixing method"", ""mixing#0:time"", ""solvent#0:solvent name""]"
l382-s1-huang-2019,article:l382,0.75,1,3,"[""mixing#0:mixing method"", ""mixing#0:time"", ""solvent#0:solvent name""]"
l382-s1-huang-2019,article:l382,0.75,2,3,"[""mixing#0:mixing method"", ""mixing#0:time"", ""solvent#0:solvent name""]"
l258-s4-du-2004,article:l258,0.25,0,1,"[""mixing#0:mixing method""]"
l258-s4-du-2004,article:l258,0.25,1,1,"[""mixing#0:mixing method""]"
l258-s4-du-2004,article:l258,0.25,2,1,"[""mixing#0:mixing method""]"
l258-s4-du-2004,article:l258,0.5,0,1,"[""mixing#0:mixing method""]"
l258-s4-du-2004,article:l258,0.5,1,1,"[""mixing#0:mixing method""]"
l258-s4-du-2004,article:l258,0.5,2,1,"[""mixing#0:mixing method""]"
l258-s4-du-2004,article:l258,0.75,0,1,"[""mixing#0:mixing method""]"
l258-s4-du-2004,article:l258,0.75,1,1,"[""mixing#0:mixing method""]"
l258-s4-du-2004,article:l258,0.75,2,1,"[""mixing#0:mixing method""]"
l200-s4-schoch-2008,article:l200,0.25,0,9,"[""mixing#1:mixing method"", ""mixing#1:temperature"", ""mixing#2:mixer""]"
l200-s4-schoch-2008,article:l200,0.25,1,9,"[""mixing#0:mixing method"", ""mixing#0:temperature"", ""mixing#1:mixer""]"
l200-s4-schoch-2008,article:l200,0.25,2,9,"[""mixing#1:mixing method"", ""mixing#1:temperature"", ""mixing#1:time""]"
l200-s4-schoch-2008,article:l200,0.5,0,9,"[""mixing#0:time"", ""mixing#1:mixer"", ""mixing#1:temperature"", ""mixing#1:time"", ""mixing#2:mixer""]"
l200-s4-schoch-2008,article:l200,0.5,1,9,"[""mixing#0:mixing method"", ""mixing#0:temperature"", ""mixing#1:mixing method"", ""mixing#1:temperature"", ""mixing#2:mixer""]"
l200-s4-schoch-2008,article:l200,0.5,2,9,"[""mixing#1:mixer"", ""mixing#1:mixing method"", ""mixing#1:temperature"", ""mixing#1:time"", ""mixing#2:mixer""]"
l200-s4-schoch-2008,article:l200,0.75,0,9,"[""mixing#0:mixing method"", ""mixing#0:temperature"", ""mixing#1:mixer"", ""mixing#1:mixing method"", ""mixing#1:temperature"", ""mixing#1:time"", ""mixing#2:mixer""]"
l200-s4-schoch-2008,article:l200,0.75,1,9,"[""mixing#0:mixing method"", ""mixing#0:temperature"", ""mixing#0:time"", ""mixing#1:mixer"", ""mixing#1:mixing method"", ""mixing#1:temperature"", ""mixing#2:mixing method""]"
l200-s4-schoch-2008,article:l200,0.75,2,9,"[""mixing#0:mixing method"", ""mixing#0:temperature"", ""mixing#0:time"", ""mixing#1:mixing method"", ""mixing#1:temperature"", ""mixing#1:time"", ""mixing#2:mixer""]"
l325-s5-manafi-2015,article:l325,0.25,0,12,"[""drying evaporation#0:ambient condition"", ""drying evaporation#0:time"", ""heating#0:time""]"
l325-s5-manafi-2015,article:l325,0.25,1,12,"[""drying evaporation#0:temperature"", ""mixing#0:mixing method"", ""mixing#0:time""]"
l325-s5-manafi-2015,article:l325,0.25,2,12,"[""drying evaporation#0:ambient condition"", ""drying evaporation#0:temperature"", ""mixing#1:mixing method""]"
l325-s5-manafi-2015,article:l325,0.5,0,12,"[""drying evaporation#0:ambient condition"", ""mixing#0:mixing method"", ""mixing#0:time"", ""mixing#2:temperature"", ""mixing#2:time"", ""mixing#3:time""]"
l325-s5-manafi-2015,article:l325,0.5,1,12,"[""drying evaporation#0:ambient condition"", ""drying evaporation#0:time"", ""heating#0:time"", ""mixing#0:time"", ""mixing#2:time"", ""mixing#3:mixing method""]"
l325-s5-manafi-2015,article:l325,0.5,2,12,"[""drying evaporation#0:time"", ""mixing#0:mixing method"", ""mixing#0:time"", ""mixing#1:mixing method"", ""mixing#1:temperature"", ""mixing#2:time""]"
l325-s5-manafi-2015,article:l325,0.75,0,12,"[""drying evaporation#0:ambient condition"", ""drying evaporation#0:temperature"", ""drying evaporation#0:time"", ""mixing#0:mixing method"", ""mixing#0:time"", ""mixing#1:mixing method"", ""mixing#2:temperature"", ""mixing#3:mixing method"", ""mixing#3:time""]"
l325-s5-manafi-2015,article:l325,0.75,1,12,"[""drying evaporation#0:temperature"", ""drying evaporation#0:time"", ""heating#0:time"", ""mixing#0:time"", ""mixing#1:mixing method"", ""mixing#1:temperature"", ""mixing#2:temperature"", ""mixing#2:time"", ""mixing#3:time""]"
l325-s5-manafi-2015,article:l325,0.75,2,12,"[""drying evaporation#0:ambient condition"", ""drying evaporation#0:temperature"", ""drying evaporation#0:time"", ""heating#0:time"", ""mixing#0:mixing method"", ""mixing#1:mixing method"", ""mixing#1:temperature"", ""mixing#2:time"", ""mixing#3:mixing method""]"
l180-s3-maillard-2012,article:l180,0.25,0,8,"[""heating#0:temperature"", ""molding#0:time""]"
l180-s3-maillard-2012,article:l180,0.25,1,8,"[""heating#0:time"", ""molding#0:ambient condition""]"
l180-s3-maillard-2012,article:l180,0.25,2,8,"[""heating#0:time"", ""molding#0:time""]"
l180-s3-maillard-2012,article:l180,0.5,0,8,"[""heating#0:pressure"", ""mixing#0:mixing method"", ""molding#0:ambient condition"", ""molding#0:time""]"
l180-s3-maillard-2012,article:l180,0.5,1,8,"[""heating#0:ambient condition"", ""heating#0:time"", ""molding#0:ambient condition"", ""molding#0:time""]"
l180-s3-maillard-2012,article:l180,0.5,2,8,"[""heating#0:pressure"", ""heating#0:time"", ""mixing#0:mixing method"", ""mixing#0:time""]"
l180-s3-maillard-2012,article:l180,0.75,0,8,"[""heating#0:pressure"", ""heating#0:temperature"", ""heating#0:time"", ""mixing#0:mixing method"", ""molding#0:ambient condition"", ""molding#0:time""]"
l180-s3-maillard-2012,article:l180,0.75,1,8,"[""heating#0:ambient condition"", ""heating#0:temperature"", ""heating#0:time"", ""mixing#0:time"", ""molding#0:ambient condition"", ""molding#0:time""]"
l180-s3-maillard-2012,article:l180,0.75,2,8,"[""heating#0:pressure"", ""heating#0:temperature"", ""heating#0:time"", ""mixing#0:mixing method"", ""mixing#0:time"", ""molding#0:ambient condition""]"
l310-s5-chatterjee-2007,article:l310,0.25,0,9,"[""heating#0:temperature"", ""mixing#0:mixer"", ""mixing#1:mixing method""]"
l310-s5-chatterjee-2007,article:l310,0.25,1,9,"[""heating#0:time"", ""mixing#0:mixer"", ""mixing#0:mixing method""]"
l310-s5-chatterjee-2007,article:l310,0.25,2,9,"[""heating#0:temperature"", ""mixing#0:mixing method"", ""molding#0:temperature""]"
l310-s5-chatterjee-2007,article:l310,0.5,0,9,"[""mixing#0:mixer"", ""mixing#0:time"", ""mixing#1:mixing method"", ""molding#0:temperature"", ""molding#0:time""]"
l310-s5-chatterjee-2007,article:l310,0.5,1,9,"[""heating#0:time"", ""mixing#0:mixer"", ""mixing#0:mixing method"", ""mixing#0:time"", ""mixing#1:mixing method""]"
l310-s5-chatterjee-2007,article:l310,0.5,2,9,"[""heating#0:time"", ""mixing#0:mixing method"", ""mixing#0:time"", ""molding#0:temperature"", ""molding#0:time""]"
l310-s5-chatterjee-2007,article:l310,0.75,0,9,"[""heating#0:temperature"", ""heating#0:time"", ""mixing#0:mixing method"", ""mixing#0:time"", ""mixing#1:time"", ""molding#0:temperature"", ""molding#0:time""]"
l310-s5-chatterjee-2007,article:l310,0.75,1,9,"[""heating#0:temperature"", ""heating#0:time"", ""mixing#0:mixer"", ""mixing#0:mixing method"", ""mixing#1:mixing method"", ""mixing#1:time"", ""molding#0:time""]"
l310-s5-chatterjee-2007,article:l310,0.75,2,9,"[""heating#0:temperature"", ""heating#0:time"", ""mixing#0:mixing method"", ""mixing#0:time"", ""mixing#1:mixing method"", ""mixing#1:time"", ""molding#0:temperature""]"
l413-s3-botta-2018,article:l413,0.25,0,27,"[""drying evaporation#1:ambient condition"", ""drying evaporation#2:ambient condition"", ""drying evaporation#2:temperature"", ""extrusion#0:equipment type"", ""extrusion#0:rotation mode"", ""extrusion#0:rotation speed"", ""extrusion#1:extruder""]"
l413-s3-botta-2018,article:l413,0.25,1,27,"[""drying evaporation#1:time"", ""extrusion#0:extruder"", ""extrusion#0:extrusion temperature"", ""extrusion#1:extruder"", ""extrusion#1:extrusion temperature"", ""extrusion#1:rotation speed"", ""extrusion#3:rotation speed""]"
l413-s3-botta-2018,article:l413,0.25,2,27,"[""drying evaporation#0:ambient condition"", ""drying evaporation#1:time"", ""drying evaporation#2:temperature"", ""extrusion#0:rotation mode"", ""extrusion#0:rotation speed"", ""extrusion#2:equipment type"", ""extrusion#2:rotation speed""]"
l413-s3-botta-2018,article:l413,0.5,0,27,"[""cooling#0:ambient condition"", ""drying evaporation#0:ambient condition"", ""drying evaporation#0:temperature"", ""drying evaporation#0:time"", ""drying evaporation#1:time"", ""drying evaporation#2:ambient condition"", ""extrusion#0:equipment type"", ""extrusion#0:extrusion temperature"", ""extrusion#0:rotation mode"", ""extrusion#1:equipment type"", ""extrusion#1:extrusion temperature"", ""extrusion#2:equipment type"", ""extrusion#2:extrusion temperature"", ""extrusion#2:rotation speed""]"
l413-s3-botta-2018,article:l413,0.5,1,27,"[""drying evaporation#0:temperature"", ""drying evaporation#1:ambient condition"", ""drying evaporation#1:temperature"", ""drying evaporation#2:ambient condition"", ""drying evaporation#2:time"", ""extrusion#0:extrusion temperature"", ""extrusion#0:rotation mode"", ""extrusion#0:rotation speed"", ""extrusion#1:equipment type"", ""extrusion#1:extrusion temperature"", ""extrusion#1:rotation speed"", ""extrusion#2:extruder"", ""extrusion#3:equipment type"", ""extrusion#3:extruder""]"
l413-s3-botta-2018,article:l413,0.5,2,27,"[""cooling#0:ambient condition"", ""drying evaporation#0:ambient condition"", ""drying evaporation#0:temperature"", ""drying evaporation#1:ambient condition"", ""drying evaporation#2:ambient condition"", ""drying evaporation#2:time"", ""extrusion#0:extruder"", ""extrusion#0:extrusion temperature"", ""extrusion#0:rotation mode"", ""extrusion#0:rotation speed"", ""extrusion#1:extrusion temperature"", ""extrusion#2:equipment type"", ""extrusion#2:extrusion temperature"", ""extrusion#2:rotation speed""]"
l413-s3-botta-2018,article:l413,0.75,0,27,"[""cooling#0:ambient condition"", ""drying evaporation#0:ambient condition"", ""drying evaporation#0:time"", ""drying evaporation#1:temperature"", ""drying evaporation#1:time"", ""drying evaporation#2:ambient condition"", ""drying evaporation#2:temperature"", ""drying evaporation#2:time"", ""extrusion#0:equipment type"", ""extrusion#0:extruder"", ""extrusion#0:extrusion temperature"", ""extrusion#0:rotation mode"", ""extrusion#0:rotation speed"", ""extrusion#1:equipment type"", ""extrusion#1:extruder"", ""extrusion#1:rotation speed"", ""extrusion#2:equipment type"", ""extrusion#2:extruder"", ""extrusion#2:rotation speed"", ""extrusion#3:extruder"", ""extrusion#3:extrusion temperature""]"
l413-s3-botta-2018,article:l413,0.75,1,27,"[""cooling#0:ambient condition"", ""drying evaporation#0:ambient condition"", ""drying evaporation#0:temperature"", ""drying evaporation#0:time"", ""drying evaporation#1:temperature"", ""drying evaporation#1:time"", ""drying evaporation#2:ambient condition"", ""drying evaporation#2:temperature"", ""drying evaporation#2:time"", ""extrusion#0:equipment type"", ""extrusion#0:extrusion temperature"", ""extrusion#0:rotation speed"", ""extrusion#1:equipment type"", ""extrusion#1:extruder"", ""extrusion#1:extrusion temperature"", ""extrusion#2:extruder"", ""extrusion#2:extrusion temperature"", ""extrusion#2:rotation speed"", ""extrusion#3:equipment type"", ""extrusion#3:extruder"", ""extrusion#3:extrusion temperature""]"
