view,mask_fraction,distance_threshold,rule,eligible_pairs,accepted_pairs,contradictory_pairs,reference_close_pairs,retained_reference_close_pairs,n_article_groups,n_query_runs,retained_fraction,retained_fraction_ci_low,retained_fraction_ci_high,contradiction_fraction,contradiction_fraction_ci_low,contradiction_fraction_ci_high,reference_close_recall,reference_close_recall_ci_low,reference_close_recall_ci_high
material_identity,0.5,0.1,coverage_0.5,42666,0,0,1029,0,93,360,0.0,0.0,0.0,,,,0.0,0.0,0.0
material_identity,0.5,0.1,coverage_0.75,42666,0,0,1029,0,93,360,0.0,0.0,0.0,,,,0.0,0.0,0.0
material_identity,0.5,0.1,interval_upper,42666,0,0,1029,0,93,360,0.0,0.0,0.0,,,,0.0,0.0,0.0
material_identity,0.5,0.1,reported_point,42666,1029,0,1029,1029,93,360,0.024117564336942766,0.016043304052685368,0.03255003016732776,0.0,0.0,0.0,1.0,1.0,1.0
material_identity,0.5,0.2,coverage_0.5,42666,0,0,1074,0,93,360,0.0,0.0,0.0,,,,0.0,0.0,0.0
material_identity,0.5,0.2,coverage_0.75,42666,0,0,1074,0,93,360,0.0,0.0,0.0,,,,0.0,0.0,0.0
material_identity,0.5,0.2,interval_upper,42666,0,0,1074,0,93,360,0.0,0.0,0.0,,,,0.0,0.0,0.0
material_identity,0.5,0.2,reported_point,42666,1074,0,1074,1074,93,360,0.025172268316692448,0.016945491750275453,0.0337238095145614,0.0,0.0,0.0,1.0,1.0,1.0
material_identity,0.5,0.3,coverage_0.5,42666,0,0,2496,0,93,360,0.0,0.0,0.0,,,,0.0,0.0,0.0
material_identity,0.5,0.3,coverage_0.75,42666,0,0,2496,0,93,360,0.0,0.0,0.0,,,,0.0,0.0,0.0
material_identity,0.5,0.3,interval_upper,42666,0,0,2496,0,93,360,0.0,0.0,0.0,,,,0.0,0.0,0.0
material_identity,0.5,0.3,reported_point,42666,2496,0,2496,2496,93,360,0.05850091407678245,0.04623890093659951,0.0704942767466992,0.0,0.0,0.0,1.0,1.0,1.0
material_identity,0.5,0.4,coverage_0.5,42666,0,0,3552,0,93,360,0.0,0.0,0.0,,,,0.0,0.0,0.0
material_identity,0.5,0.4,coverage_0.75,42666,0,0,3552,0,93,360,0.0,0.0,0.0,,,,0.0,0.0,0.0
material_identity,0.5,0.4,interval_upper,42666,0,0,3552,0,93,360,0.0,0.0,0.0,,,,0.0,0.0,0.0
material_identity,0.5,0.4,reported_point,42666,3552,0,3552,3552,93,360,0.08325130080157503,0.06919507555650216,0.09751879294594748,0.0,0.0,0.0,1.0,1.0,1.0
material_identity,0.5,0.5,coverage_0.5,42666,0,0,4434,0,93,360,0.0,0.0,0.0,,,,0.0,0.0,0.0
material_identity,0.5,0.5,coverage_0.75,42666,0,0,4434,0,93,360,0.0,0.0,0.0,,,,0.0,0.0,0.0
material_identity,0.5,0.5,interval_upper,42666,0,0,4434,0,93,360,0.0,0.0,0.0,,,,0.0,0.0,0.0
material_identity,0.5,0.5,reported_point,42666,4434,0,4434,4434,93,360,0.10392349880466882,0.08746138149520147,0.11980128339563813,0.0,0.0,0.0,1.0,1.0,1.0
material_identity,0.75,0.1,coverage_0.5,42666,0,0,1029,0,93,360,0.0,0.0,0.0,,,,0.0,0.0,0.0
material_identity,0.75,0.1,coverage_0.75,42666,0,0,1029,0,93,360,0.0,0.0,0.0,,,,0.0,0.0,0.0
material_identity,0.75,0.1,interval_upper,42666,0,0,1029,0,93,360,0.0,0.0,0.0,,,,0.0,0.0,0.0
material_identity,0.75,0.1,reported_point,42666,1029,0,1029,1029,93,360,0.024117564336942766,0.016043304052685368,0.03255003016732776,0.0,0.0,0.0,1.0,1.0,1.0
material_identity,0.75,0.2,coverage_0.5,42666,0,0,1074,0,93,360,0.0,0.0,0.0,,,,0.0,0.0,0.0
material_identity,0.75,0.2,coverage_0.75,42666,0,0,1074,0,93,360,0.0,0.0,0.0,,,,0.0,0.0,0.0
material_identity,0.75,0.2,interval_upper,42666,0,0,1074,0,93,360,0.0,0.0,0.0,,,,0.0,0.0,0.0
material_identity,0.75,0.2,reported_point,42666,1074,0,1074,1074,93,360,0.025172268316692448,0.016945491750275453,0.0337238095145614,0.0,0.0,0.0,1.0,1.0,1.0
material_identity,0.75,0.3,coverage_0.5,42666,0,0,2496,0,93,360,0.0,0.0,0.0,,,,0.0,0.0,0.0
material_identity,0.75,0.3,coverage_0.75,42666,0,0,2496,0,93,360,0.0,0.0,0.0,,,,0.0,0.0,0.0
material_identity,0.75,0.3,interval_upper,42666,0,0,2496,0,93,360,0.0,0.0,0.0,,,,0.0,0.0,0.0
material_identity,0.75,0.3,reported_point,42666,2496,0,2496,2496,93,360,0.05850091407678245,0.04623890093659951,0.0704942767466992,0.0,0.0,0.0,1.0,1.0,1.0
material_identity,0.75,0.4,coverage_0.5,42666,0,0,3552,0,93,360,0.0,0.0,0.0,,,,0.0,0.0,0.0
material_identity,0.75,0.4,coverage_0.75,42666,0,0,3552,0,93,360,0.0,0.0,0.0,,,,0.0,0.0,0.0
material_identity,0.75,0.4,interval_upper,42666,0,0,3552,0,93,360,0.0,0.0,0.0,,,,0.0,0.0,0.0
material_identity,0.75,0.4,reported_point,42666,3552,0,3552,3552,93,360,0.08325130080157503,0.06919507555650216,0.09751879294594748,0.0,0.0,0.0,1.0,1.0,1.0
material_identity,0.75,0.5,coverage_0.5,42666,0,0,4434,0,93,360,0.0,0.0,0.0,,,,0.0,0.0,0.0
material_identity,0.75,0.5,coverage_0.75,42666,0,0,4434,0,93,360,0.0,0.0,0.0,,,,0.0,0.0,0.0
material_identity,0.75,0.5,interval_upper,42666,0,0,4434,0,93,360,0.0,0.0,0.0,,,,0.0,0.0,0.0
material_identity,0.75,0.5,reported_point,42666,4434,0,4434,4434,93,360,0.10392349880466882,0.08746138149520147,0.11980128339563813,0.0,0.0,0.0,1.0,1.0,1.0
