pair,left,right,replicate,mask,eligible_joint_reported_keys,masked_left_keys,masked_right_keys,bilateral_keys_match
32,l325-s5-manafi-2015,l375-s1-rishi-2018,0,bilateral,"[""mixing#0:mixing method"", ""mixing#0:time""]","[""mixing#0:time""]","[""mixing#0:time""]",True
32,l325-s5-manafi-2015,l375-s1-rishi-2018,0,article_block,"[""mixing#0:mixing method"", ""mixing#0:time""]","[""drying evaporation#0:ambient condition"", ""drying evaporation#0:time"", ""heating#0:time"", ""mixing#0:time"", ""mixing#2:time"", ""mixing#3:time""]","[""mixing#0:mixer"", ""mixing#0:mixing method"", ""mixing#0:rotational frequency"", ""mixing#0:time""]",
33,l254-s7-castillo-2011,l285-s3-pham-2012,0,unilateral,[],"[""drying evaporation#0:temperature"", ""drying evaporation#0:time"", ""mixing#0:mixing method"", ""mixing#0:rotational frequency"", ""mixing#0:temperature"", ""mixing#0:time""]",[],
33,l254-s7-castillo-2011,l285-s3-pham-2012,0,bilateral,[],[],[],True
33,l254-s7-castillo-2011,l285-s3-pham-2012,0,article_block,[],"[""drying evaporation#0:time"", ""heating#0:time"", ""mixing#0:mixer"", ""mixing#0:mixing method"", ""mixing#0:rotational frequency"", ""mixing#0:time""]","[""molding#0:pressure"", ""molding#0:time""]",
34,l196-s4-petersson-2006,l316-s3-chandrasekaran-2013,0,unilateral,"[""heating#0:temperature"", ""mixing#0:mixer"", ""mixing#0:mixing method"", ""mixing#1:time""]","[""additive#0:additive"", ""mixing#0:time"", ""mixing#1:mixing method"", ""molding#0:time""]",[],
34,l196-s4-petersson-2006,l316-s3-chandrasekaran-2013,0,bilateral,"[""heating#0:temperature"", ""mixing#0:mixer"", ""mixing#0:mixing method"", ""mixing#1:time""]",[],[],True
34,l196-s4-petersson-2006,l316-s3-chandrasekaran-2013,0,article_block,"[""heating#0:temperature"", ""mixing#0:mixer"", ""mixing#0:mixing method"", ""mixing#1:time""]","[""heating#0:ambient condition"", ""heating#0:temperature"", ""mixing#0:mixing method"", ""mixing#1:mixing method""]","[""heating#1:time"", ""heating#2:time"", ""mixing#0:mixing method"", ""mixing#1:time""]",
35,l324-s5-zhu-2017,l276-s3-huang-2009,0,unilateral,"[""drying evaporation#0:temperature"", ""drying evaporation#0:time""]","[""drying evaporation#0:ambient condition"", ""drying evaporation#0:temperature"", ""drying evaporation#0:time"", ""molding#0:temperature"", ""molding#0:time""]",[],
35,l324-s5-zhu-2017,l276-s3-huang-2009,0,bilateral,"[""drying evaporation#0:temperature"", ""drying evaporation#0:time""]",[],[],True
35,l324-s5-zhu-2017,l276-s3-huang-2009,0,article_block,"[""drying evaporation#0:temperature"", ""drying evaporation#0:time""]","[""drying evaporation#0:ambient condition"", ""drying evaporation#0:time"", ""molding#0:time""]","[""extrusion#0:equipment type"", ""extrusion#0:rotation speed""]",
36,e116-s21-prasad-2018,l282-s3-cui-2008,0,unilateral,"[""drying evaporation#0:ambient condition"", ""drying evaporation#0:time""]","[""drying evaporation#0:time"", ""extrusion#0:equipment type"", ""extrusion#0:extrusion temperature"", ""extrusion#0:residence time"", ""extrusion#0:rotation mode"", ""extrusion#0:rotation speed""]",[],
36,e116-s21-prasad-2018,l282-s3-cui-2008,0,bilateral,"[""drying evaporation#0:ambient condition"", ""drying evaporation#0:time""]",[],[],True
36,e116-s21-prasad-2018,l282-s3-cui-2008,0,article_block,"[""drying evaporation#0:ambient condition"", ""drying evaporation#0:time""]","[""extrusion#0:equipment type""]","[""drying evaporation#0:ambient condition"", ""drying evaporation#0:time"", ""drying evaporation#1:ambient condition"", ""drying evaporation#1:time"", ""mixing#0:time"", ""mixing#1:time"", ""mixing#2:time""]",
37,l313-s2-huang-2014,l297-s1-shen-2004,0,unilateral,"[""drying evaporation#0:temperature"", ""drying evaporation#0:time""]","[""drying evaporation#0:time"", ""drying evaporation#1:temperature"", ""molding#0:temperature""]",[],
37,l313-s2-huang-2014,l297-s1-shen-2004,0,bilateral,"[""drying evaporation#0:temperature"", ""drying evaporation#0:time""]","[""drying evaporation#0:temperature""]","[""drying evaporation#0:temperature""]",True
37,l313-s2-huang-2014,l297-s1-shen-2004,0,article_block,"[""drying evaporation#0:temperature"", ""drying evaporation#0:time""]","[""drying evaporation#0:temperature"", ""drying evaporation#1:temperature"", ""mixing#0:temperature"", ""molding#0:temperature""]","[""drying evaporation#0:temperature"", ""drying evaporation#0:time"", ""heating#0:temperature"", ""heating#0:time""]",
38,l302-s3-bandyopadhyay-2005,l388-s1-benes-2018,0,unilateral,"[""additive#0:additive"", ""mixing#0:mixing method""]","[""mixing#0:temperature"", ""mixing#1:time"", ""solvent#0:solvent name""]",[],
38,l302-s3-bandyopadhyay-2005,l388-s1-benes-2018,0,bilateral,"[""additive#0:additive"", ""mixing#0:mixing method""]","[""additive#0:additive"", ""mixing#0:mixing method""]","[""additive#0:additive"", ""mixing#0:mixing method""]",True
38,l302-s3-bandyopadhyay-2005,l388-s1-benes-2018,0,article_block,"[""additive#0:additive"", ""mixing#0:mixing method""]","[""mixing#0:mixing method"", ""mixing#1:mixing method""]","[""additive#0:additive"", ""additive#1:additive"", ""curing#0:time"", ""curing#1:time"", ""heating#0:time""]",
39,l121-s8-nelson-2005,l310-s5-chatterjee-2007,0,unilateral,"[""heating#0:temperature"", ""heating#0:time"", ""mixing#0:mixing method"", ""mixing#1:mixing method""]","[""drying evaporation#0:ambient condition"", ""drying evaporation#0:time"", ""drying evaporation#1:ambient condition"", ""drying evaporation#1:time"", ""mixing#0:mixing method"", ""mixing#1:mixing method"", ""mixing#1:temperature""]",[],
39,l121-s8-nelson-2005,l310-s5-chatterjee-2007,0,bilateral,"[""heating#0:temperature"", ""heating#0:time"", ""mixing#0:mixing method"", ""mixing#1:mixing method""]","[""heating#0:temperature"", ""heating#0:time"", ""mixing#0:mixing method""]","[""heating#0:temperature"", ""heating#0:time"", ""mixing#0:mixing method""]",True
39,l121-s8-nelson-2005,l310-s5-chatterjee-2007,0,article_block,"[""heating#0:temperature"", ""heating#0:time"", ""mixing#0:mixing method"", ""mixing#1:mixing method""]","[""drying evaporation#0:ambient condition"", ""drying evaporation#0:time"", ""drying evaporation#1:ambient condition"", ""drying evaporation#1:time"", ""drying evaporation#2:time"", ""heating#0:time""]","[""heating#0:time"", ""mixing#0:mixer"", ""mixing#0:time"", ""mixing#1:time"", ""molding#0:time""]",
40,l209-s7-ash-2001,l191-s2-xie-2004,0,unilateral,[],"[""drying evaporation#0:time""]",[],
40,l209-s7-ash-2001,l191-s2-xie-2004,0,bilateral,[],[],[],True
40,l209-s7-ash-2001,l191-s2-xie-2004,0,article_block,[],"[""drying evaporation#0:time""]","[""mixing#0:temperature"", ""mixing#2:temperature"", ""mixing#2:time"", ""molding#0:temperature"", ""molding#0:time""]",
41,l380-s1-zhao-2017,l386-s54-jimenez-2019,0,unilateral,"[""mixing#0:mixing method"", ""mixing#0:temperature"", ""mixing#0:time""]","[""mixing#0:mixer"", ""mixing#0:mixing method"", ""mixing#0:temperature"", ""mixing#0:time""]",[],
41,l380-s1-zhao-2017,l386-s54-jimenez-2019,0,bilateral,"[""mixing#0:mixing method"", ""mixing#0:temperature"", ""mixing#0:time""]","[""mixing#0:temperature""]","[""mixing#0:temperature""]",True
41,l380-s1-zhao-2017,l386-s54-jimenez-2019,0,article_block,"[""mixing#0:mixing method"", ""mixing#0:temperature"", ""mixing#0:time""]","[""mixing#0:mixer""]","[""drying evaporation#0:temperature"", ""heating#0:temperature"", ""mixing#0:mixing method"", ""mixing#0:temperature"", ""molding#0:temperature"", ""molding#1:temperature"", ""solvent#0:solvent name""]",
42,l120-s11-murugaraj-2005,l318-s4-patsidis-2014,0,unilateral,[],"[""drying evaporation#1:temperature""]",[],
42,l120-s11-murugaraj-2005,l318-s4-patsidis-2014,0,bilateral,[],[],[],True
42,l120-s11-murugaraj-2005,l318-s4-patsidis-2014,0,article_block,[],"[""drying evaporation#0:temperature"", ""drying evaporation#0:time"", ""drying evaporation#1:temperature""]","[""mixing#0:mixing method"", ""mixing#1:mixing method""]",
43,l210-s4-zhang-2014,l313-s2-huang-2014,0,unilateral,"[""drying evaporation#0:temperature"", ""drying evaporation#0:time"", ""mixing#0:rotational frequency""]","[""drying evaporation#0:time"", ""extrusion heating zone#0:barrel temperature"", ""extrusion heating zone#0:extruder"", ""mixing#0:mixing method"", ""mixing#0:time""]",[],
43,l210-s4-zhang-2014,l313-s2-huang-2014,0,bilateral,"[""drying evaporation#0:temperature"", ""drying evaporation#0:time"", ""mixing#0:rotational frequency""]","[""drying evaporation#0:temperature"", ""drying evaporation#0:time"", ""mixing#0:rotational frequency""]","[""drying evaporation#0:temperature"", ""drying evaporation#0:time"", ""mixing#0:rotational frequency""]",True
43,l210-s4-zhang-2014,l313-s2-huang-2014,0,article_block,"[""drying evaporation#0:temperature"", ""drying evaporation#0:time"", ""mixing#0:rotational frequency""]","[""drying evaporation#0:temperature"", ""drying evaporation#0:time"", ""extrusion heating zone#0:extruder"", ""mixing#0:mixing method"", ""mixing#0:time""]","[""drying evaporation#0:temperature"", ""drying evaporation#1:temperature"", ""mixing#0:temperature"", ""molding#0:temperature""]",
44,l310-s5-chatterjee-2007,l396-s4-ghosh-2013,0,unilateral,"[""heating#0:temperature"", ""mixing#0:mixer"", ""mixing#0:mixing method""]","[""heating#0:time"", ""mixing#0:mixer"", ""mixing#1:time""]",[],
44,l310-s5-chatterjee-2007,l396-s4-ghosh-2013,0,bilateral,"[""heating#0:temperature"", ""mixing#0:mixer"", ""mixing#0:mixing method""]","[""mixing#0:mixing method""]","[""mixing#0:mixing method""]",True
44,l310-s5-chatterjee-2007,l396-s4-ghosh-2013,0,article_block,"[""heating#0:temperature"", ""mixing#0:mixer"", ""mixing#0:mixing method""]","[""heating#0:time"", ""mixing#0:mixer"", ""mixing#0:time"", ""mixing#1:time"", ""molding#0:time""]","[""extrusion#0:equipment type"", ""mixing#0:mixer"", ""mixing#0:mixing method""]",
45,l225-s1-ma-2007,l267-s3-kim-2006,0,unilateral,"[""heating#0:temperature"", ""heating#0:time""]","[""heating#0:temperature"", ""molding#0:temperature"", ""molding#0:time""]",[],
45,l225-s1-ma-2007,l267-s3-kim-2006,0,bilateral,"[""heating#0:temperature"", ""heating#0:time""]","[""heating#0:time""]","[""heating#0:time""]",True
45,l225-s1-ma-2007,l267-s3-kim-2006,0,article_block,"[""heating#0:temperature"", ""heating#0:time""]","[""heating#0:temperature"", ""heating#0:time"", ""molding#0:temperature"", ""molding#0:time""]","[""mixing#0:mixing method""]",
46,l191-s2-xie-2004,l287-s2-jang-2008,0,unilateral,"[""mixing#1:mixing method"", ""mixing#2:mixing method"", ""mixing#2:temperature"", ""mixing#2:time""]","[""mixing#0:temperature"", ""mixing#1:mixing method"", ""mixing#2:mixer"", ""mixing#2:temperature"", ""mixing#2:time"", ""molding#0:time""]",[],
46,l191-s2-xie-2004,l287-s2-jang-2008,0,bilateral,"[""mixing#1:mixing method"", ""mixing#2:mixing method"", ""mixing#2:temperature"", ""mixing#2:time""]","[""mixing#2:temperature"", ""mixing#2:time""]","[""mixing#2:temperature"", ""mixing#2:time""]",True
46,l191-s2-xie-2004,l287-s2-jang-2008,0,article_block,"[""mixing#1:mixing method"", ""mixing#2:mixing method"", ""mixing#2:temperature"", ""mixing#2:time""]","[""mixing#0:temperature"", ""mixing#2:temperature"", ""mixing#2:time"", ""molding#0:temperature"", ""molding#0:time""]","[""drying evaporation#0:ambient condition"", ""drying evaporation#0:temperature"", ""drying evaporation#1:ambient condition"", ""drying evaporation#1:temperature"", ""drying evaporation#1:time"", ""heating#0:ambient condition"", ""heating#0:temperature"", ""heating#0:time"", ""heating#1:temperature"", ""heating#1:time"", ""mixing#0:mixing method"", ""mixing#1:mixing method"", ""mixing#1:time"", ""mixing#2:mixing method"", ""mixing#2:temperature"", ""mixing#2:time"", ""solvent#0:solvent name""]",
47,l132-s4-holt-2014,l316-s10-chandrasekaran-2013,0,unilateral,"[""mixing#0:mixing method"", ""mixing#0:time""]","[""solvent#0:solvent name""]",[],
47,l132-s4-holt-2014,l316-s10-chandrasekaran-2013,0,bilateral,"[""mixing#0:mixing method"", ""mixing#0:time""]",[],[],True
47,l132-s4-holt-2014,l316-s10-chandrasekaran-2013,0,article_block,"[""mixing#0:mixing method"", ""mixing#0:time""]","[""solvent#0:solvent name""]","[""heating#0:time"", ""heating#2:time"", ""heating#3:time"", ""mixing#0:mixing method"", ""mixing#0:time"", ""mixing#1:mixing method"", ""mixing#1:rotational frequency"", ""mixing#1:time"", ""mixing#2:time""]",
48,l120-s11-murugaraj-2005,l191-s2-xie-2004,0,unilateral,[],"[""drying evaporation#0:temperature""]",[],
48,l120-s11-murugaraj-2005,l191-s2-xie-2004,0,bilateral,[],[],[],True
48,l120-s11-murugaraj-2005,l191-s2-xie-2004,0,article_block,[],"[""drying evaporation#0:temperature"", ""drying evaporation#0:time"", ""drying evaporation#1:temperature""]","[""mixing#0:temperature"", ""mixing#2:temperature"", ""mixing#2:time"", ""molding#0:temperature"", ""molding#0:time""]",
49,l308-s4-demetrio-2013,l318-s3-patsidis-2014,0,unilateral,"[""mixing#0:mixing method"", ""mixing#0:temperature"", ""mixing#0:time""]",[],[],
49,l308-s4-demetrio-2013,l318-s3-patsidis-2014,0,bilateral,"[""mixing#0:mixing method"", ""mixing#0:temperature"", ""mixing#0:time""]","[""mixing#0:mixing method"", ""mixing#0:temperature""]","[""mixing#0:mixing method"", ""mixing#0:temperature""]",True
49,l308-s4-demetrio-2013,l318-s3-patsidis-2014,0,article_block,"[""mixing#0:mixing method"", ""mixing#0:temperature"", ""mixing#0:time""]","[""mixing#0:time""]","[""mixing#0:mixing method"", ""mixing#1:mixing method""]",
50,l310-s5-chatterjee-2007,l304-s3-stockelhuber-2011,0,unilateral,"[""mixing#0:mixer"", ""mixing#0:mixing method"", ""mixing#0:time""]","[""mixing#0:mixer"", ""mixing#0:time"", ""mixing#1:mixing method""]",[],
50,l310-s5-chatterjee-2007,l304-s3-stockelhuber-2011,0,bilateral,"[""mixing#0:mixer"", ""mixing#0:mixing method"", ""mixing#0:time""]","[""mixing#0:time""]","[""mixing#0:time""]",True
50,l310-s5-chatterjee-2007,l304-s3-stockelhuber-2011,0,article_block,"[""mixing#0:mixer"", ""mixing#0:mixing method"", ""mixing#0:time""]","[""heating#0:time"", ""mixing#0:mixer"", ""mixing#0:time"", ""mixing#1:time"", ""molding#0:time""]","[""mixing#0:mixer"", ""mixing#0:mixing method"", ""mixing#0:time""]",
51,l129-s12-wu-2011,l388-s1-benes-2018,0,unilateral,"[""mixing#0:mixing method""]","[""mixing#0:temperature"", ""mixing#1:temperature""]",[],
51,l129-s12-wu-2011,l388-s1-benes-2018,0,bilateral,"[""mixing#0:mixing method""]","[""mixing#0:mixing method""]","[""mixing#0:mixing method""]",True
51,l129-s12-wu-2011,l388-s1-benes-2018,0,article_block,"[""mixing#0:mixing method""]","[""mixing#0:mixing method"", ""mixing#0:temperature"", ""mixing#1:mixing method"", ""mixing#1:temperature""]","[""additive#0:additive"", ""additive#1:additive"", ""curing#0:time"", ""curing#1:time"", ""heating#0:time""]",
52,l137-s8-yang-2014,l297-s1-shen-2004,0,unilateral,"[""drying evaporation#0:ambient condition"", ""drying evaporation#0:temperature"", ""drying evaporation#0:time"", ""mixing#0:mixing method""]","[""drying evaporation#0:temperature"", ""drying evaporation#0:time"", ""mixing#0:mixing method"", ""mixing#2:mixing method"", ""mixing#2:time""]",[],
52,l137-s8-yang-2014,l297-s1-shen-2004,0,bilateral,"[""drying evaporation#0:ambient condition"", ""drying evaporation#0:temperature"", ""drying evaporation#0:time"", ""mixing#0:mixing method""]","[""drying evaporation#0:temperature"", ""drying evaporation#0:time""]","[""drying evaporation#0:temperature"", ""drying evaporation#0:time""]",True
52,l137-s8-yang-2014,l297-s1-shen-2004,0,article_block,"[""drying evaporation#0:ambient condition"", ""drying evaporation#0:temperature"", ""drying evaporation#0:time"", ""mixing#0:mixing method""]","[""drying evaporation#0:ambient condition"", ""mixing#0:mixing method"", ""mixing#1:mixing method"", ""mixing#2:mixing method"", ""mixing#3:mixing method""]","[""drying evaporation#0:temperature"", ""drying evaporation#0:time"", ""heating#0:temperature"", ""heating#0:time""]",
53,l310-s5-chatterjee-2007,l271-s15-sun-2004,0,unilateral,"[""mixing#0:mixing method"", ""mixing#0:time""]","[""heating#0:time"", ""mixing#0:mixing method"", ""mixing#1:mixing method"", ""molding#0:temperature""]",[],
53,l310-s5-chatterjee-2007,l271-s15-sun-2004,0,bilateral,"[""mixing#0:mixing method"", ""mixing#0:time""]","[""mixing#0:mixing method""]","[""mixing#0:mixing method""]",True
53,l310-s5-chatterjee-2007,l271-s15-sun-2004,0,article_block,"[""mixing#0:mixing method"", ""mixing#0:time""]","[""heating#0:time"", ""mixing#0:mixer"", ""mixing#0:time"", ""mixing#1:time"", ""molding#0:time""]","[""mixing#0:mixing method"", ""mixing#0:time""]",
54,l377-s4-wanasekara-2017,l297-s1-shen-2004,0,unilateral,"[""drying evaporation#0:ambient condition"", ""drying evaporation#0:time"", ""mixing#0:mixing method""]","[""drying evaporation#0:time""]",[],
54,l377-s4-wanasekara-2017,l297-s1-shen-2004,0,bilateral,"[""drying evaporation#0:ambient condition"", ""drying evaporation#0:time"", ""mixing#0:mixing method""]","[""drying evaporation#0:ambient condition"", ""drying evaporation#0:time""]","[""drying evaporation#0:ambient condition"", ""drying evaporation#0:time""]",True
54,l377-s4-wanasekara-2017,l297-s1-shen-2004,0,article_block,"[""drying evaporation#0:ambient condition"", ""drying evaporation#0:time"", ""mixing#0:mixing method""]","[""drying evaporation#0:time"", ""mixing#0:mixing method""]","[""drying evaporation#0:temperature"", ""drying evaporation#0:time"", ""heating#0:temperature"", ""heating#0:time""]",
55,l260-s2-haggenmueller-2006,l308-s3-demetrio-2013,0,unilateral,"[""mixing#0:mixing method"", ""mixing#0:time"", ""solvent#0:solvent name""]",[],[],
55,l260-s2-haggenmueller-2006,l308-s3-demetrio-2013,0,bilateral,"[""mixing#0:mixing method"", ""mixing#0:time"", ""solvent#0:solvent name""]","[""mixing#0:mixing method""]","[""mixing#0:mixing method""]",True
55,l260-s2-haggenmueller-2006,l308-s3-demetrio-2013,0,article_block,"[""mixing#0:mixing method"", ""mixing#0:time"", ""solvent#0:solvent name""]","[""mixing#0:mixer"", ""mixing#0:time""]","[""mixing#0:time""]",
56,l203-s17-ma-2009,l308-s3-demetrio-2013,0,unilateral,"[""mixing#0:mixing method"", ""mixing#0:temperature"", ""mixing#0:time"", ""solvent#0:solvent name""]","[""drying evaporation#0:temperature"", ""heating#0:temperature"", ""heating#1:temperature"", ""heating#1:time"", ""heating#2:temperature"", ""mixing#0:mixer"", ""mixing#0:rotational frequency"", ""mixing#0:time"", ""solvent#0:solvent name""]",[],
56,l203-s17-ma-2009,l308-s3-demetrio-2013,0,bilateral,"[""mixing#0:mixing method"", ""mixing#0:temperature"", ""mixing#0:time"", ""solvent#0:solvent name""]","[""mixing#0:temperature"", ""mixing#0:time""]","[""mixing#0:temperature"", ""mixing#0:time""]",True
56,l203-s17-ma-2009,l308-s3-demetrio-2013,0,article_block,"[""mixing#0:mixing method"", ""mixing#0:temperature"", ""mixing#0:time"", ""solvent#0:solvent name""]","[""additive#0:additive"", ""mixing#0:mixer"", ""mixing#0:rotational frequency""]","[""mixing#0:time""]",
57,l386-s54-jimenez-2019,e108-s10-huang-2016,0,unilateral,"[""drying evaporation#0:ambient condition"", ""molding#0:ambient condition"", ""molding#0:temperature"", ""molding#0:time""]","[""additive#0:additive"", ""drying evaporation#0:ambient condition"", ""drying evaporation#0:time"", ""heating#0:temperature"", ""molding#0:ambient condition"", ""molding#0:temperature"", ""molding#0:time"", ""molding#1:temperature""]",[],
