config_id,profile,variant,process_lambda,clusters,process_positive_coverage_mean,positive_coassignment,composition_matched_expected,excess,component_equal_excess,source_matched_component_equal_excess,delta_vs_composition_same_k,mask_control_component_excess,delta_vs_mask_control,mrr,source_matched_delta_vs_composition_same_k,source_matched_mask_control_component_excess,source_matched_delta_vs_mask_control,mrr_delta_vs_composition,hit_at_10,recall_at_10,nonidentical_component_equal_excess,source_matched_nonidentical_component_equal_excess,largest_cluster_fraction,singleton_fraction
THERM55__reported__L075,THERM55,reported,0.75,75,0.48723337054252625,0.8129092609915809,0.30963269660758425,0.5032765643839967,0.5865111953802513,0.3995781834344477,0.13528617870663034,0.500071408008762,0.08643978737148927,0.040497786136735624,0.0944277432187487,0.28217404955770403,0.11740413387674364,-0.0023237602265325993,0.007246376811594203,0.0036231884057971015,0.6194921465652367,0.4704539087784238,0.07086197778952935,0.004759386567953464
THERM55__reported__L075,THERM55,reported,0.75,100,0.48723337054252625,0.80355472404116,0.26884390292991633,0.5347108211112437,0.5765516732744754,0.4097131928211311,0.0801437240467715,0.5244365593053806,0.05211511396909485,0.040497786136735624,0.04648581142483099,0.32048197652520444,0.08923121629592667,-0.0023237602265325993,0.007246376811594203,0.0036231884057971015,0.5656124599461549,0.43005896778634495,0.07086197778952935,0.007403490216816499
THERM55__reported__L075,THERM55,reported,0.75,125,0.48723337054252625,0.7829747427502338,0.23992803255835954,0.5430467101918743,0.5477761059906959,0.3933025303364128,0.050550527598844874,0.555860228976623,-0.008084122985927089,0.040497786136735624,0.027338074815204783,0.3728644783895839,0.020438051946828906,-0.0023237602265325993,0.007246376811594203,0.0036231884057971015,0.5120295096286621,0.38306854557694514,0.06663141195134849,0.010047593865679535
THERM55__reported__L075,THERM55,reported,0.75,150,0.48723337054252625,0.7829747427502338,0.22305010258752178,0.559924640162712,0.5639809703851231,0.4216568863656762,0.07698611107361747,0.5720432793893331,-0.008062309004210011,0.040497786136735624,0.05461264202846733,0.3965164508018963,0.025140435563779928,-0.0023237602265325993,0.007246376811594203,0.0036231884057971015,0.5276945674452084,0.4148292779828262,0.06663141195134849,0.013749338974087784
THERM55__reported__L075,THERM55,reported,0.75,200,0.48723337054252625,0.7708138447146866,0.1769665016139467,0.5938473431007399,0.5633045063942612,0.4504712733716739,0.10762122402646956,0.5421954319724499,0.021109074421811314,0.040497786136735624,0.09679991500446616,0.41672508120412116,0.03374619216755276,-0.0023237602265325993,0.007246376811594203,0.0036231884057971015,0.5072437201694577,0.4284625862362665,0.04177683765203596,0.024854574299312534
THERM55__reported__L075,THERM55,reported,0.75,250,0.48723337054252625,0.7137511693171188,0.13743597170963556,0.5763151976074832,0.5450834042700979,0.4491606205505257,0.08937447376341245,0.4949667868557442,0.05011661741435375,0.040497786136735624,0.0856824984686464,0.3938918660331871,0.05526875451733859,-0.0023237602265325993,0.007246376811594203,0.0036231884057971015,0.4629854812841469,0.3997870276341727,0.04019037546271814,0.035430988894764676
THERM55__reported__L075,THERM55,reported,0.75,300,0.48723337054252625,0.5547240411599625,0.1106002952553812,0.44412374590458137,0.5010311389066489,0.41301699305249284,0.06516295099649039,0.48268677757743483,0.01834436132921402,0.040497786136735624,0.05727057215006942,0.4030230979504572,0.009993895102035633,-0.0023237602265325993,0.007246376811594203,0.0036231884057971015,0.36729571518041587,0.3100664600309273,0.035430988894764676,0.04389212057112639
THERM55__reported__L075,THERM55,reported,0.75,400,0.48723337054252625,0.4536950420954163,0.0844277267505363,0.36926731534488,0.4066080980567333,0.3374752496803418,-0.004504533866687754,0.4238035911343687,-0.017195493077635404,0.040497786136735624,-0.0045738491562690164,0.3574525936310444,-0.01997734395070261,-0.0023237602265325993,0.007246376811594203,0.0036231884057971015,0.28159993513887743,0.2371613767991391,0.030671602326811213,0.07033315705975675
THERM55__reported__L100,THERM55,reported,1.0,25,0.48723337054252625,0.8372310570626754,0.538307081230541,0.29892397583213437,0.37510711858025386,0.22216706160884764,0.019635264695117338,0.3783981928389957,-0.0032910742587418107,0.04080538230245812,0.04003586294130551,0.13808489850176722,0.08408216310708042,-0.002016164060810101,0.007246376811594203,0.0036231884057971015,0.4059304653717184,0.2851929539070154,0.24484399788471709,0.0010576414595452142
THERM55__reported__L100,THERM55,reported,1.0,50,0.48723337054252625,0.8241347053320861,0.3740547340449905,0.4500799712870956,0.5415444735804344,0.33671467668543203,0.16904035654264926,0.4383543494562461,0.10319012412418838,0.04080538230245812,0.13773174709630354,0.1931941498024025,0.14352052688302955,-0.002016164060810101,0.007246376811594203,0.0036231884057971015,0.5793207426630133,0.4188160179091082,0.13537810682178741,0.0037017451084082496
THERM55__reported__L100,THERM55,reported,1.0,75,0.48723337054252625,0.8166510757717493,0.3076003301527429,0.5090507456190064,0.6078705156446549,0.4218616848390163,0.15664549897103391,0.45564985997327934,0.15222065567137555,0.04080538230245812,0.11671124462331733,0.22617888021161103,0.19568280462740528,-0.002016164060810101,0.007246376811594203,0.0036231884057971015,0.6488405695225269,0.5038628865537976,0.07086197778952935,0.004759386567953464
THERM55__reported__L100,THERM55,reported,1.0,100,0.48723337054252625,0.8110383536014967,0.26896809317611475,0.542070260425382,0.5867827036337843,0.41938693432831686,0.09037475440608034,0.5081097020656945,0.07867300156808976,0.04080538230245812,0.05615955293201674,0.3029578290929555,0.11642910523536137,-0.002016164060810101,0.007246376811594203,0.0036231884057971015,0.6023706888216209,0.46520069579691087,0.07086197778952935,0.006874669487043892
THERM55__reported__L100,THERM55,reported,1.0,125,0.48723337054252625,0.8016838166510758,0.2479993916154067,0.5536844250356691,0.5576370323908554,0.40220370904590874,0.06041145399900433,0.5438740587792048,0.013762973611650575,0.04080538230245812,0.0362392535247007,0.3525713320018364,0.04963237704407236,-0.002016164060810101,0.007246376811594203,0.0036231884057971015,0.5520701001613926,0.42248695399058517,0.07086197778952935,0.010576414595452142
THERM55__reported__L100,THERM55,reported,1.0,150,0.48723337054252625,0.7829747427502338,0.1998972863589499,0.5830774563912839,0.5860989473820389,0.45205632989487304,0.09910408807053334,0.5582951860097414,0.027803761372297564,0.04080538230245812,0.08501208555766415,0.3924622473397753,0.05959408255509774,-0.002016164060810101,0.007246376811594203,0.0036231884057971015,0.5712338200406226,0.4672896820363077,0.04283447911158118,0.013220518244315178
THERM55__reported__L100,THERM55,reported,1.0,200,0.48723337054252625,0.7801683816651076,0.1770607025068705,0.603107679158237,0.5867455916662633,0.47100687567668503,0.13106230929847162,0.5312656241115343,0.05547996755472895,0.04080538230245812,0.11733551730947728,0.4012104298006792,0.06979644587600581,-0.002016164060810101,0.007246376811594203,0.0036231884057971015,0.5627151149129977,0.4797324302724834,0.04283447911158118,0.02538339502908514
THERM55__reported__L100,THERM55,reported,1.0,250,0.48723337054252625,0.7558465855940131,0.13019727360399144,0.6256493119900216,0.5793166025658486,0.47917293152363954,0.12360767205916312,0.5221594795716555,0.057157122994193066,0.04080538230245812,0.11569480944176025,0.4152973625398076,0.06387556898383195,-0.002016164060810101,0.007246376811594203,0.0036231884057971015,0.5143410139908271,0.44507827072519746,0.035430988894764676,0.035959809624537285
THERM55__reported__L100,THERM55,reported,1.0,300,0.48723337054252625,0.5940130963517306,0.1093241378538262,0.4846889584979044,0.5226137576811465,0.433810679234126,0.08674556977098802,0.4586242477666093,0.06398950991453717,0.04080538230245812,0.07806425833170255,0.3728189826918394,0.06099169654228659,-0.002016164060810101,0.007246376811594203,0.0036231884057971015,0.42619256453865884,0.36272521290565773,0.035430988894764676,0.0449497620306716
THERM55__reported__L100,THERM55,reported,1.0,400,0.48723337054252625,0.4677268475210477,0.0888296017751881,0.3788972457458596,0.43984143857883407,0.3651504480235435,0.028728806655412997,0.438964533345597,0.0008769052332370797,0.04080538230245812,0.023101349186932685,0.3717768289362879,-0.006626380912744367,-0.002016164060810101,0.007246376811594203,0.0036231884057971015,0.32520426115013473,0.27566349034409077,0.030671602326811213,0.07033315705975675
THERM55__optimistic__L010,THERM55,optimistic,0.1,25,0.48723337054252625,0.8185219831618334,0.5351888873074243,0.28333309585440913,0.3593118985863452,0.201995423928818,0.003840044701208689,0.33653781410078343,0.022774084485561785,0.03472462265444323,0.019864225261275875,0.17630480120393544,0.025690622724882567,-0.00809692370882499,0.007246376811594203,0.0036231884057971015,0.38184574370205276,0.2519256647947989,0.2554204124801692,0.0010576414595452142
THERM55__optimistic__L010,THERM55,optimistic,0.1,50,0.48723337054252625,0.8016838166510758,0.4738713201507656,0.3278124965003102,0.380739502884963,0.2139912918310907,0.008235385847177812,0.39617312585854697,-0.015433622973583971,0.03472462265444323,0.015008362241962198,0.2329076840078802,-0.018916392176789504,-0.00809692370882499,0.007246376811594203,0.0036231884057971015,0.3943312625845062,0.25495060517377843,0.24431517715494447,0.0026441036488630354
THERM55__optimistic__L010,THERM55,optimistic,0.1,75,0.48723337054252625,0.7932647333956969,0.38355096458027965,0.40971376881541727,0.4586201348409217,0.30522324170655224,0.007395118167300707,0.4571706793971344,0.001449455443787273,0.03472462265444323,7.280149085325816e-05,0.30009471892332296,0.0051285227832292835,-0.00809692370882499,0.007246376811594203,0.0036231884057971015,0.46938084080116155,0.33575103238244,0.08355367530407191,0.005288207297726071
THERM55__optimistic__L010,THERM55,optimistic,0.1,100,0.48723337054252625,0.7857811038353602,0.33064661763482833,0.4551344862005318,0.5001241654216888,0.3565600516792511,0.003716216193984878,0.5189060086342396,-0.01878184321255083,0.03472462265444323,-0.006667329717049031,0.37327994112689433,-0.016719889447643244,-0.00809692370882499,0.007246376811594203,0.0036231884057971015,0.505490159076824,0.3762369450977456,0.08355367530407191,0.008461131676361713
THERM55__optimistic__L010,THERM55,optimistic,0.1,125,0.48723337054252625,0.7801683816651076,0.2771731793672971,0.5029952022978106,0.5073406700729776,0.3709284694947099,0.010115091681126509,0.5143399186307513,-0.006999248557773785,0.03472462265444323,0.0049640139735018796,0.3751967394659054,-0.004268269971195504,-0.00809692370882499,0.007246376811594203,0.0036231884057971015,0.4704284388043258,0.3487443264195249,0.06927551560021153,0.010047593865679535
THERM55__optimistic__L010,THERM55,optimistic,0.1,150,0.48723337054252625,0.7652011225444341,0.2495535865849865,0.5156475359594476,0.4704204470353173,0.3509759513439628,-0.016574412276188277,0.5096414009222813,-0.03922095388696395,0.03472462265444323,-0.01606829299324608,0.3627405822567549,-0.011764630912792062,-0.00809692370882499,0.007246376811594203,0.0036231884057971015,0.39493848584865554,0.29198552586662047,0.06874669487043893,0.015864621893178214
THERM55__optimistic__L010,THERM55,optimistic,0.1,200,0.48723337054252625,0.5958840037418148,0.169709573095007,0.4261744306468078,0.4657886208479164,0.3649496341070375,0.010105338480124737,0.4510055247369096,0.01478309611100681,0.03472462265444323,0.011278275739829757,0.34201931967265153,0.02293031443438598,-0.00809692370882499,0.007246376811594203,0.0036231884057971015,0.35206127858403,0.2779580302950177,0.0449497620306716,0.02168164992067689
THERM55__optimistic__L010,THERM55,optimistic,0.1,250,0.48723337054252625,0.42282507015902715,0.13459324119348473,0.28823182896554245,0.4546649636283735,0.3660681311218385,-0.001043966878311986,0.4474091808841665,0.007255782744207018,0.03472462265444323,0.002590009039959207,0.35563703281196424,0.010431098309874265,-0.00809692370882499,0.007246376811594203,0.0036231884057971015,0.3203971844496392,0.264103610884634,0.041248016922263354,0.03172924378635643
THERM55__optimistic__L010,THERM55,optimistic,0.1,300,0.48723337054252625,0.33956969130028064,0.12200374414959789,0.21756594715068275,0.4210878934315499,0.3412720372187932,-0.014780294478608569,0.436701016810275,-0.015613123378725113,0.03472462265444323,-0.014474383683630243,0.3557085929644257,-0.014436555745632518,-0.00809692370882499,0.007246376811594203,0.0036231884057971015,0.26475571197467235,0.21631611777782322,0.04019037546271814,0.04389212057112639
THERM55__optimistic__L010,THERM55,optimistic,0.1,400,0.48723337054252625,0.21141253507951357,0.10402025975206214,0.10739227532745144,0.4070650094791836,0.3417487428598106,-0.004047622444237453,0.36721526370687324,0.039849745772310374,0.03472462265444323,-0.0003003559768002262,0.2951514840946607,0.04659725876514992,-0.00809692370882499,0.007246376811594203,0.0036231884057971015,0.23623519950036695,0.20812948631342507,0.04019037546271814,0.07720782654680064
THERM55__optimistic__L025,THERM55,optimistic,0.25,25,0.48723337054252625,0.8203928905519177,0.5423687288814707,0.27802416167044697,0.3520752121325909,0.19667726882892256,-0.003396641752545615,0.34106124008860617,0.011013972043984743,0.03647393845594484,0.014546070161380431,0.18013524538247452,0.016542023446448034,-0.006347607907323381,0.007246376811594203,0.0036231884057971015,0.3736558870200974,0.2456870640476708,0.2554204124801692,0.0010576414595452142
THERM55__optimistic__L025,THERM55,optimistic,0.25,50,0.48723337054252625,0.80355472404116,0.4823343520931511,0.3212203719480089,0.4115865201950828,0.24592500397511888,0.03908240315729761,0.39881375163567473,0.012772768559408065,0.03647393845594484,0.04694207438599038,0.23302270237408204,0.012902301601036836,-0.006347607907323381,0.007246376811594203,0.0036231884057971015,0.44163598800135423,0.3037647555775094,0.24431517715494447,0.0026441036488630354
THERM55__optimistic__L025,THERM55,optimistic,0.25,75,0.48723337054252625,0.7951356407857811,0.37746813748877467,0.41766750329700647,0.5035491679036003,0.35420732924871023,0.0523241512299793,0.5032501244211884,0.00029904348241183154,0.03647393845594484,0.04905688903301125,0.316551989128076,0.03765534012063426,-0.006347607907323381,0.007246376811594203,0.0036231884057971015,0.5303975392746146,0.40181791786559357,0.08355367530407191,0.004759386567953464
THERM55__optimistic__L025,THERM55,optimistic,0.25,100,0.48723337054252625,0.7857811038353602,0.3290496980114325,0.4567314058239276,0.5015959832717305,0.35533014307518607,0.005188034044026568,0.5480691378340267,-0.04647315456229617,0.03647393845594484,-0.007897238321114053,0.3681285656628289,-0.012798422587642855,-0.006347607907323381,0.007246376811594203,0.0036231884057971015,0.4846565381200903,0.3524322514262052,0.08355367530407191,0.007403490216816499
THERM55__optimistic__L025,THERM55,optimistic,0.25,125,0.48723337054252625,0.7801683816651076,0.28533191165907845,0.49483647000602915,0.4994917447249334,0.36225792660752304,0.0022661663330823534,0.5555872921357254,-0.056095547410792035,0.03647393845594484,-0.0037065289136850033,0.3957695484318247,-0.033511621824301674,-0.006347607907323381,0.007246376811594203,0.0036231884057971015,0.4628318697932048,0.3400391083364493,0.06927551560021153,0.012162876784769964
THERM55__optimistic__L025,THERM55,optimistic,0.25,150,0.48723337054252625,0.7652011225444341,0.25078100735594333,0.5144201151884907,0.44996282371194796,0.3322627980093119,-0.037032035599557644,0.5397899985260752,-0.08982717481412728,0.03647393845594484,-0.03478144632789698,0.3845288229596849,-0.05226602495037297,-0.006347607907323381,0.007246376811594203,0.0036231884057971015,0.3660503060379576,0.2709740315119889,0.06292966684294024,0.015864621893178214
THERM55__optimistic__L025,THERM55,optimistic,0.25,200,0.48723337054252625,0.5528531337698784,0.1677219248194899,0.38513120895038855,0.4599574598997328,0.36158629944702875,0.004274177531941148,0.49075697061767004,-0.03079951071793724,0.03647393845594484,0.007914941079820992,0.3726507366368551,-0.01106443718982636,-0.006347607907323381,0.007246376811594203,0.0036231884057971015,0.34248096636687125,0.27243795968369083,0.04177683765203596,0.02168164992067689
THERM55__optimistic__L025,THERM55,optimistic,0.25,250,0.48723337054252625,0.3910196445275959,0.13331546730208088,0.25770417722551503,0.4439498414968019,0.35347295778887583,-0.011759089009883594,0.46830960016992373,-0.024359758673121845,0.03647393845594484,-0.010005164293003466,0.37125280775144925,-0.017779849962573424,-0.006347607907323381,0.007246376811594203,0.0036231884057971015,0.30323041698141173,0.24529283959576773,0.040719196192490745,0.030671602326811213
THERM55__optimistic__L025,THERM55,optimistic,0.25,300,0.48723337054252625,0.2853133769878391,0.11996877091513988,0.1653446060726992,0.4319919814755225,0.3536574828179156,-0.003876206434635987,0.470568768835291,-0.038576787359768494,0.03647393845594484,-0.00208893808450783,0.38643557905169357,-0.032778096233777976,-0.006347607907323381,0.007246376811594203,0.0036231884057971015,0.2794354174517448,0.23276653247070234,0.040719196192490745,0.04283447911158118
THERM55__optimistic__L025,THERM55,optimistic,0.25,400,0.48723337054252625,0.23292797006548177,0.09862521443280135,0.1343027556326804,0.41919430555223564,0.3545852762169204,0.008081673628814567,0.37826524217302004,0.04092906337921559,0.03647393845594484,0.012536177380309543,0.30483733988950973,0.04974793632741065,-0.006347607907323381,0.007246376811594203,0.0036231884057971015,0.2513902157258771,0.2231639746898283,0.03437334743521946,0.0750925436277102
THERM55__optimistic__L050,THERM55,optimistic,0.5,25,0.48723337054252625,0.8203928905519177,0.5431281774122255,0.27726471313969214,0.351343359225609,0.19351250127633562,-0.004128494659527526,0.3063182435181182,0.04502511570749079,0.037543770766067915,0.011381302608793498,0.13580108348525863,0.057711417791077,-0.0052777755972003085,0.007246376811594203,0.0036231884057971015,0.37294169423930795,0.24237138787614873,0.25594923320994184,0.0010576414595452142
THERM55__optimistic__L050,THERM55,optimistic,0.5,50,0.48723337054252625,0.8007483629560337,0.4400747259648061,0.36067363699122756,0.4588154803879498,0.29543614071120444,0.0863113633501646,0.42351875376741094,0.03529672662053884,0.037543770766067915,0.09645321112207594,0.2013976314308119,0.09403850928039253,-0.0052777755972003085,0.007246376811594203,0.0036231884057971015,0.4925439668895693,0.358469729762146,0.16129032258064516,0.0021152829190904283
THERM55__optimistic__L050,THERM55,optimistic,0.5,75,0.48723337054252625,0.7951356407857811,0.3662601431073398,0.42887549767844135,0.5143811726729419,0.37229656682702544,0.06315615599932095,0.4627505564593728,0.051630616213569125,0.037543770766067915,0.06714612661132646,0.23785175167974007,0.13444481514728537,-0.0052777755972003085,0.007246376811594203,0.0036231884057971015,0.5409080590625412,0.41704730173249077,0.08355367530407191,0.004230565838180857
THERM55__optimistic__L050,THERM55,optimistic,0.5,100,0.48723337054252625,0.7857811038353602,0.3028216471116557,0.48295945672370444,0.5269882379548863,0.3813928145498898,0.030580288727182325,0.5214362268418059,0.005552011113080346,0.037543770766067915,0.018165433153589705,0.33069398435404196,0.050698830195847866,-0.0052777755972003085,0.007246376811594203,0.0036231884057971015,0.5093201824481469,0.3836134089425971,0.06663141195134849,0.007403490216816499
THERM55__optimistic__L050,THERM55,optimistic,0.5,125,0.48723337054252625,0.7801683816651076,0.2790701094502756,0.501098272214832,0.5055176414829883,0.37058877822803243,0.008292063091137225,0.5624710898750349,-0.056953448392046635,0.037543770766067915,0.004624322706824391,0.3871791096021482,-0.016590331374115752,-0.0052777755972003085,0.007246376811594203,0.0036231884057971015,0.468664643392347,0.34736547689097524,0.06504494976203067,0.01269169751454257
THERM55__optimistic__L050,THERM55,optimistic,0.5,150,0.48723337054252625,0.6772684752104771,0.2514895094569741,0.42577896575350294,0.4418620851053173,0.3275549743215862,-0.045132774206188275,0.5743183702323399,-0.13245628512702257,0.037543770766067915,-0.03948927001562269,0.4143965861601747,-0.08684161183858852,-0.0052777755972003085,0.007246376811594203,0.0036231884057971015,0.363514438264746,0.2748483004522253,0.06451612903225806,0.015864621893178214
THERM55__optimistic__L050,THERM55,optimistic,0.5,200,0.48723337054252625,0.5537885874649204,0.1668288124365464,0.38695977502837403,0.46167815643459864,0.3671820915853826,0.005994874066806988,0.52484020972591,-0.0631620532913113,0.037543770766067915,0.013510733218174864,0.3931133642200594,-0.02593127263467676,-0.0052777755972003085,0.007246376811594203,0.0036231884057971015,0.3432667938618154,0.2783008894040628,0.04336329984135378,0.02168164992067689
THERM55__optimistic__L050,THERM55,optimistic,0.5,250,0.48723337054252625,0.5481758652946679,0.1374800636888787,0.4106958016057892,0.4682115960361807,0.3811459885711794,0.012502665529495194,0.4996396980638161,-0.03142810202763541,0.037543770766067915,0.017667866489300077,0.3977036456489505,-0.016557657077771126,-0.0052777755972003085,0.007246376811594203,0.0036231884057971015,0.341084926572466,0.28635665516433545,0.04019037546271814,0.03225806451612903
THERM55__optimistic__L050,THERM55,optimistic,0.5,300,0.48723337054252625,0.4583723105706268,0.1156621996515195,0.3427101109191073,0.46568663398525334,0.38712070457856257,0.029818446075094873,0.4816318823929386,-0.015945248407685242,0.037543770766067915,0.03137428367613915,0.39707921969816723,-0.00995851511960466,-0.0052777755972003085,0.007246376811594203,0.0036231884057971015,0.326898776644595,0.2803424263314506,0.04019037546271814,0.04283447911158118
THERM55__optimistic__L050,THERM55,optimistic,0.5,400,0.48723337054252625,0.3461178671655753,0.09171577042743236,0.25440209673814296,0.4336897879152874,0.36507994001004884,0.022577155991866327,0.39840224980115974,0.03528753811412766,0.037543770766067915,0.02303084117343801,0.3312481143512457,0.03383182565880316,-0.0052777755972003085,0.007246376811594203,0.0036231884057971015,0.2751585408950828,0.2441013477104734,0.03120042305658382,0.0750925436277102
THERM55__optimistic__L075,THERM55,optimistic,0.75,25,0.48723337054252625,0.8391019644527596,0.5364688664483219,0.3026330980044377,0.37752527357986243,0.22211045904059207,0.022053419694725906,0.30960209164118396,0.06792318193867847,0.03824073533443121,0.03997926037304994,0.15666362511112245,0.06544683392946962,-0.004580811028837013,0.007246376811594203,0.0036231884057971015,0.4078181065150251,0.2813593394071146,0.2453728186144897,0.0010576414595452142
THERM55__optimistic__L075,THERM55,optimistic,0.75,50,0.48723337054252625,0.8194574368568756,0.43654765922648153,0.382909777630394,0.48077626765285636,0.3192634193819111,0.10827215061507117,0.45731691307849043,0.02345935457436593,0.03824073533443121,0.12028048979278261,0.22481916052286646,0.09444425885904464,-0.004580811028837013,0.007246376811594203,0.0036231884057971015,0.5226096890606736,0.39083007640505246,0.15177154944473822,0.0015864621893178213
THERM55__optimistic__L075,THERM55,optimistic,0.75,75,0.48723337054252625,0.813844714686623,0.37820797630676045,0.43563673837986255,0.5205605406203823,0.36390388139192803,0.06933552394676129,0.500071408008762,0.02048913261162022,0.03824073533443121,0.05875344117622905,0.28217404955770403,0.081729831834224,-0.004580811028837013,0.007246376811594203,0.0036231884057971015,0.5551886432000789,0.430464910810539,0.08355367530407191,0.0037017451084082496
THERM55__optimistic__L075,THERM55,optimistic,0.75,100,0.48723337054252625,0.7857811038353602,0.30557865497291753,0.4802024488624426,0.5243145361395761,0.3721601971336008,0.0279065869118722,0.5244365593053806,-0.00012202316580445238,0.03824073533443121,0.008932815737300703,0.32048197652520444,0.051678220608396386,-0.004580811028837013,0.007246376811594203,0.0036231884057971015,0.5067203454581166,0.3732540339326719,0.07139079851930195,0.007403490216816499
THERM55__optimistic__L075,THERM55,optimistic,0.75,125,0.48723337054252625,0.7839101964452759,0.2714046784692391,0.5125055179760368,0.5180515303258193,0.3870294177604237,0.020825951933968245,0.555860228976623,-0.03780869865080372,0.03824073533443121,0.021064962239215668,0.3728644783895839,0.01416493937083979,-0.004580811028837013,0.007246376811594203,0.0036231884057971015,0.4831025466552021,0.37468969363460825,0.06980433632998413,0.010576414595452142
THERM55__optimistic__L075,THERM55,optimistic,0.75,150,0.48723337054252625,0.774555659494855,0.23662357042829926,0.5379320890665558,0.5027053728573188,0.3939330395861484,0.015710513545813154,0.5720432793893331,-0.06933790653201433,0.03824073533443121,0.0268887952489395,0.3965164508018963,-0.0025834112157478994,-0.004580811028837013,0.007246376811594203,0.0036231884057971015,0.44676535574423376,0.3663906124209992,0.05552617662612375,0.015335801163405606
THERM55__optimistic__L075,THERM55,optimistic,0.75,200,0.48723337054252625,0.6351730589335828,0.15973047271787605,0.47544258621570673,0.4898631109501148,0.39482257932052994,0.03417982858232316,0.5421954319724499,-0.05233232102233509,0.03824073533443121,0.04115122095332219,0.41672508120412116,-0.02190250188359122,-0.004580811028837013,0.007246376811594203,0.0036231884057971015,0.39712906468693926,0.3327514080904559,0.040719196192490745,0.023268112109994712
THERM55__optimistic__L075,THERM55,optimistic,0.75,250,0.48723337054252625,0.598690364826941,0.1428759172530638,0.45581444757387723,0.49882178826065127,0.4093141286360995,0.04311285775396578,0.4949667868557442,0.003855001404907077,0.03824073533443121,0.04583600655422021,0.3938918660331871,0.015422262602912407,-0.004580811028837013,0.007246376811594203,0.0036231884057971015,0.40364560821516643,0.34722902544873707,0.04019037546271814,0.033315705975674244
THERM55__optimistic__L075,THERM55,optimistic,0.75,300,0.48723337054252625,0.5285313376987839,0.11916449633383226,0.40936684136495166,0.4791783049298218,0.39517956764021517,0.04331011701966331,0.48268677757743483,-0.003508472647613059,0.03824073533443121,0.03943314673779175,0.4030230979504572,-0.007843530310242042,-0.004580811028837013,0.007246376811594203,0.0036231884057971015,0.3631125744668566,0.31411923903292954,0.04019037546271814,0.0449497620306716
THERM55__optimistic__L075,THERM55,optimistic,0.75,400,0.48723337054252625,0.44434050514499535,0.08688862461546226,0.3574518805295331,0.43463494021047444,0.3661210222287539,0.023522308287053373,0.4238035911343687,0.010831349076105723,0.03824073533443121,0.02407192339214309,0.3574525936310444,0.008668428597709499,-0.004580811028837013,0.007246376811594203,0.0036231884057971015,0.2734424944759242,0.23834380841083147,0.03120042305658382,0.07350608143839238
THERM55__optimistic__L100,THERM55,optimistic,1.0,25,0.48723337054252625,0.8372310570626754,0.5229967290936789,0.31423432796899653,0.4088639365202,0.24856898831994012,0.053392082635063454,0.3783981928389957,0.030465743681204305,0.03854624138210698,0.066437789652398,0.13808489850176722,0.1104840898181729,-0.004275304981161243,0.007246376811594203,0.0036231884057971015,0.44977503859357704,0.31812221215644293,0.24484399788471709,0.0010576414595452142
THERM55__optimistic__L100,THERM55,optimistic,1.0,50,0.48723337054252625,0.8175865294667914,0.4306393872419756,0.38694714222481585,0.48594214680241554,0.3281653565245687,0.11343802976463035,0.4383543494562461,0.04758779734616947,0.03854624138210698,0.1291824269354402,0.1931941498024025,0.1349712067221662,-0.004275304981161243,0.007246376811594203,0.0036231884057971015,0.528233394258263,0.39974267844272426,0.15124272871496564,0.0021152829190904283
THERM55__optimistic__L100,THERM55,optimistic,1.0,75,0.48723337054252625,0.813844714686623,0.35746875606262674,0.45637595862399627,0.5408821668062536,0.393850667115718,0.08965715013263259,0.45564985997327934,0.08523230683297423,0.03854624138210698,0.088700226900019,0.22617888021161103,0.16767178690410695,-0.004275304981161243,0.007246376811594203,0.0036231884057971015,0.5750696403165074,0.4571612616645197,0.08355367530407191,0.0026441036488630354
THERM55__optimistic__L100,THERM55,optimistic,1.0,100,0.48723337054252625,0.7895229186155285,0.30140991876448026,0.4881129998510482,0.5518362972339839,0.40508129858994496,0.05542834800627994,0.5081097020656945,0.04372659516828936,0.03854624138210698,0.04185391719364484,0.3029578290929555,0.10212346949698947,-0.004275304981161243,0.007246376811594203,0.0036231884057971015,0.5661228361036408,0.4349866539220561,0.07139079851930195,0.006874669487043892
THERM55__optimistic__L100,THERM55,optimistic,1.0,125,0.48723337054252625,0.7876520112254444,0.2740212070836325,0.5136308041418118,0.5390367621125105,0.40677362400201267,0.04181118372065945,0.5438740587792048,-0.004837296666694302,0.03854624138210698,0.040809168480804625,0.3525713320018364,0.05420229200017629,-0.004275304981161243,0.007246376811594203,0.0036231884057971015,0.5361793992648155,0.4270149049814183,0.06980433632998413,0.01110523532522475
THERM55__optimistic__L100,THERM55,optimistic,1.0,150,0.48723337054252625,0.7829747427502338,0.25197318193933005,0.5310015608109038,0.5353780451291283,0.41497088001088284,0.04838318581762274,0.5582951860097414,-0.02291714088061303,0.03854624138210698,0.047926635673673945,0.3924622473397753,0.02250863267110753,-0.004275304981161243,0.007246376811594203,0.0036231884057971015,0.5214716064268153,0.4275372943165832,0.06557377049180328,0.016922263352723427
THERM55__optimistic__L100,THERM55,optimistic,1.0,200,0.48723337054252625,0.6884939195509823,0.16337938892836656,0.5251145306226157,0.5282990588689208,0.4303117498749711,0.07261577650112916,0.5312656241115343,-0.002966565242613517,0.03854624138210698,0.07664039150776336,0.4012104298006792,0.029101320074291892,-0.004275304981161243,0.007246376811594203,0.0036231884057971015,0.4771588022078474,0.41053602945283413,0.04283447911158118,0.024325753569539928
